KO number	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
K05733	NaN	NaN	NaN	NaN
K05734	NaN	NaN	NaN	NaN
K05084	NaN	NaN	NaN	NaN
K06279	NaN	NaN	NaN	NaN
K08845	12605.447	8033.2581	1.526838e+08	1.8098827e+08
K09593	1524.0032	1620.9203	29175985	44004239
K00922	37677.331	19590.858	5.0360243e+08	3.9838549e+08
K02649	NaN	NaN	NaN	NaN
K07203	22553.195	13796.335	1.2270714e+08	1.2011838e+08
K04688	4796.8515	2366.5635	16921299	22433937
K03083	14863.548	6078.198	68375861	68119103
K04491	NaN	NaN	NaN	NaN
K00444	NaN	NaN	NaN	NaN
K02166	NaN	NaN	NaN	NaN
K02105	NaN	NaN	NaN	NaN
K02085	NaN	NaN	NaN	NaN
K08957	4672.5387	3216.8402	84859380	73580597
K04496	22250.448	26954.092	3.127783e+08	4.3272302e+08
K04500	NaN	NaN	NaN	NaN
K04501	NaN	NaN	NaN	NaN
K04503	NaN	NaN	NaN	NaN
K10151	NaN	NaN	NaN	NaN
K04507	5829.8688	5023.0452	1.3573238e+09	2.2210994e+09
K04508	9335.3708	9304.942	69493504	99970713
K04510	NaN	NaN	NaN	NaN
K04512	NaN	NaN	NaN	NaN
K04513	59233.051	55640.163	1.421571e+09	1.1246567e+09
K04514	45227.391	26371.307	7.2899889e+08	6.5756173e+08
K05858	6560.5116	3645.5815	39023748	56640954
K06053	28033.6	13163.8	1.3575095e+08	1.4316654e+08
K06057	NaN	NaN	NaN	NaN
K06058	NaN	NaN	NaN	NaN
K06170	NaN	NaN	NaN	NaN
K06171	11029.417	13639.742	81064954	56734418
K06065	42607.86	51264.065	33751089	23062025
K06066	NaN	NaN	NaN	NaN
K06229	NaN	NaN	NaN	NaN
K06233	NaN	NaN	NaN	NaN
K06234	881.99787	397.10061	16199868	11684447
K08958	NaN	NaN	NaN	NaN
K02218	NaN	NaN	NaN	NaN
K04659	NaN	NaN	NaN	NaN
K04660	NaN	NaN	NaN	NaN
K04676	NaN	NaN	NaN	NaN
K04718	NaN	NaN	NaN	NaN
K05760	NaN	NaN	NaN	NaN
K05405	NaN	NaN	NaN	NaN
K05058	NaN	NaN	NaN	NaN
K05059	NaN	NaN	NaN	NaN
K05060	NaN	NaN	NaN	NaN
K11217	52744.378	13353.857	13138304	8655517
K04447	NaN	NaN	NaN	NaN
K11218	19810.05	13625.69	59776884	1.1523211e+08
K11219	49361.158	31580.016	1.4889517e+08	1.7993999e+08
K04570	5978.9664	2589.1659	99534690	23284695
K04705	8198.8003	6459.0064	1.6598901e+08	1.2738579e+08
K05697	47355.422	129682.18	3.0846719e+09	5.2318434e+09
K16059	2938.663	2239.6045	25258998	31669709
K16056	NaN	NaN	NaN	NaN
K05849	NaN	NaN	NaN	NaN
K05850	NaN	NaN	NaN	NaN
K04632	806.1555	1050.3669	7.7178818e+08	7.8585448e+08
K04633	NaN	NaN	NaN	NaN
K05853	63246.261	46711.142	4.6573766e+08	6.254073e+08
K05218	NaN	NaN	NaN	NaN
K05208	NaN	NaN	NaN	NaN
K04961	NaN	NaN	NaN	NaN
K04962	NaN	NaN	NaN	NaN
K04248	NaN	NaN	NaN	NaN
K04634	NaN	NaN	NaN	NaN
K04635	NaN	NaN	NaN	NaN
K05857	NaN	NaN	NaN	NaN
K04958	38303.656	15748.98	1.6321898e+08	80793950
K04959	22621.091	16585.518	2.3356977e+08	2.0231278e+08
K04960	NaN	NaN	NaN	NaN
K01242	1197.795	1717.656	1.1340437e+08	41767047
K05862	31995.462	27233.008	2.8410036e+09	3.095569e+09
K15040	NaN	NaN	NaN	NaN
K15041	NaN	NaN	NaN	NaN
K05863	77736.135	71883.462	4.2844162e+08	4.3416116e+08
K05865	NaN	NaN	NaN	NaN
K12042	NaN	NaN	NaN	NaN
K02183	NaN	NaN	NaN	NaN
K00871	NaN	NaN	NaN	NaN
K07190	20423.467	17956.347	1.69212e+08	1.899433e+08
K00907	NaN	NaN	NaN	NaN
K05869	NaN	NaN	NaN	NaN
K13240	NaN	NaN	NaN	NaN
K13241	NaN	NaN	NaN	NaN
K13755	NaN	NaN	NaN	NaN
K05871	76294.829	51865.627	1.1574401e+09	1.4081619e+09
K00888	29224.857	20407.978	88306620	1.0862575e+08
K13711	3531.0203	2165.5303	98611716	98065488
K00889	NaN	NaN	NaN	NaN
K00901	6186.2039	4806.6076	1.8409162e+08	2.428836e+08
K00913	NaN	NaN	NaN	NaN
K00914	14031.63	9078.7111	1.344803e+08	2.0574768e+08
K00915	NaN	NaN	NaN	NaN
K00920	25490.726	24590.173	2.5214896e+08	3.7266958e+08
K00921	NaN	NaN	NaN	NaN
K00923	34526.307	16830.536	89828177	99752387
K10572	NaN	NaN	NaN	NaN
K00981	NaN	NaN	NaN	NaN
K00999	1738.4059	1343.6146	81339831	1.3568031e+08
K01092	4371.614	3095.0595	2.5696519e+08	3.7630533e+08
K01099	16257.197	14372.583	49518716	1.7223833e+08
K01110	NaN	NaN	NaN	NaN
K01106	26051.545	21246.362	1.4253354e+08	2.2289199e+08
K01107	225.25585	210.66043	29482373	1.2462057e+08
K01108	NaN	NaN	NaN	NaN
K01109	NaN	NaN	NaN	NaN
K01116	NaN	NaN	NaN	NaN
K03084	38793.384	51935.52	1.8683878e+09	1.3792028e+09
K16185	NaN	NaN	NaN	NaN
K16184	NaN	NaN	NaN	NaN
K16186	NaN	NaN	NaN	NaN
K06276	NaN	NaN	NaN	NaN
K07206	NaN	NaN	NaN	NaN
K07207	11823.346	9549.995	1.2344793e+08	83327091
K07208	346.518	198.23792	1.2198957e+08	1.2160136e+08
K08266	NaN	NaN	NaN	NaN
K07204	6361.3017	3775.1397	32766372	25116649
K08267	NaN	NaN	NaN	NaN
K08269	NaN	NaN	NaN	NaN
K08271	NaN	NaN	NaN	NaN
K08272	16424.504	14113.956	3.554006e+08	4.596652e+08
K07198	5328.701	6211.049	1.9646247e+08	1.8387824e+08
K13946	NaN	NaN	NaN	NaN
K14484	NaN	NaN	NaN	NaN
K14485	NaN	NaN	NaN	NaN
K14486	NaN	NaN	NaN	NaN
K14487	NaN	NaN	NaN	NaN
K14488	NaN	NaN	NaN	NaN
K14489	NaN	NaN	NaN	NaN
K14490	NaN	NaN	NaN	NaN
K14491	NaN	NaN	NaN	NaN
K14492	NaN	NaN	NaN	NaN
K14494	NaN	NaN	NaN	NaN
K14496	NaN	NaN	NaN	NaN
K14497	NaN	NaN	NaN	NaN
K14498	NaN	NaN	NaN	NaN
K14509	NaN	NaN	NaN	NaN
K14510	NaN	NaN	NaN	NaN
K14513	NaN	NaN	NaN	NaN
K14515	NaN	NaN	NaN	NaN
K14499	NaN	NaN	NaN	NaN
K14500	NaN	NaN	NaN	NaN
K14501	NaN	NaN	NaN	NaN
K14503	NaN	NaN	NaN	NaN
K14505	NaN	NaN	NaN	NaN
K14506	NaN	NaN	NaN	NaN
K13464	NaN	NaN	NaN	NaN
K14508	NaN	NaN	NaN	NaN
K16882	NaN	NaN	NaN	NaN
K04196	NaN	NaN	NaN	NaN
K04182	127260.5	29086.042	1574405.7	668715.11
K04250	NaN	NaN	NaN	NaN
K04308	5.0141681	10.730989	15751548	20057206
K04577	NaN	NaN	NaN	NaN
K08446	32302.977	26190.109	44878959	48893872
K04596	NaN	NaN	NaN	NaN
K04615	NaN	NaN	NaN	NaN
K04527	NaN	NaN	NaN	NaN
K05087	NaN	NaN	NaN	NaN
K05090	NaN	NaN	NaN	NaN
K05091	NaN	NaN	NaN	NaN
K05099	NaN	NaN	NaN	NaN
K05105	NaN	NaN	NaN	NaN
K05111	NaN	NaN	NaN	NaN
K03160	27528.759	21033.552	2.0770271e+08	1.3647004e+08
K02583	NaN	NaN	NaN	NaN
K04723	NaN	NaN	NaN	NaN
K05175	NaN	NaN	NaN	NaN
K05195	NaN	NaN	NaN	NaN
K05197	NaN	NaN	NaN	NaN
K05198	NaN	NaN	NaN	NaN
K05199	NaN	NaN	NaN	NaN
K04839	NaN	NaN	NaN	NaN
K04883	6222.277	10406.63	1.0856249e+08	3.4295847e+08
K05391	NaN	NaN	NaN	NaN
K05003	NaN	NaN	NaN	NaN
K05009	NaN	NaN	NaN	NaN
K05011	NaN	NaN	NaN	NaN
K05021	34693.155	26985.975	7.1488936e+08	9.1739571e+08
K05022	2599.3786	1836.0128	1.8231262e+08	1.1584183e+08
K05024	7870.2734	9416.6853	1.194146e+08	2.4865076e+08
K05027	NaN	NaN	NaN	NaN
K05030	NaN	NaN	NaN	NaN
K05034	NaN	NaN	NaN	NaN
K09864	NaN	NaN	NaN	NaN
K08771	NaN	NaN	NaN	NaN
K05224	NaN	NaN	NaN	NaN
K05236	60774.66	44567.554	3.2978417e+09	3.1405237e+09
K05254	NaN	NaN	NaN	NaN
K05259	NaN	NaN	NaN	NaN
K05770	3353.5346	2767.8989	26325585	76284875
hsa_Q6RFH5	NaN	NaN	NaN	NaN
K10029	NaN	NaN	NaN	NaN
K10034	NaN	NaN	NaN	NaN
K05407	NaN	NaN	NaN	NaN
K05470	34389.888	26470.08	61315405	60804609
K05451	NaN	NaN	NaN	NaN
K13769	NaN	NaN	NaN	NaN
K05463	NaN	NaN	NaN	NaN
K05465	NaN	NaN	NaN	NaN
K06236	NaN	NaN	NaN	NaN
K06238	NaN	NaN	NaN	NaN
K05637	NaN	NaN	NaN	NaN
K06240	NaN	NaN	NaN	NaN
K06241	NaN	NaN	NaN	NaN
K05636	NaN	NaN	NaN	NaN
K06243	NaN	NaN	NaN	NaN
K05635	NaN	NaN	NaN	NaN
K06246	NaN	NaN	NaN	NaN
K05717	NaN	NaN	NaN	NaN
K06252	NaN	NaN	NaN	NaN
K06254	NaN	NaN	NaN	NaN
K06255	NaN	NaN	NaN	NaN
K06480	NaN	NaN	NaN	NaN
K06481	NaN	NaN	NaN	NaN
K06476	NaN	NaN	NaN	NaN
K06482	NaN	NaN	NaN	NaN
K06483	11408.966	13550.366	4.490237e+08	4.1720914e+08
K06485	NaN	NaN	NaN	NaN
K06583	NaN	NaN	NaN	NaN
K06584	NaN	NaN	NaN	NaN
K06487	NaN	NaN	NaN	NaN
K05719	29113.434	7008.9537	2.5606865e+08	1.0291908e+08
K06493	NaN	NaN	NaN	NaN
K06525	NaN	NaN	NaN	NaN
K06588	NaN	NaN	NaN	NaN
K06590	65193.408	61346.33	1.4244252e+08	46884071
K06256	60910.186	22589.967	1.5577239e+09	5.0361361e+08
K06258	NaN	NaN	NaN	NaN
K06259	NaN	NaN	NaN	NaN
K06261	NaN	NaN	NaN	NaN
K06265	NaN	NaN	NaN	NaN
K06266	7730.0683	9630.0189	17768916	83457341
K06088	5031.075	6761.51	1.2192782e+08	2.5053694e+08
K06449	NaN	NaN	NaN	NaN
K06752	522830.29	468423.55	3.41334e+09	3.6595103e+09
K06454	NaN	NaN	NaN	NaN
K06458	NaN	NaN	NaN	NaN
K06547	11111.98	11319.411	1.5544732e+08	66419686
K05718	32458.257	24337.755	5.9981329e+08	5.3236802e+08
K06464	39394.563	40528.299	2.6825498e+08	1.8022455e+08
K06490	76002.052	29673.098	5.7533044e+08	4.947945e+08
K06523	NaN	NaN	NaN	NaN
K06486	31465.081	51437.309	1.9525432e+08	2.2677795e+08
K06467	NaN	NaN	NaN	NaN
K06478	111406.89	58260.007	2.210955e+09	1.2662504e+09
K06477	NaN	NaN	NaN	NaN
K06087	NaN	NaN	NaN	NaN
K06089	9029.1576	4647.0807	3.778903e+08	1.2558069e+08
K06787	NaN	NaN	NaN	NaN
K06533	NaN	NaN	NaN	NaN
K06471	NaN	NaN	NaN	NaN
K06520	NaN	NaN	NaN	NaN
K06527	NaN	NaN	NaN	NaN
K06474	NaN	NaN	NaN	NaN
K06816	38910.575	21333.224	2.8449307e+08	1.2901705e+08
K06081	NaN	NaN	NaN	NaN
K06736	NaN	NaN	NaN	NaN
K06491	NaN	NaN	NaN	NaN
K06550	NaN	NaN	NaN	NaN
K06775	NaN	NaN	NaN	NaN
K05695	NaN	NaN	NaN	NaN
K07377	NaN	NaN	NaN	NaN
K07378	NaN	NaN	NaN	NaN
K06780	NaN	NaN	NaN	NaN
K06756	NaN	NaN	NaN	NaN
K06759	NaN	NaN	NaN	NaN
K05693	NaN	NaN	NaN	NaN
K06760	NaN	NaN	NaN	NaN
K06757	NaN	NaN	NaN	NaN
K07379	17650.567	10535.077	1.3047388e+08	1.0859738e+08
K07380	NaN	NaN	NaN	NaN
K06770	NaN	NaN	NaN	NaN
K05689	NaN	NaN	NaN	NaN
K06793	NaN	NaN	NaN	NaN
K06766	NaN	NaN	NaN	NaN
K06479	47810.493	92616.777	2.609473e+08	5.4967971e+08
K06594	NaN	NaN	NaN	NaN
K06831	52989	16068.2	6.3704865e+08	8.8950492e+08
K06753	NaN	NaN	NaN	NaN
K06754	NaN	NaN	NaN	NaN
K06514	NaN	NaN	NaN	NaN
K06830	106304.4	63262.08	1.2944451e+09	6.4075478e+08
K06823	NaN	NaN	NaN	NaN
K06788	NaN	NaN	NaN	NaN
K05625	NaN	NaN	NaN	NaN
K03917	NaN	NaN	NaN	NaN
K03903	NaN	NaN	NaN	NaN
K03904	NaN	NaN	NaN	NaN
K03905	NaN	NaN	NaN	NaN
K03990	NaN	NaN	NaN	NaN
K06724	NaN	NaN	NaN	NaN
K06521	14775.894	22081.966	5.26803e+08	3.3960741e+08
K06820	NaN	NaN	NaN	NaN
K06821	NaN	NaN	NaN	NaN
K06529	47761.124	46851.102	2.835981e+08	7.6867449e+08
K06452	NaN	NaN	NaN	NaN
K06466	17358.016	114791.99	8.1540634e+08	1.5487709e+09
K04012	NaN	NaN	NaN	NaN
K01510	18824.207	20984.139	2.2043952e+08	5.406757e+08
K06489	36686.88	68732.931	10340237	18619463
K06497	10040.577	12491.144	8796294.4	14120872
K06503	128278.88	64580.392	1.8480955e+09	1.7414648e+09
K06504	NaN	NaN	NaN	NaN
K06505	415989.52	601324	3.9972077e+09	3.6737922e+09
K06508	26526.488	21474.366	9017128.5	6744144.8
K06509	NaN	NaN	NaN	NaN
K04550	NaN	NaN	NaN	NaN
K06519	19877.573	16794.696	3.1352258e+08	1.6148888e+08
K06528	28448.238	23165.099	1.1386499e+08	1.41447e+08
K06532	NaN	NaN	NaN	NaN
K05698	NaN	NaN	NaN	NaN
K06536	27697.632	23318.311	1.6117587e+08	1.4624658e+08
K06551	NaN	NaN	NaN	NaN
K01513	NaN	NaN	NaN	NaN
K06558	NaN	NaN	NaN	NaN
K06560	NaN	NaN	NaN	NaN
K06562	NaN	NaN	NaN	NaN
K06563	NaN	NaN	NaN	NaN
K06564	58112.29	27681.985	4.6011231e+08	2.7261728e+08
K06573	NaN	NaN	NaN	NaN
K05658	NaN	NaN	NaN	NaN
K05401	NaN	NaN	NaN	NaN
K01540	5733.0594	5552.2116	79116591	1.9088293e+08
K06731	37100.376	57291.624	31643063	82686733
K05681	NaN	NaN	NaN	NaN
K07361	NaN	NaN	NaN	NaN
K07990	NaN	NaN	NaN	NaN
K07360	NaN	NaN	NaN	NaN
K14753	3960.915	2672.6175	2.1677602e+08	1.890576e+08
K04630	51398.121	52716.375	1.8371418e+09	1.0364267e+09
K04534	NaN	NaN	NaN	NaN
K04535	NaN	NaN	NaN	NaN
K04639	5441.5803	2646.4344	50488006	80821622
K04536	27986.182	29224.088	2.9376507e+08	3.6086019e+08
K04537	9561.684	8543.282	1.4179953e+08	1.8633076e+08
K07825	NaN	NaN	NaN	NaN
K04538	NaN	NaN	NaN	NaN
K04539	NaN	NaN	NaN	NaN
K07826	NaN	NaN	NaN	NaN
K04542	NaN	NaN	NaN	NaN
K04543	NaN	NaN	NaN	NaN
K04545	NaN	NaN	NaN	NaN
K04546	NaN	NaN	NaN	NaN
K04547	NaN	NaN	NaN	NaN
K04548	NaN	NaN	NaN	NaN
K04549	NaN	NaN	NaN	NaN
K07834	12502.202	7396.1004	82323236	94248244
K07835	16510.096	11092.177	2.1597534e+08	2.9455664e+08
K07838	1714.4263	1416.0723	87087217	18415671
K07839	6392.4645	5857.9581	26823567	48445789
K07857	10646.439	8092.7913	2.5447607e+08	95465314
K07863	NaN	NaN	NaN	NaN
K07870	8860.6368	6906.5826	99943374	24608820
K07871	10059.248	10849.732	1.5762937e+08	3.4065804e+08
K07874	21660.3	11261.183	8.0046069e+08	6.3057139e+08
K07875	1248.606	838.48758	1.2078847e+09	1.3372126e+09
K07876	794.98212	2267.5884	4.0356858e+08	4.5616703e+08
K07877	3419.2208	3142.9	3.334685e+08	3.7600725e+08
K07878	1557.1008	1218.1018	41239565	57876664
K07879	1543.9544	2000.3222	23073861	21928858
K07880	71.997408	149.53026	97666445	1.3411949e+08
K07881	8052.825	5523.78	8.0475988e+08	7.575436e+08
K07882	NaN	NaN	NaN	NaN
K06108	NaN	NaN	NaN	NaN
K07884	NaN	NaN	NaN	NaN
K07885	10282.71	3567.6251	2.9562019e+08	1.0538075e+08
K07886	NaN	NaN	NaN	NaN
K07887	1970.718	1233.6872	86436050	1.1516255e+08
K07888	1950.7014	985.78575	3.9116289e+08	2.5408902e+08
K07889	8833.4493	6251.4687	5.133064e+08	5.1602078e+08
K07890	6103.3725	3853.0575	3.9898708e+08	3.8206683e+08
K07891	NaN	NaN	NaN	NaN
K07893	8519.5968	4158.2528	4.5331227e+08	2.8590898e+08
K07897	17254.878	17083.938	4.9056038e+08	6.6973461e+08
K07899	NaN	NaN	NaN	NaN
K07900	NaN	NaN	NaN	NaN
K07901	16051.153	14929.709	2.0996267e+08	1.7259585e+08
K07902	4862.5956	7554.051	81722637	2.5629763e+08
K07903	8308.74	7442.22	2.8100668e+08	2.3845474e+08
K06109	NaN	NaN	NaN	NaN
K07904	17415.065	15154.474	4.5770171e+08	1.9099405e+08
K07905	8382.6668	9285.5138	31361872	66342128
K07910	7204.209	5751.628	3.806005e+08	5.532484e+08
K07912	1040.8723	880.4313	44022795	42155565
K07916	10822.417	2318.4224	3.1484135e+08	45722017
K07917	1370.1363	1430.7399	56253060	42788334
K07930	1248.8941	518.62408	51301507	2.5239471e+08
K07933	2454.3764	2276.4725	85172976	82439721
K07937	NaN	NaN	NaN	NaN
K07939	22092.66	15691.968	2.907376e+08	2.6257147e+08
K07940	7034.112	6064.092	1.9958738e+08	1.8524777e+08
K07941	NaN	NaN	NaN	NaN
K07942	9930.0646	7600.9006	2.0154268e+08	2.7243672e+08
K07943	3954.62	7713.5008	1.3360153e+08	1.690307e+08
K07944	8611.3846	2690.87	2.9907911e+08	1.8648457e+08
K07955	2182.0962	1774.0754	39301882	35817012
K07956	3864.3918	2520.9324	4.1363619e+08	3.7059373e+08
K10062	NaN	NaN	NaN	NaN
K10063	NaN	NaN	NaN	NaN
K03991	NaN	NaN	NaN	NaN
K10067	NaN	NaN	NaN	NaN
K10068	NaN	NaN	NaN	NaN
K10089	11493.893	8521.6557	3.8668012e+08	2.7291839e+08
K10093	5799.706	14051.788	77249026	1.549963e+08
K11038	NaN	NaN	NaN	NaN
K01114	NaN	NaN	NaN	NaN
K01186	NaN	NaN	NaN	NaN
K01197	NaN	NaN	NaN	NaN
K13822	NaN	NaN	NaN	NaN
K13823	NaN	NaN	NaN	NaN
K15053	NaN	NaN	NaN	NaN
K12493	21970.092	11295.882	8.2429461e+08	4.6755692e+08
K12491	6805.283	4713.9547	3.3930297e+08	63647033
K12479	3100.1388	3968.2146	73548280	4.1161245e+08
K06751	210840.66	432505.94	1.1064248e+09	1.5775881e+09
K01528	51326.897	42226.76	1.8773633e+09	1.7114833e+09
K01115	NaN	NaN	NaN	NaN
K04644	22868.664	22403.004	5.8765203e+08	5.0456409e+08
K04645	3052.2036	2456.6662	2.7681115e+08	3.6467696e+08
K04646	111323.01	77237.935	6.6734186e+09	4.5388529e+09
K11824	47146.634	27005.257	1.5705773e+09	1.3532612e+09
K11825	32287.922	25846.489	7.7961168e+08	5.4097272e+08
K11826	18316.556	15613.182	8.6470262e+08	8.8018442e+08
K11827	6537.4528	6579.0162	99818805	90174020
K12469	NaN	NaN	NaN	NaN
K12470	29494.28	39832.968	5.6085913e+08	9.8744979e+08
K11247	9595.416	5774.4352	1.6125686e+08	1.0904224e+08
K11248	19751.184	16144.247	6.2807215e+08	5.3498966e+08
K12471	11525.818	13632.48	58892682	37038700
K12472	43969.856	25412.083	3.2963896e+08	4.258921e+08
K12473	NaN	NaN	NaN	NaN
K12474	NaN	NaN	NaN	NaN
K12475	NaN	NaN	NaN	NaN
K00909	NaN	NaN	NaN	NaN
K00910	47883.502	33975.072	4.855985e+08	4.4044257e+08
K08291	8901.4392	10234.523	37198150	3.6863146e+08
K06278	NaN	NaN	NaN	NaN
K12958	NaN	NaN	NaN	NaN
K12182	17476.828	17951.963	3.3065938e+08	2.8436164e+08
K12183	11045.151	9857.367	2.8208273e+08	3.3396097e+08
K12186	NaN	NaN	NaN	NaN
K12184	4294.472	4689.0233	1.3192418e+08	1.1177304e+08
K12185	NaN	NaN	NaN	NaN
K12188	2866.7928	2541.7489	2.2579141e+08	1.2016778e+08
K12190	6453.8428	4402.2528	3.1884096e+08	1.1034219e+08
K12189	NaN	NaN	NaN	NaN
K12195	1933.612	1564.7147	59382712	98599457
K12194	11194.086	13984.141	5.7362603e+08	4.8169686e+08
K12193	1728.734	2916.4806	1.3676653e+08	3.0349778e+08
K12191	20274.816	18716.998	4.8953657e+08	6.4215423e+08
K12192	NaN	NaN	NaN	NaN
K12196	33821.837	23254.489	5.1100016e+08	6.9499325e+08
K12199	8748.0878	8993.872	2.1073583e+08	3.9732836e+08
K12197	NaN	NaN	NaN	NaN
K12198	6321.0846	8884.9833	2.9060886e+08	3.1733821e+08
K12200	16587.698	16778.362	2.156157e+09	2.0412646e+09
K12476	NaN	NaN	NaN	NaN
K12477	19374.022	20734.745	7.5583153e+08	1.4886604e+09
K12478	4090.8276	7734.2554	5.5428093e+08	8.1484375e+08
K12480	24611.134	24927.23	2.9091563e+08	6.6240419e+08
K12481	NaN	NaN	NaN	NaN
K12482	4744.7399	6997.6171	58792049	1.0065922e+08
K12483	47488.033	25157.381	3.6962537e+09	3.7854815e+09
K12484	20448.839	9805.1607	4.7834221e+08	46271929
K12485	NaN	NaN	NaN	NaN
K06093	NaN	NaN	NaN	NaN
K06069	NaN	NaN	NaN	NaN
K12486	68097.035	55312.439	1.0325427e+09	1.4437887e+09
K05737	7127.0846	7980.0743	47130968	51048645
K12487	NaN	NaN	NaN	NaN
K12488	NaN	NaN	NaN	NaN
K12489	45021.87	54060.468	5.9137001e+08	5.6820586e+08
K12490	26869.515	21668.8	1.9047206e+08	4.1585298e+08
K12492	8786.9124	5584.926	76653874	96454786
K12494	29323.43	36670.762	2.7610048e+08	3.5086962e+08
K12495	NaN	NaN	NaN	NaN
K13882	146704.49	238736.69	3.0404153e+09	3.7539602e+09
K02145	16750.254	15554.508	7.5542488e+08	1.3503515e+09
K02147	10220.307	13155.491	4.866287e+08	8.4281734e+08
K02148	3917.7156	3073.1098	20591421	54566790
K02149	4972.5546	4231.2335	57493271	2.4925506e+08
K02150	13108.362	14551.733	2.159414e+08	2.7571369e+08
K02151	NaN	NaN	NaN	NaN
K02152	2238.578	2795.7032	1.0060235e+08	1.4748382e+08
K02154	5942.5232	4936.8259	6554544.4	15016100
K02146	9454.4912	5009.0544	2.1751179e+08	1.8811829e+08
K02144	5561.4069	6493.1622	1.8291675e+08	3.0070057e+08
K02155	NaN	NaN	NaN	NaN
K03661	NaN	NaN	NaN	NaN
K03662	NaN	NaN	NaN	NaN
K05653	61677.872	58012.784	1.2754465e+09	9.8943163e+08
K13885	11850.115	14497.894	2.2437319e+08	2.6548178e+08
K08008	NaN	NaN	NaN	NaN
K08010	45607.461	18941.891	4.5773694e+08	6.7183329e+08
K08012	8400.3372	7607.5932	3.2894958e+08	1.1119336e+08
K12391	18575.551	17143.107	9.8948494e+08	1.2518754e+09
K01189	NaN	NaN	NaN	NaN
K12309	10081.749	6667.8949	69020008	1.2668069e+08
K12316	NaN	NaN	NaN	NaN
K01201	NaN	NaN	NaN	NaN
K01204	NaN	NaN	NaN	NaN
K01205	NaN	NaN	NaN	NaN
K01202	NaN	NaN	NaN	NaN
K01195	10112.959	10692.024	1.0674613e+08	5.2653894e+08
K01192	4241.9661	4124.8394	20650547	65567349
K12311	27397.291	40969.258	1.2580869e+08	1.064309e+08
K01134	NaN	NaN	NaN	NaN
K01135	NaN	NaN	NaN	NaN
K01132	NaN	NaN	NaN	NaN
K01137	5237.8902	3106.6347	14761697	35149981
K01136	NaN	NaN	NaN	NaN
K01565	NaN	NaN	NaN	NaN
K01052	NaN	NaN	NaN	NaN
K06129	NaN	NaN	NaN	NaN
K12350	NaN	NaN	NaN	NaN
K01444	2337.1989	1453.719	30419269	8006947.2
K12382	47510.863	67973.841	1.0461672e+08	2.6196571e+08
K12383	NaN	NaN	NaN	NaN
K01074	11441.456	13102.754	1.2463271e+08	80744718
K12384	NaN	NaN	NaN	NaN
K13443	3301.077	5216.2188	2036342.1	17803385
K12386	NaN	NaN	NaN	NaN
K12387	NaN	NaN	NaN	NaN
K05656	NaN	NaN	NaN	NaN
K12388	NaN	NaN	NaN	NaN
K12307	NaN	NaN	NaN	NaN
K10532	NaN	NaN	NaN	NaN
K13444	NaN	NaN	NaN	NaN
K12392	23004.045	18983.227	7.0480481e+08	9.796751e+08
K12393	12407.374	8151.9435	5.7742709e+08	4.8559059e+08
K12394	7911.3286	6388.3824	1.4217336e+08	1.2622614e+08
K12396	28945.489	22240.102	9.351491e+08	7.219038e+08
K12397	13774.007	16270.843	4.0572897e+08	7.156532e+08
K12398	12750.756	8762.5758	2.9569797e+08	1.9899299e+08
K12399	70.898164	2139.5015	1.6040531e+08	1.6607507e+08
K12403	70.779619	95.632223	5540721.6	5643774.8
K12404	27308.768	27282.825	2.6555178e+08	3.4330746e+08
K17879	NaN	NaN	NaN	NaN
K13348	NaN	NaN	NaN	NaN
K13335	2334.4574	2206.7909	80179206	76344294
K13336	NaN	NaN	NaN	NaN
K13337	NaN	NaN	NaN	NaN
K05677	2387.1123	1114.0891	2.1695204e+08	3.3213731e+08
K13338	7700.8611	4294.4319	2.5257987e+08	2.1032569e+08
K13342	NaN	NaN	NaN	NaN
K13343	2806.3955	2759.1348	1.3259658e+08	1.1040733e+08
K13345	NaN	NaN	NaN	NaN
K13346	NaN	NaN	NaN	NaN
K06664	NaN	NaN	NaN	NaN
K13347	NaN	NaN	NaN	NaN
K13349	NaN	NaN	NaN	NaN
K13350	NaN	NaN	NaN	NaN
K13352	4392.8731	5654.8506	1.0920226e+08	1.4215046e+08
K13353	NaN	NaN	NaN	NaN
K13354	NaN	NaN	NaN	NaN
K12261	NaN	NaN	NaN	NaN
K01796	NaN	NaN	NaN	NaN
K00477	NaN	NaN	NaN	NaN
K00232	6211.293	4026.4026	2.8967847e+08	2.4453933e+08
K10214	NaN	NaN	NaN	NaN
K12405	11000.027	9509.6082	7.962515e+08	9.9035893e+08
K08764	23233.509	31038.039	1.9075702e+09	3.1029693e+09
K00659	NaN	NaN	NaN	NaN
K07514	1831.3012	729.8685	36230137	20700407
K07513	3644.0256	4390.4352	4.6434165e+08	4.3493649e+08
K13237	NaN	NaN	NaN	NaN
K12663	5829.6424	19229.426	1.3689648e+08	1.3851825e+09
K05675	NaN	NaN	NaN	NaN
K05676	NaN	NaN	NaN	NaN
K05678	NaN	NaN	NaN	NaN
K08746	NaN	NaN	NaN	NaN
K01897	56614.581	51168.351	1.7187682e+09	2.3087401e+09
K07753	NaN	NaN	NaN	NaN
K13239	NaN	NaN	NaN	NaN
K03426	NaN	NaN	NaN	NaN
K13355	NaN	NaN	NaN	NaN
K11992	NaN	NaN	NaN	NaN
