Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Membrane Transport	-Translation	0.01294	0.02717	0.03637	0.007456	0.01755	0.02384	0.01079	0.02042	0.03052	0.006774	0.01782	0.03191
-Central Carbon Metabolism	-Translation	0.09959	0.1387	0.1902	0.06399	0.08444	0.1195	0.207	0.3935	0.4722	0.2485	0.458	0.5581
-Energy Metabolism	-Translation	0.04072	0.06666	0.101	0.02737	0.04646	0.06831	0.06654	0.13	0.3135	0.08336	0.1694	0.3097
-Biosynthesis	-Translation	0.2306	0.2617	0.3626	0.1528	0.172	0.2649	0.3413	0.3967	0.5039	0.3247	0.4015	0.5663
-Other Enzymes	-Translation	0.5761	0.6713	0.7756	0.3962	0.4322	0.5708	0.7457	1.072	1.484	0.7782	1.1	1.488
Organismal Systems	-Translation	0.4051	0.4663	0.5345	0.274	0.3301	0.3873	0.3968	0.4129	0.5066	0.2939	0.3245	0.4177
-Immune System	-Translation	0.2409	0.262	0.344	0.1894	0.2142	0.2834	0.1275	0.1414	0.171	0.1165	0.1252	0.1589
-Endocrine System	-Translation	0.02772	0.0427	0.04962	0.01779	0.02737	0.03085	0.1103	0.1238	0.1375	0.04273	0.05432	0.06996
-Circulatory System	-Translation	0.004155	0.008173	0.02461	0.001687	0.004686	0.01817	0.01671	0.02611	0.07397	0.01405	0.02258	0.06703
-Digestive System	-Translation	0.01604	0.02251	0.03749	0.006117	0.01209	0.01602	0.004006	0.008687	0.02444	0.003406	0.00593	0.02473
-Excretory System	-Translation	0.01515	0.04461	0.05286	0.01038	0.02765	0.03436	0.013	0.05655	0.06739	0.01359	0.05464	0.06181
-Nervous System	-Translation	0.008933	0.04798	0.05594	0.005309	0.02852	0.03157	0.005684	0.04302	0.1004	0.005777	0.04224	0.09669
-Sensory System	-Translation	0	0	0.0007539	0	0	0.0004673	0	0	0.003644	0	0	0.001156
-Development	-Translation	0.0162	0.01982	0.02615	0.009379	0.0112	0.01299	0.005887	0.007409	0.01345	0.004896	0.008019	0.009042
-Environmental Adaptation	-Translation	0	0.003909	0.008802	0	0.002115	0.007858	0	0.003537	0.01931	0	0.002967	0.01573
Human Diseases	-Translation	0.3173	0.5351	0.6137	0.2232	0.37	0.4878	0.4855	0.6731	0.9352	0.4517	0.6733	0.8923
-Cancers	-Translation	0.05895	0.06773	0.08401	0.03103	0.03962	0.05257	0.04482	0.05419	0.06932	0.03321	0.06009	0.06761
-Immune System Diseases	-Translation	0.009343	0.01448	0.0204	0.007207	0.009823	0.01678	0.01832	0.02487	0.03582	0.01447	0.02307	0.03376
-Neurodegenerative Diseases	-Translation	0.08546	0.1383	0.2071	0.05436	0.09571	0.1957	0.1872	0.3103	0.563	0.1703	0.284	0.5457
-Cardiovascular Diseases	-Translation	0.008232	0.01105	0.0183	0.002779	0.003915	0.00893	0.03167	0.03269	0.04916	0.01456	0.01531	0.03377
-Metabolic Diseases	-Translation	0	0.002762	0.007296	0	0.001904	0.004423	0	0.0001439	0.06746	0	0.0001317	0.09996
-Infectious Diseases	-Translation	0.1163	0.2245	0.2693	0.09147	0.1909	0.2092	0.1374	0.1694	0.3714	0.1231	0.178	0.3464
Not Mapped	-Translation	2.018	2.07	2.096	1.438	1.469	1.478	1.783	1.871	1.895	1.717	1.774	1.794
-Not Mapped	-Translation	2.018	2.07	2.096	1.438	1.469	1.478	1.783	1.871	1.895	1.717	1.774	1.794
TOTAL	-Folding, Sorting and Degradation	10.88	11.43	12.24	12.74	13.39	14.14	7.065	7.811	8.708	6.998	7.672	8.874
MAPPED	-Folding, Sorting and Degradation	7.858	8.259	8.843	9.341	9.811	10.36	5.598	6.189	6.9	5.571	6.109	7.065
Genetic Information Processing	-Folding, Sorting and Degradation	3.189	3.315	3.473	4.094	4.305	4.473	2.316	2.455	2.637	2.314	2.438	2.675
-Transcription	-Folding, Sorting and Degradation	0.3506	0.3738	0.4248	0.3861	0.4325	0.4706	0.2057	0.3005	0.3188	0.1918	0.2845	0.3033
-Translation	-Folding, Sorting and Degradation	1.465	1.534	1.636	2.306	2.444	2.585	0.781	0.8686	0.9583	0.8011	0.8853	1.01
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.3508	0.3738	0.423	0.3794	0.4017	0.4506	0.2666	0.3103	0.3546	0.2659	0.328	0.3668
-RNA Family	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Folding, Sorting and Degradation	0.4662	0.7572	0.9219	0.4904	0.7168	1.043	0.1455	0.1819	0.2094	0.1366	0.1704	0.2047
-Signal Transduction	-Folding, Sorting and Degradation	0.07135	0.09739	0.1451	0.06497	0.1098	0.1386	0.03204	0.0421	0.0467	0.03721	0.04724	0.0584
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.3782	0.6435	0.8096	0.3807	0.6099	0.9039	0.111	0.1368	0.1673	0.09529	0.1243	0.1511
Cellular Processes	-Folding, Sorting and Degradation	0.7812	0.9061	0.9963	0.8228	1	1.102	0.5107	0.6082	0.7426	0.4687	0.5455	0.6627
-Hemoglobin	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Folding, Sorting and Degradation	0.2966	0.3271	0.3614	0.3753	0.4196	0.456	0.1029	0.1362	0.162	0.1073	0.1615	0.187
-Cytoskeleton	-Folding, Sorting and Degradation	0.2656	0.4399	0.4977	0.2429	0.4338	0.515	0.2096	0.3655	0.4214	0.1523	0.2824	0.3344
-Cell Motility	-Folding, Sorting and Degradation	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Folding, Sorting and Degradation	0.05323	0.1046	0.1505	0.05156	0.09264	0.139	0.0385	0.1039	0.1391	0.03796	0.1012	0.1342
-Cell Communication	-Folding, Sorting and Degradation	0.03686	0.05139	0.07151	0.03336	0.05299	0.06792	0.02881	0.03299	0.05309	0.02826	0.03392	0.05447
Metabolism	-Folding, Sorting and Degradation	1.596	1.867	2.052	1.725	2.093	2.222	1.425	1.814	2.267	1.559	1.963	2.479
-Membrane Transport	-Folding, Sorting and Degradation	0.01896	0.04168	0.06032	0.01719	0.0429	0.06329	0.01034	0.01639	0.02842	0.006844	0.01428	0.03097
-Central Carbon Metabolism	-Folding, Sorting and Degradation	0.1501	0.2227	0.3112	0.1541	0.2057	0.3088	0.1984	0.3357	0.4349	0.251	0.3802	0.5345
-Energy Metabolism	-Folding, Sorting and Degradation	0.06752	0.1082	0.164	0.07265	0.1119	0.1685	0.06128	0.1129	0.3071	0.07984	0.15	0.3233
-Biosynthesis	-Folding, Sorting and Degradation	0.3665	0.418	0.589	0.395	0.4257	0.6868	0.2965	0.353	0.4816	0.2875	0.3419	0.5424
-Other Enzymes	-Folding, Sorting and Degradation	0.8682	1.003	1.286	0.9137	1.02	1.445	0.5917	0.9433	1.366	0.6419	0.9924	1.425
Organismal Systems	-Folding, Sorting and Degradation	0.6521	0.6928	0.8157	0.6918	0.8175	0.9486	0.3185	0.3956	0.4763	0.2447	0.3239	0.4
-Immune System	-Folding, Sorting and Degradation	0.3849	0.408	0.5183	0.4636	0.5423	0.6826	0.1001	0.1229	0.1533	0.09365	0.1191	0.1453
-Endocrine System	-Folding, Sorting and Degradation	0.04072	0.06341	0.07866	0.04165	0.0632	0.0781	0.08659	0.1091	0.1226	0.03436	0.05488	0.05825
-Circulatory System	-Folding, Sorting and Degradation	0.006169	0.01337	0.04082	0.003978	0.01211	0.04665	0.01305	0.02502	0.0677	0.01126	0.02252	0.0621
-Digestive System	-Folding, Sorting and Degradation	0.0235	0.03654	0.05566	0.01581	0.03101	0.04254	0.003479	0.008585	0.02251	0.003015	0.00619	0.02367
-Excretory System	-Folding, Sorting and Degradation	0.02324	0.06851	0.08462	0.02536	0.07002	0.09075	0.01032	0.05026	0.06129	0.01121	0.04715	0.05877
-Nervous System	-Folding, Sorting and Degradation	0.01382	0.07602	0.08495	0.01309	0.06678	0.07688	0.004937	0.04251	0.08762	0.005114	0.04386	0.08358
-Sensory System	-Folding, Sorting and Degradation	0	0	0.001224	0	0	0.001183	0	0	0.002858	0	0	0.001206
-Development	-Folding, Sorting and Degradation	0.02485	0.02904	0.04247	0.02163	0.0266	0.03448	0.004725	0.005986	0.01289	0.004334	0.006499	0.008815
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0.005742	0.01362	0	0.004952	0.01938	0	0.003181	0.01698	0	0.002847	0.01419
Human Diseases	-Folding, Sorting and Degradation	0.5262	0.8386	0.9248	0.5924	0.9563	1.225	0.3853	0.5922	0.8123	0.372	0.6324	0.7762
-Cancers	-Folding, Sorting and Degradation	0.09122	0.1077	0.1364	0.08021	0.09921	0.1287	0.03893	0.0435	0.06423	0.0294	0.04972	0.06183
-Immune System Diseases	-Folding, Sorting and Degradation	0.01434	0.02277	0.0322	0.01913	0.02422	0.03868	0.0181	0.02142	0.02829	0.01511	0.02052	0.02779
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0.1311	0.2264	0.3197	0.1328	0.2474	0.491	0.1462	0.2695	0.4419	0.1364	0.2514	0.4387
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0.01209	0.01833	0.02783	0.006506	0.01039	0.02059	0.02513	0.02963	0.04508	0.01201	0.01435	0.03146
-Metabolic Diseases	-Folding, Sorting and Degradation	0	0.0041	0.01185	0	0.004431	0.01136	0	0.0001142	0.06465	0	0.0001086	0.101
-Infectious Diseases	-Folding, Sorting and Degradation	0.1929	0.3334	0.4166	0.2428	0.4515	0.5372	0.1209	0.1527	0.3086	0.111	0.1576	0.2898
Not Mapped	-Folding, Sorting and Degradation	3.019	3.173	3.398	3.403	3.575	3.776	1.467	1.622	1.808	1.426	1.564	1.809
-Not Mapped	-Folding, Sorting and Degradation	3.019	3.173	3.398	3.403	3.575	3.776	1.467	1.622	1.808	1.426	1.564	1.809
TOTAL	-DNA Maintenance	27.03	29.81	31.19	28.97	32.54	33.71	20.03	25.76	26.75	19.34	23.94	26.42
MAPPED	-DNA Maintenance	19.52	21.53	22.53	21.23	23.85	24.71	15.87	20.41	21.2	15.4	19.06	21.04
Genetic Information Processing	-DNA Maintenance	7.838	8.532	9.156	9.318	10.29	10.95	6.638	7.803	8.689	6.499	7.68	8.703
-Transcription	-DNA Maintenance	0.8462	0.9989	1.079	0.8645	1.042	1.14	0.5802	0.9796	1.035	0.5231	0.8213	0.9284
-Translation	-DNA Maintenance	3.627	3.973	4.187	5.289	5.909	6.172	2.238	2.835	3.115	2.249	2.758	3.013
-Folding, Sorting and Degradation	-DNA Maintenance	2.351	2.537	2.775	2.164	2.373	2.525	2.575	3.082	3.678	2.643	2.994	3.731
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1	1	1	1	1	1	1	1
-RNA Family	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-DNA Maintenance	1.329	1.869	2.344	1.251	1.75	2.314	0.4764	0.5258	0.7201	0.46	0.4839	0.6752
-Signal Transduction	-DNA Maintenance	0.1909	0.2703	0.3411	0.1635	0.2634	0.3079	0.08449	0.1317	0.1651	0.1031	0.1502	0.1933
-Signaling Molecules and Interaction	-DNA Maintenance	1.056	1.626	2.002	0.9733	1.49	2.006	0.3633	0.4133	0.5406	0.3207	0.3755	0.4728
Cellular Processes	-DNA Maintenance	2.11	2.227	2.528	2.049	2.264	2.616	1.596	1.95	2.071	1.46	1.751	1.852
-Hemoglobin	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-DNA Maintenance	0.7011	0.8883	0.9021	0.8123	1.022	1.101	0.2781	0.4458	0.4995	0.2925	0.5312	0.5679
-Cytoskeleton	-DNA Maintenance	0.7264	1.065	1.238	0.6097	1.008	1.193	0.708	1.197	1.331	0.4896	0.9407	1.062
-Cell Motility	-DNA Maintenance	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-DNA Maintenance	0.1517	0.2732	0.3819	0.1359	0.231	0.34	0.1187	0.293	0.4483	0.1078	0.2758	0.4254
-Cell Communication	-DNA Maintenance	0.09023	0.1304	0.1919	0.07677	0.1227	0.179	0.07592	0.1135	0.1571	0.08282	0.1165	0.1567
Metabolism	-DNA Maintenance	4.429	4.775	5.341	4.354	4.835	5.577	4.665	5.912	6.806	5.159	6.193	7.244
-Membrane Transport	-DNA Maintenance	0.05073	0.09854	0.15	0.0428	0.09284	0.1432	0.03058	0.04876	0.07767	0.01965	0.04731	0.08795
-Central Carbon Metabolism	-DNA Maintenance	0.4165	0.5457	0.8514	0.3697	0.501	0.7752	0.5868	1.001	1.413	0.7207	1.263	1.521
-Energy Metabolism	-DNA Maintenance	0.1679	0.2731	0.4014	0.1644	0.2825	0.3998	0.1889	0.4154	0.7976	0.2267	0.5156	0.8543
-Biosynthesis	-DNA Maintenance	0.9001	1.045	1.495	0.8729	1.047	1.591	0.8475	1.107	1.46	0.8608	1.091	1.654
-Other Enzymes	-DNA Maintenance	2.207	2.811	3.055	2.136	2.667	3.411	1.669	3.04	4.212	1.75	3.038	4.114
Organismal Systems	-DNA Maintenance	1.542	1.821	2.235	1.722	1.925	2.355	0.9037	1.297	1.484	0.6975	1.023	1.159
-Immune System	-DNA Maintenance	0.9575	1.077	1.439	1.154	1.229	1.723	0.3018	0.3637	0.5464	0.277	0.3455	0.5248
-Endocrine System	-DNA Maintenance	0.1161	0.1631	0.1945	0.1098	0.1481	0.1733	0.2834	0.3493	0.3815	0.1156	0.1573	0.1776
-Circulatory System	-DNA Maintenance	0.01651	0.03658	0.1015	0.01001	0.0304	0.1074	0.04895	0.07932	0.1882	0.04234	0.0654	0.1849
-Digestive System	-DNA Maintenance	0.06076	0.08592	0.1489	0.03969	0.07136	0.09627	0.01235	0.02211	0.06937	0.01037	0.01636	0.06725
-Excretory System	-DNA Maintenance	0.05495	0.1703	0.2198	0.05489	0.1554	0.2064	0.02909	0.1603	0.1974	0.03057	0.1585	0.1921
-Nervous System	-DNA Maintenance	0.03507	0.185	0.2273	0.03107	0.1692	0.1847	0.01816	0.1278	0.2845	0.01908	0.1167	0.2804
-Sensory System	-DNA Maintenance	0	0	0.002976	0	0	0.002761	0	0	0.01033	0	0	0.003445
-Development	-DNA Maintenance	0.05875	0.07797	0.1093	0.05164	0.06648	0.07803	0.01406	0.01975	0.03813	0.01456	0.01909	0.02531
-Environmental Adaptation	-DNA Maintenance	0	0.01596	0.03456	0	0.01305	0.04599	0	0.01037	0.05474	0	0.00894	0.04343
Human Diseases	-DNA Maintenance	1.308	2.15	2.567	1.341	2.4	2.966	1.086	1.871	2.988	1.016	1.859	2.896
-Cancers	-DNA Maintenance	0.2315	0.2809	0.334	0.2013	0.2265	0.3107	0.1105	0.1432	0.2001	0.1097	0.1602	0.183
-Immune System Diseases	-DNA Maintenance	0.03389	0.06055	0.08807	0.0433	0.05746	0.09631	0.04661	0.07051	0.1049	0.03992	0.06125	0.1017
-Neurodegenerative Diseases	-DNA Maintenance	0.31	0.6192	0.867	0.2875	0.621	1.208	0.487	0.9913	1.446	0.4598	0.9379	1.477
-Cardiovascular Diseases	-DNA Maintenance	0.03315	0.04558	0.07614	0.01672	0.02352	0.05127	0.07087	0.09246	0.1527	0.03274	0.04614	0.1115
-Metabolic Diseases	-DNA Maintenance	0	0.01002	0.03033	0	0.01007	0.02686	0	0.000322	0.1913	0	0.0002961	0.2899
-Infectious Diseases	-DNA Maintenance	0.4796	0.8919	1.057	0.5496	1.071	1.236	0.3576	0.4808	1.006	0.3339	0.484	0.8794
Not Mapped	-DNA Maintenance	7.501	8.273	8.657	7.736	8.69	9.002	4.159	5.349	5.555	3.941	4.879	5.386
-Not Mapped	-DNA Maintenance	7.501	8.273	8.657	7.736	8.69	9.002	4.159	5.349	5.555	3.941	4.879	5.386
TOTAL	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-RNA Family	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-RNA Family	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Development	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-RNA Family	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-RNA Family	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Environmental Information Processing	12.28	15.56	21.65	13.23	18.12	25.93	35.78	40.2	48.55	37.73	42.05	51.21
MAPPED	Environmental Information Processing	8.872	11.24	15.64	9.698	13.28	19.01	28.35	31.85	38.47	30.04	33.48	40.77
Genetic Information Processing	Environmental Information Processing	3.485	4.496	6.135	4.19	5.797	8.207	10.84	13.06	15.38	11.37	13.85	16.15
-Transcription	Environmental Information Processing	0.4035	0.4972	0.7139	0.4035	0.5596	0.8328	1.131	1.516	1.665	1.126	1.477	1.638
-Translation	Environmental Information Processing	1.629	2.077	2.852	2.429	3.289	4.678	3.937	4.579	5.392	4.296	4.879	5.756
-Folding, Sorting and Degradation	Environmental Information Processing	1.003	1.303	1.843	0.9507	1.387	1.897	4.108	5.24	6.13	4.252	5.462	6.383
-DNA Maintenance	Environmental Information Processing	0.3965	0.5228	0.7264	0.3788	0.5612	0.7735	1.298	1.7	2.052	1.321	1.847	2.152
-RNA Family	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Environmental Information Processing	1	1	1	1	1	1	1	1	1	1	1	1
-Signal Transduction	Environmental Information Processing	0.09981	0.1264	0.1933	0.09064	0.133	0.222	0.1697	0.2374	0.2493	0.213	0.2722	0.3064
-Signaling Molecules and Interaction	Environmental Information Processing	0.7674	0.8544	0.8781	0.7762	0.8522	0.8872	0.7496	0.7553	0.8044	0.6868	0.7172	0.7647
Cellular Processes	Environmental Information Processing	0.8753	1.202	1.836	0.8127	1.371	2.039	2.447	3.275	4.18	2.344	3.153	3.992
-Hemoglobin	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Environmental Information Processing	0.3523	0.4183	0.6479	0.3851	0.5635	0.8555	0.5587	0.7014	0.9359	0.6052	0.8411	1.159
-Cytoskeleton	Environmental Information Processing	0.2881	0.5869	0.8163	0.2309	0.5999	0.8449	1.001	2.044	2.531	0.7505	1.69	2.061
-Cell Motility	Environmental Information Processing	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Environmental Information Processing	0.06985	0.1358	0.1645	0.06665	0.1186	0.162	0.2017	0.5666	0.6988	0.1991	0.5614	0.6953
-Cell Communication	Environmental Information Processing	0.04867	0.06518	0.09955	0.04872	0.06443	0.1026	0.138	0.1813	0.2489	0.1381	0.2071	0.2866
Metabolism	Environmental Information Processing	2.038	2.611	3.367	2.112	2.92	3.529	8.379	9.793	11.87	9.57	11.15	12.91
-Membrane Transport	Environmental Information Processing	0.02714	0.05432	0.09326	0.02402	0.0595	0.09714	0.04247	0.08827	0.1489	0.0291	0.08291	0.1625
-Central Carbon Metabolism	Environmental Information Processing	0.1794	0.3116	0.4262	0.1598	0.2936	0.3901	0.8149	1.835	2.378	1.067	2.142	2.922
-Energy Metabolism	Environmental Information Processing	0.08712	0.1407	0.2485	0.09398	0.1433	0.3032	0.3211	0.5635	1.602	0.4188	0.7637	1.766
-Biosynthesis	Environmental Information Processing	0.4093	0.5759	0.7862	0.3755	0.5945	0.9096	1.416	1.968	2.307	1.417	2.03	2.763
-Other Enzymes	Environmental Information Processing	1.127	1.295	1.848	1.241	1.386	1.995	3.252	5.331	6.225	3.767	6.251	7.376
Organismal Systems	Environmental Information Processing	0.7191	0.9334	1.469	0.6734	1.134	1.576	1.691	1.957	2.722	1.352	1.693	2.396
-Immune System	Environmental Information Processing	0.4172	0.5443	0.8257	0.4654	0.7398	0.9738	0.505	0.6876	0.7368	0.5063	0.6766	0.714
-Endocrine System	Environmental Information Processing	0.06033	0.08736	0.1235	0.05481	0.08444	0.128	0.4978	0.595	0.6678	0.207	0.279	0.3684
-Circulatory System	Environmental Information Processing	0.00863	0.0188	0.05267	0.005549	0.01994	0.06812	0.07359	0.1166	0.3781	0.06737	0.1093	0.3821
-Digestive System	Environmental Information Processing	0.0335	0.05305	0.07786	0.01503	0.04099	0.06927	0.01662	0.04441	0.1179	0.01486	0.03381	0.1242
-Excretory System	Environmental Information Processing	0.03029	0.07265	0.1471	0.03518	0.06716	0.1448	0.0567	0.2226	0.3454	0.06579	0.2347	0.3451
-Nervous System	Environmental Information Processing	0.02052	0.09705	0.1188	0.01509	0.08534	0.1099	0.02358	0.2199	0.4941	0.02521	0.2408	0.5003
-Sensory System	Environmental Information Processing	0	0	0.001556	0	0	0.00153	0	0	0.01435	0	0	0.006589
-Development	Environmental Information Processing	0.02854	0.04157	0.05868	0.02529	0.0331	0.05636	0.02564	0.03845	0.05295	0.02136	0.03748	0.04717
-Environmental Adaptation	Environmental Information Processing	0	0.008541	0.0251	0	0.009953	0.03453	0	0.01558	0.08166	0	0.01423	0.07329
Human Diseases	Environmental Information Processing	0.6224	0.9498	1.562	0.656	1.128	1.998	2.118	3.63	4.745	2.186	3.826	4.964
-Cancers	Environmental Information Processing	0.1114	0.1597	0.1877	0.07626	0.1381	0.1892	0.1859	0.2624	0.3739	0.1449	0.2918	0.3555
-Immune System Diseases	Environmental Information Processing	0.01868	0.03007	0.04278	0.02475	0.03141	0.05405	0.09363	0.1161	0.1728	0.0825	0.1134	0.1757
-Neurodegenerative Diseases	Environmental Information Processing	0.1709	0.25	0.5652	0.1842	0.2881	0.9117	0.7809	1.287	2.749	0.8166	1.239	2.834
-Cardiovascular Diseases	Environmental Information Processing	0.01733	0.02594	0.03837	0.009267	0.01344	0.02877	0.1353	0.1735	0.216	0.06872	0.08633	0.1537
-Metabolic Diseases	Environmental Information Processing	0	0.00503	0.01565	0	0.005233	0.01637	0	0.0006276	0.2656	0	0.0006373	0.4294
-Infectious Diseases	Environmental Information Processing	0.2489	0.4857	0.6538	0.3141	0.6556	0.8564	0.6969	0.8608	1.708	0.7084	0.8941	1.557
Not Mapped	Environmental Information Processing	3.409	4.32	6.009	3.534	4.84	6.925	7.428	8.346	10.08	7.691	8.57	10.44
-Not Mapped	Environmental Information Processing	3.409	4.32	6.009	3.534	4.84	6.925	7.428	8.346	10.08	7.691	8.57	10.44
TOTAL	-Signal Transduction	77.08	105.9	130.7	94.08	116.8	183	143.5	178.9	227.2	125.9	151	195.5
