KO number	eco WeiLi old	eco WeiLi complete	eco WeiLi minimal	eco WeiLi without methionine
K08901	NaN	NaN	NaN	NaN
K08902	NaN	NaN	NaN	NaN
K02639	NaN	NaN	NaN	NaN
K02641	NaN	NaN	NaN	NaN
K08906	NaN	NaN	NaN	NaN
K08908	NaN	NaN	NaN	NaN
K08915	NaN	NaN	NaN	NaN
K14172	NaN	NaN	NaN	NaN
K01602	NaN	NaN	NaN	NaN
K00814	NaN	NaN	NaN	NaN
K00430	NaN	NaN	NaN	NaN
K11188	NaN	NaN	NaN	NaN
K00863	NaN	NaN	NaN	NaN
K00317	NaN	NaN	NaN	NaN
K00485	NaN	NaN	NaN	NaN
K00441	NaN	NaN	NaN	NaN
K05979	NaN	NaN	NaN	NaN
K03313	7594712	405848	50828	73720
K03314	10064547	543780	95931	238545
K02160	39458484	5381220	879372	2140008
K01963	32055584	2667296	752400	1401744
K01962	38496920	3239445	574200	1516207
K01961	98982499	6236610	875999	1998948
K02078	4.362561e+08	1.2525275e+08	30086350	75210450
K01825	357210	10935	46656	8.9
K01782	418404	13566	26418	1428
K00645	53867970	4431060	970878	3133878
K00665	NaN	NaN	NaN	NaN
K00647	1.2696513e+08	7562156	1370656	4140794
K09458	1.1427586e+08	6531182	659974	3451028
K00648	31490780	2331535	495788	1412235
K00059	54816308	5223552	979660	3030968
K02372	23267722	3199650	514434	2128618
K01716	30867808	3925040	755424	2047660
K00208	1.176511e+08	10824530	2160976	6703270
K10782	NaN	NaN	NaN	NaN
K03921	NaN	NaN	NaN	NaN
K07508	NaN	NaN	NaN	NaN
K07509	NaN	NaN	NaN	NaN
K07512	NaN	NaN	NaN	NaN
K00632	341594	17817	46029	8857
K00255	NaN	NaN	NaN	NaN
K06445	699226	19536	91982	5698
K09478	NaN	NaN	NaN	NaN
K09479	NaN	NaN	NaN	NaN
K00252	NaN	NaN	NaN	NaN
K15013	NaN	NaN	NaN	NaN
K08765	NaN	NaN	NaN	NaN
K08766	NaN	NaN	NaN	NaN
K05939	3622322	135172	57520	116478
K13238	NaN	NaN	NaN	NaN
K00529	134400	7700	9450	2450
K00801	NaN	NaN	NaN	NaN
K00511	NaN	NaN	NaN	NaN
K01852	NaN	NaN	NaN	NaN
K05917	NaN	NaN	NaN	NaN
K07748	NaN	NaN	NaN	NaN
K13373	NaN	NaN	NaN	NaN
K01824	NaN	NaN	NaN	NaN
K09828	NaN	NaN	NaN	NaN
K12298	NaN	NaN	NaN	NaN
K14674	NaN	NaN	NaN	NaN
K00637	NaN	NaN	NaN	NaN
K14423	NaN	NaN	NaN	NaN
K14424	NaN	NaN	NaN	NaN
K09832	NaN	NaN	NaN	NaN
K12408	NaN	NaN	NaN	NaN
K00489	NaN	NaN	NaN	NaN
K00488	NaN	NaN	NaN	NaN
K00251	NaN	NaN	NaN	NaN
K08748	NaN	NaN	NaN	NaN
K01442	NaN	NaN	NaN	NaN
K00498	NaN	NaN	NaN	NaN
K01015	NaN	NaN	NaN	NaN
K00070	NaN	NaN	NaN	NaN
K00497	NaN	NaN	NaN	NaN
K07433	NaN	NaN	NaN	NaN
K00071	NaN	NaN	NaN	NaN
K05295	NaN	NaN	NaN	NaN
K01130	103037	3857	2755	8.9
K13368	NaN	NaN	NaN	NaN
K13369	NaN	NaN	NaN	NaN
K07424	NaN	NaN	NaN	NaN
K05878	1112500	58740	113208	65148
K05879	618870	59850	86100	74970
K00005	502790	33397	34498	18717
K00864	3622934	189254	64758	86344
K00629	NaN	NaN	NaN	NaN
K13506	NaN	NaN	NaN	NaN
K13507	NaN	NaN	NaN	NaN
K00631	40887707	1567992	368015	611153
K03621	4858688	72624	41652	77252
K08591	522750	NaN	NaN	NaN
K00655	1829660	211190	42630	90160
K13509	NaN	NaN	NaN	NaN
K13513	NaN	NaN	NaN	NaN
K13519	NaN	NaN	NaN	NaN
K13523	NaN	NaN	NaN	NaN
K01080	NaN	NaN	NaN	NaN
K11155	NaN	NaN	NaN	NaN
K00679	NaN	NaN	NaN	NaN
K01046	NaN	NaN	NaN	NaN
K14073	NaN	NaN	NaN	NaN
K14074	NaN	NaN	NaN	NaN
K14075	NaN	NaN	NaN	NaN
K14675	NaN	NaN	NaN	NaN
K01059	NaN	NaN	NaN	NaN
K09881	NaN	NaN	NaN	NaN
K03429	NaN	NaN	NaN	NaN
K01002	11064263	NaN	NaN	NaN
K00006	NaN	NaN	NaN	NaN
K00057	7045098	498669	120345	204078
K00111	1432278	64711	22545	39579
K00112	37291	1676	8.9	8.9
K00113	56628	3168	1980	8.9
K00980	NaN	NaN	NaN	NaN
K13644	NaN	NaN	NaN	NaN
K13510	NaN	NaN	NaN	NaN
K13515	NaN	NaN	NaN	NaN
K01058	4993920	339575	78897	140165
K06128	NaN	NaN	NaN	NaN
K06130	NaN	NaN	NaN	NaN
K13333	NaN	NaN	NaN	NaN
K01048	731340	44200	27540	26520
K14676	NaN	NaN	NaN	NaN
K01126	1752709	150958	74330	79481
K00866	NaN	NaN	NaN	NaN
K14156	NaN	NaN	NaN	NaN
K06124	NaN	NaN	NaN	NaN
K00968	NaN	NaN	NaN	NaN
K00993	NaN	NaN	NaN	NaN
K00894	NaN	NaN	NaN	NaN
K00967	NaN	NaN	NaN	NaN
K05929	NaN	NaN	NaN	NaN
K04019	12142	8.9	934	8.9
K03735	1524345	79275	45753	77463
K03736	530410	44545	22420	32155
K01521	1444003	132277	14558	75049
K00998	40612000	2411500	695500	1098500
K08729	NaN	NaN	NaN	NaN
K08730	NaN	NaN	NaN	NaN
K01613	7708358	637560	156492	266616
K00995	1294566	133952	72072	58422
K01095	577576	76196	16512	35948
K01096	326390	20320	17018	11684
K06131	3408318	163296	122472	115668
K06132	41713	1239	37996	8.9
K08744	NaN	NaN	NaN	NaN
K13535	NaN	NaN	NaN	NaN
K13514	NaN	NaN	NaN	NaN
K13516	NaN	NaN	NaN	NaN
K08743	NaN	NaN	NaN	NaN
K01122	NaN	NaN	NaN	NaN
K01062	NaN	NaN	NaN	NaN
K00654	NaN	NaN	NaN	NaN
K04708	NaN	NaN	NaN	NaN
K04709	NaN	NaN	NaN	NaN
K04710	NaN	NaN	NaN	NaN
K12349	NaN	NaN	NaN	NaN
K04713	NaN	NaN	NaN	NaN
K12351	NaN	NaN	NaN	NaN
K12352	NaN	NaN	NaN	NaN
K12353	NaN	NaN	NaN	NaN
K12354	NaN	NaN	NaN	NaN
K04715	NaN	NaN	NaN	NaN
K04717	NaN	NaN	NaN	NaN
K01634	NaN	NaN	NaN	NaN
K00458	NaN	NaN	NaN	NaN
K00460	NaN	NaN	NaN	NaN
K00432	552294	70089	182634	55449
K07413	NaN	NaN	NaN	NaN
K07418	NaN	NaN	NaN	NaN
K00461	NaN	NaN	NaN	NaN
K00490	NaN	NaN	NaN	NaN
K00509	NaN	NaN	NaN	NaN
K01830	NaN	NaN	NaN	NaN
K01831	NaN	NaN	NaN	NaN
K05309	NaN	NaN	NaN	NaN
K00079	NaN	NaN	NaN	NaN
K00081	NaN	NaN	NaN	NaN
K07415	NaN	NaN	NaN	NaN
K07412	NaN	NaN	NaN	NaN
K00454	NaN	NaN	NaN	NaN
K07409	NaN	NaN	NaN	NaN
K10226	NaN	NaN	NaN	NaN
K10203	NaN	NaN	NaN	NaN
K10246	NaN	NaN	NaN	NaN
K10251	NaN	NaN	NaN	NaN
K10703	NaN	NaN	NaN	NaN
K10258	NaN	NaN	NaN	NaN
K00507	NaN	NaN	NaN	NaN
K10224	NaN	NaN	NaN	NaN
K10205	NaN	NaN	NaN	NaN
K01068	NaN	NaN	NaN	NaN
K10804	701584	83200	60112	51376
K10805	2761330	243100	79508	135564
K10806	3290040	528390	80940	180120
K12500	27300	2100	17500	1400
K10247	NaN	NaN	NaN	NaN
K12507	46978	1698	2264	8.9
K08745	NaN	NaN	NaN	NaN
K14977	1129450	NaN	NaN	NaN
K01433	16161880	1477560	650720	467880
K13988	NaN	NaN	NaN	NaN
K01515	1343243	147136	46607	84645
K13987	NaN	NaN	NaN	NaN
K08312	1647030	210180	79608	115320
K01945	7970391	459888	588588	144573
K01952	63212835	1465940	1835015	439005
K01933	8831900	558600	1011850	135800
K01587	NaN	NaN	NaN	NaN
K11808	NaN	NaN	NaN	NaN
K01589	4419040	232525	264475	68870
K01588	1253473	180492	201786	35490
K01923	7441800	707682	1589796	314736
K01756	46057824	3365280	1386696	985872
K00759	20098341	2824422	371307	840336
K11751	6306300	266200	281600	254650
K03787	1568094	111067	33902	57937
K08722	988632	122584	50148	107062
K08723	2100825	171675	83025	94050
K00892	12951862	777728	140182	285138
K03783	NaN	NaN	NaN	NaN
K03784	36073943	3172008	715327	2110848
K03815	13296	554	1108	8.9
K01239	NaN	NaN	NaN	NaN
K10213	6573	8.9	313	8.9
K00760	12149212	1399080	199360	624958
K00088	2.305273e+08	12313704	2702544	8997256
K00940	35188010	6417268	1398826	2307448
K12304	NaN	NaN	NaN	NaN
K01511	NaN	NaN	NaN	NaN
K01519	NaN	NaN	NaN	NaN
K02428	1599040	148858	44184	70484
K00769	18654352	2449632	309320	619704
K03816	NaN	NaN	NaN	NaN
K00087	139872	3008	6016	8.9
K13479	43216	3504	4380	8.9
K13480	25281	3498	3498	3816
K11177	21350	NaN	NaN	NaN
K11178	12950	NaN	NaN	NaN
K13483	6300	NaN	NaN	NaN
K01518	NaN	NaN	NaN	NaN
K00364	14830780	982357	1045511	379618
K01487	332880	17958	16206	19710
K00942	6542028	915561	108468	318159
K00527	4937008	182272	65504	99680
K00904	NaN	NaN	NaN	NaN
K01129	1088780	47975	65145	55045
K01514	4245588	145250	87500	76300
K01524	2899780	141284	75582	108680
K00951	8605848	264864	158472	266352
K07816	NaN	NaN	NaN	NaN
K05851	10231120	315456	223024	290016
K12320	NaN	NaN	NaN	NaN
K12323	NaN	NaN	NaN	NaN
K01120	NaN	NaN	NaN	NaN
K13762	NaN	NaN	NaN	NaN
K08718	NaN	NaN	NaN	NaN
K13756	NaN	NaN	NaN	NaN
K13758	NaN	NaN	NaN	NaN
K01939	83039040	5066064	2445552	2728512
K01490	NaN	NaN	NaN	NaN
K00856	NaN	NaN	NaN	NaN
K00893	NaN	NaN	NaN	NaN
K01488	2582748	241092	88245	182484
K01241	5109555	270399	572976	280779
K01486	9315096	433944	27048	182868
K01119	7303983	309913	133929	185042
K00939	35657108	4418244	1535878	2567572
K01509	NaN	NaN	NaN	NaN
K01516	2086033	275209	88256	183210
K06928	NaN	NaN	NaN	NaN
K01522	NaN	NaN	NaN	NaN
K01525	1519416	127746	51888	46530
K13811	NaN	NaN	NaN	NaN
K00860	15879	1608	192357	711741
K00956	190000	7600	1456350	6473775
K00957	40468	3020	1242730	6821576
K00365	NaN	NaN	NaN	NaN
K07127	119350	NaN	NaN	NaN
K01466	87429	4077	2718	8.9
K01477	NaN	NaN	NaN	NaN
K01483	20160	2240	1280	2880
K01428	NaN	NaN	NaN	NaN
K00073	18846	698	349	8.9
K00926	133525	9859	4952	1860
K17723	155750	8050	4900	3150
K17722	176750	10500	4900	5600
K16329	76650	NaN	NaN	NaN
K16328	13650	NaN	NaN	NaN
K09023	4900	8.9	700	8.9
K09020	2100	8.9	1050	8.9
K09021	3500	8.9	1400	8.9
K01955	20235707	568690	6295291	212454
K01956	2784016	174192	2107112	84040
K00609	4700765	422649	7309744	112582
K00610	1108332	165546	3992688	70839
K01465	18850812	1499532	1753920	568632
K00226	8550192	604128	449232	161952
K00254	NaN	NaN	NaN	NaN
K13421	NaN	NaN	NaN	NaN
K00762	2188788	175299	25347	68799
K01591	7357840	766360	315070	263130
K00945	5825501	453319	121672	222460
K13800	NaN	NaN	NaN	NaN
K13809	NaN	NaN	NaN	NaN
K09903	23134072	2097423	609971	770959
K00944	NaN	NaN	NaN	NaN
K01937	1.5073174e+08	7899230	1021330	2817650
K01494	2051783	212686	158067	127573
K00876	5166741	671163	99684	243672
K00757	7555992	701294	510794	526542
K01240	NaN	NaN	NaN	NaN
K00761	28633488	3815760	1968512	1299168
K00207	NaN	NaN	NaN	NaN
K01464	18901	461	922	8.9
K01431	NaN	NaN	NaN	NaN
K00756	NaN	NaN	NaN	NaN
K01485	10711872	616032	994896	263952
K00384	41429223	2760279	956580	1380621
K01489	976962	92022	84378	94080
K00758	2151160	153560	104280	110880
K00857	3639775	256045	82820	155390
K00943	2500620	200220	40257	100536
K01915	15687581	1163120	6711859	556234
K01653	594233	109910	339585	192039
K01695	1560028	145792	671608	175004
K01696	3640490	218350	925407	312439
K01580	45202	NaN	NaN	NaN
K00058	35728220	2094690	7956050	2610060
K01649	3744157	176251	1404255	302817
K00831	20622416	1318766	3133110	1426280
K01652	15837958	744344	1660236	914216
K02618	59850	NaN	NaN	NaN
K02614	13650	1750	2100	8.9
K02610	12600	1400	1050	8.9
K02611	17150	350	1050	8.9
K02612	7700	350	350	8.9
K02613	46550	2450	2800	8.9
K01079	3939670	254380	77924	181930
K01704	1738650	207231	1066305	212055
K01703	6128366	363480	1996344	452020
K02609	19250	700	1050	8.9
K14454	NaN	NaN	NaN	NaN
K14455	NaN	NaN	NaN	NaN
K00813	24663672	1781208	2848032	1396296
K00278	25191540	1251180	196020	944460
K01424	7946106	600362	156426	313000
K01914	23967240	1698510	262020	549120
K13566	NaN	NaN	NaN	NaN
K14260	11352250	NaN	NaN	NaN
K00827	NaN	NaN	NaN	NaN
K00259	NaN	NaN	NaN	NaN
K01744	8535168	534882	33938	224182
K01940	9518418	579312	3679257	222159
K01755	3403279	154009	858246	106024
K01437	NaN	NaN	NaN	NaN
K00264	NaN	NaN	NaN	NaN
K00265	78016198	1642238	9151786	1528088
K00266	11408240	601800	2869288	457368
K00260	NaN	NaN	NaN	NaN
K00261	NaN	NaN	NaN	NaN
K00262	2937684	166731	2523315	288315
K00294	NaN	NaN	NaN	NaN
K13821	14461920	77700	22400	116900
K01425	2021854	140166	120446	60060
K00928	3218881	178253	1296263	550025
K12524	1.0662624e+08	3106980	4724020	3603900
K12525	26461080	787320	470610	7920990
K00133	54245640	3329387	4082050	2926043
K00003	NaN	NaN	NaN	NaN
K00872	9123920	614110	708970	754850
K01733	33053156	2088212	2516640	2137860
K01620	2902095	227772	171828	255411
K00639	26398942	1484142	38606	775304
K00060	22526119	1516768	89683	778844
K00643	NaN	NaN	NaN	NaN
K00274	NaN	NaN	NaN	NaN
K00276	58100	1050	1750	8.9
K00281	12938640	379929	800052	746460
K00282	NaN	NaN	NaN	NaN
K00283	NaN	NaN	NaN	NaN
K00613	NaN	NaN	NaN	NaN
K00542	NaN	NaN	NaN	NaN
K00108	1754180	72836	37252	50596
K00130	2993410	164150	107310	166600
K00544	NaN	NaN	NaN	NaN
K00315	NaN	NaN	NaN	NaN
K00314	NaN	NaN	NaN	NaN
K00552	NaN	NaN	NaN	NaN
K01697	NaN	NaN	NaN	NaN
K01758	NaN	NaN	NaN	NaN
K01752	79426493	4859069	94512	1505157
K01754	3343061	179489	205929	215880
K01753	3178422	209508	57902	179010
K12235	NaN	NaN	NaN	NaN
K06001	NaN	NaN	NaN	NaN
K00640	2506686	223041	143052	156702
K01738	11235555	802978	7910916	22277956
K12339	2108577	143319	427533	1768914
K01760	4154610	235420	496120	2874415
K14155	1121640	69810	48360	49920
K00547	475230	31310	48360	1186060
K00549	11894388	429963	47854656	2.1296195e+08
K00789	1.0294694e+08	8776704	2770176	10081920
K01611	13578312	1675344	460680	482064
K00797	15848928	1414368	564480	757728
K00802	NaN	NaN	NaN	NaN
K01243	13814440	1464616	418064	815944
K00899	NaN	NaN	NaN	NaN
K00772	NaN	NaN	NaN	NaN
K08963	NaN	NaN	NaN	NaN
K08964	NaN	NaN	NaN	NaN
K09880	NaN	NaN	NaN	NaN
K08967	NaN	NaN	NaN	NaN
K00832	8739558	562549	693559	532774
K00838	NaN	NaN	NaN	NaN
K00815	NaN	NaN	NaN	NaN
K01251	NaN	NaN	NaN	NaN
K07173	12536523	1703673	1588932	1522413
K05933	NaN	NaN	NaN	NaN
K00651	854076	98262	528699	3271074
K01739	1236744	70638	287570	3052874
K00641	NaN	NaN	NaN	NaN
K01740	NaN	NaN	NaN	NaN
K00456	NaN	NaN	NaN	NaN
K05396	2741752	202704	260760	694048
K08968	NaN	NaN	NaN	NaN
K00826	8122992	640248	825339	814524
K00166	NaN	NaN	NaN	NaN
K00167	NaN	NaN	NaN	NaN
K09699	NaN	NaN	NaN	NaN
K00253	NaN	NaN	NaN	NaN
K11538	NaN	NaN	NaN	NaN
K08683	NaN	NaN	NaN	NaN
K00020	NaN	NaN	NaN	NaN
K00157	NaN	NaN	NaN	NaN
K01968	NaN	NaN	NaN	NaN
K01969	NaN	NaN	NaN	NaN
K05607	NaN	NaN	NaN	NaN
K00053	9021634	424715	14462405	894602
K01687	8552586	390614	424550	469308
K00835	12879462	801891	354033	512493
K00052	3145758	240306	1210242	391314
K01714	17101926	1377206	648140	876124
K00215	9244872	588588	543270	457821
K00674	49200536	4220696	2338864	3032358
K00821	5111946	258622	1030022	76734
K01439	8478375	482250	98625	373875
K01778	2661910	207144	80556	201664
K10206	NaN	NaN	NaN	NaN
K01586	10738140	553140	304920	1015560
K00841	NaN	NaN	NaN	NaN
K05824	NaN	NaN	NaN	NaN
K00825	NaN	NaN	NaN	NaN
K00293	NaN	NaN	NaN	NaN
K00290	NaN	NaN	NaN	NaN
K14157	NaN	NaN	NaN	NaN
K00930	438342	32250	447888	14448
K00145	268536	19038	359384	13026
K01582	421923	12121	52049	9982
K00824	NaN	NaN	NaN	NaN
K01423	11781	1836	765	8.9
K00474	NaN	NaN	NaN	NaN
K00471	NaN	NaN	NaN	NaN
K00473	NaN	NaN	NaN	NaN
K13645	NaN	NaN	NaN	NaN
K13646	NaN	NaN	NaN	NaN
K13647	NaN	NaN	NaN	NaN
K11703	NaN	NaN	NaN	NaN
K00933	NaN	NaN	NaN	NaN
K01470	NaN	NaN	NaN	NaN
K01584	164808	3780	6048	8.9
K01585	1.5666125e+08	6219416	1199534	2815582
K01480	43576848	3660066	343332	1981350
K10536	NaN	NaN	NaN	NaN
K12251	NaN	NaN	NaN	NaN
K01581	13079976	486324	177039	189837
K11182	NaN	NaN	NaN	NaN
K09251	68600	NaN	NaN	NaN
K00137	322700	NaN	NaN	NaN
K00657	3287922	415710	126294	229152
K00673	10320	8.9	3096	8.9
K01484	21456	447	4023	8.9
K00840	45878	2436	38164	8.9
K06447	26568	984	9840	8.9
K05526	13524	322	3220	8.9
K09470	636650	38150	287700	53200
K09471	160650	10850	136850	8050
K09472	174300	8400	137200	5950
K00934	NaN	NaN	NaN	NaN
K00819	NaN	NaN	NaN	NaN
K00286	5383766	514597	309350	411032
K00318	NaN	NaN	NaN	NaN
K01750	NaN	NaN	NaN	NaN
K00931	11196436	751616	196712	441134
K00147	16223385	954513	334851	710985
K12657	NaN	NaN	NaN	NaN
K00472	NaN	NaN	NaN	NaN
K11394	NaN	NaN	NaN	NaN
K00611	1324990	94192	1743308	57796
K01476	NaN	NaN	NaN	NaN
K00618	NaN	NaN	NaN	NaN
K00619	284849	12404	500147	7974
K00620	NaN	NaN	NaN	NaN
K11067	NaN	NaN	NaN	NaN
K01438	1839549	142476	553052	120262
K00765	8879104	851552	767533	795041
K11755	4109938	478268	414526	317492
K01814	2661680	213640	181055	171500
K02501	1857492	221676	237552	212268
K02500	3121542	258516	255162	127452
K01693	NaN	NaN	NaN	NaN
K00817	6193332	490212	517268	458172
K01089	7616170	593560	610955	623735
K00013	9667350	620620	587202	505610
K01745	NaN	NaN	NaN	NaN
K01712	NaN	NaN	NaN	NaN
K01468	NaN	NaN	NaN	NaN
K01479	NaN	NaN	NaN	NaN
K01590	NaN	NaN	NaN	NaN
K01593	NaN	NaN	NaN	NaN
K00546	NaN	NaN	NaN	NaN
K00599	NaN	NaN	NaN	NaN
K00457	NaN	NaN	NaN	NaN
K00451	NaN	NaN	NaN	NaN
K01800	NaN	NaN	NaN	NaN
K01555	NaN	NaN	NaN	NaN
K00501	NaN	NaN	NaN	NaN
K01827	NaN	NaN	NaN	NaN
K00506	NaN	NaN	NaN	NaN
K01592	NaN	NaN	NaN	NaN
K00503	NaN	NaN	NaN	NaN
K00553	NaN	NaN	NaN	NaN
K01557	NaN	NaN	NaN	NaN
K07253	NaN	NaN	NaN	NaN
K00680	NaN	NaN	NaN	NaN
K00500	NaN	NaN	NaN	NaN
K00146	98700	4200	9800	2450
K01912	64400	2800	5250	8.9
K00285	12705120	685152	78192	940896
K05708	35350	1400	3500	1400
K05709	4988	344	1032	8.9
K05710	37450	4550	4900	1400
K05711	46440	1890	2970	8.9
K05712	14700	8.9	1050	8.9
K05713	9106	314	942	8.9
K05714	75950	5250	9100	8.9
K02554	29590	1614	2690	8.9
K01666	29391	1455	1746	485
K01904	NaN	NaN	NaN	NaN
K09754	NaN	NaN	NaN	NaN
K00588	NaN	NaN	NaN	NaN
K00453	NaN	NaN	NaN	NaN
K00463	NaN	NaN	NaN	NaN
K00486	NaN	NaN	NaN	NaN
K01556	NaN	NaN	NaN	NaN
K00452	NaN	NaN	NaN	NaN
K03392	NaN	NaN	NaN	NaN
K00816	NaN	NaN	NaN	NaN
K14264	NaN	NaN	NaN	NaN
K01667	149464	8568	7616	2380
K00502	NaN	NaN	NaN	NaN
K00562	NaN	NaN	NaN	NaN
K04103	NaN	NaN	NaN	NaN
K11868	NaN	NaN	NaN	NaN
K11818	NaN	NaN	NaN	NaN
K11820	NaN	NaN	NaN	NaN
K01626	30145564	2330834	3043738	2385614
K13853	NaN	NaN	NaN	NaN
K01735	4668714	278740	160728	186792
K03785	1322748	144144	116676	97272
K00014	5057840	311168	60928	167008
K05887	61632	3456	2304	8.9
K00891	15396214	2252673	492572	821298
K00800	9220211	532896	698572	434686
K01736	6780622	455396	296478	373222
K01657	859560	62920	599560	165880
K01658	NaN	NaN	NaN	NaN
K13497	761454	39294	381789	98766
K01609	NaN	NaN	NaN	NaN
K13498	936544	51076	379680	124752
K01850	NaN	NaN	NaN	NaN
K14187	4765821	227530	209253	166358
K14170	8825504	688238	332732	472464
K15227	NaN	NaN	NaN	NaN
K05359	NaN	NaN	NaN	NaN
K14261	7149800	NaN	NaN	NaN
K14287	552752	40530	107308	2239572
K00652	5836032	314112	46848	354432
K00833	13548678	839982	111111	803946
K01845	35881980	1972806	478824	1378536
K02805	5469296	364344	108664	226352
K01579	8775522	5301450	1829450	2143400
K01918	10673628	1028705	403275	620336
K01594	NaN	NaN	NaN	NaN
K10712	NaN	NaN	NaN	NaN
K03119	43582	1981	5377	6509
K06193	2778441	556221	131868	183705
K03823	445996	46784	59340	159788
K01763	NaN	NaN	NaN	NaN
K11717	431984	25578	49532	13398
K07309	65448	808	1616	8.9
K07310	365750	11900	10150	7000
K12527	20640	8.9	8.9	8.9
K12528	154000	3850	2800	8.9
K12529	48650	3850	2800	1750
K01008	14042049	950780	305707	583654
K08248	NaN	NaN	NaN	NaN
K01776	3415503	269997	43407	115752
K01775	7355107	475238	75946	361675
K01921	27159384	1740472	198320	1558540
K03367	NaN	NaN	NaN	NaN
K14188	NaN	NaN	NaN	NaN
K00682	NaN	NaN	NaN	NaN
K01469	NaN	NaN	NaN	NaN
K11204	NaN	NaN	NaN	NaN
K11205	NaN	NaN	NaN	NaN
K01919	16419564	673400	260036	620046
K01920	10352476	865524	407008	782732
K00799	1281634	143196	324222	131379
K00383	26466300	1464750	474750	748800
K05360	NaN	NaN	NaN	NaN
K05361	NaN	NaN	NaN	NaN
K01460	9837100	NaN	NaN	NaN
K01725	187250	33600	21700	17150
K01672	NaN	NaN	NaN	NaN
K01673	17348570	1798760	1117660	1200680
K08345	327698	4984	31150	8.9
K08346	55512	1542	13364	8.9
K08361	10857	231	3003	8.9
K08347	18758	1582	4520	8.9
K00362	507353	14399	14399	8.9
K00363	10152	2484	1836	8.9
K01916	12572725	1173200	769300	867300
K00459	NaN	NaN	NaN	NaN
K05601	53550	1400	350	8.9
K02567	4096116	136620	47196	24840
K02569	158400	14800	3600	4000
K02568	213666	25032	8344	4470
K02574	79499	5740	1722	8.9
K02573	53130	5082	1848	693
K02570	11571	2436	696	8.9
K02572	11316	1640	492	8.9
K03385	76958	2868	1912	8.9
K04013	3948	188	564	752
K04014	5352	223	446	8.9
K04015	10176	318	318	8.9
K04016	16008	8.9	8.9	8.9
K04017	2667	8.9	381	8.9
K04018	5940	8.9	396	8.9
K00390	78568	7076	385276	1262700
K00381	506160	24510	1464330	6308760
K00380	427686	20366	1232143	5906140
K01082	3744300	315700	186550	233450
K01014	NaN	NaN	NaN	NaN
K00387	NaN	NaN	NaN	NaN
K00790	34609819	2034245	371653	1024455
K00075	5936094	310878	77976	188784
K01924	11348483	609822	185107	441409
K01925	7523526	387630	172572	381936
K01928	13097700	567765	197010	498465
K01929	7745472	411772	156392	272556
K02563	3867370	183890	59640	102595
K01001	NaN	NaN	NaN	NaN
K07432	NaN	NaN	NaN	NaN
K07441	NaN	NaN	NaN	NaN
K03842	NaN	NaN	NaN	NaN
K03843	NaN	NaN	NaN	NaN
K03844	NaN	NaN	NaN	NaN
K03847	NaN	NaN	NaN	NaN
K03846	NaN	NaN	NaN	NaN
K00729	NaN	NaN	NaN	NaN
K03849	NaN	NaN	NaN	NaN
K03850	NaN	NaN	NaN	NaN
K00721	NaN	NaN	NaN	NaN
K00710	NaN	NaN	NaN	NaN
K09667	NaN	NaN	NaN	NaN
K00728	NaN	NaN	NaN	NaN
K03691	NaN	NaN	NaN	NaN
K13667	NaN	NaN	NaN	NaN
K03857	NaN	NaN	NaN	NaN
K05284	NaN	NaN	NaN	NaN
K05286	NaN	NaN	NaN	NaN
K07819	NaN	NaN	NaN	NaN
K03877	NaN	NaN	NaN	NaN
K00741	NaN	NaN	NaN	NaN
K07970	NaN	NaN	NaN	NaN
K09664	NaN	NaN	NaN	NaN
K00731	NaN	NaN	NaN	NaN
K09653	NaN	NaN	NaN	NaN
K00718	NaN	NaN	NaN	NaN
K01988	NaN	NaN	NaN	NaN
K00726	NaN	NaN	NaN	NaN
K00736	NaN	NaN	NaN	NaN
K00737	NaN	NaN	NaN	NaN
K00738	NaN	NaN	NaN	NaN
K13748	NaN	NaN	NaN	NaN
K09662	NaN	NaN	NaN	NaN
K00733	NaN	NaN	NaN	NaN
K00734	NaN	NaN	NaN	NaN
K00746	NaN	NaN	NaN	NaN
K13499	NaN	NaN	NaN	NaN
K02369	NaN	NaN	NaN	NaN
K13675	NaN	NaN	NaN	NaN
K00725	NaN	NaN	NaN	NaN
K10967	NaN	NaN	NaN	NaN
K00780	NaN	NaN	NaN	NaN
K03494	NaN	NaN	NaN	NaN
K03792	NaN	NaN	NaN	NaN
K03374	NaN	NaN	NaN	NaN
K03376	NaN	NaN	NaN	NaN
K03814	299838	11374	5324	6534
K05367	473550	13860	8470	1540
K05365	16088328	439724	117316	218596
K05366	15027870	475332	99528	115830
K00748	2411948	152036	48132	84422
K07264	69850	2200	7700	8.9
K02527	4202400	252025	61200	82025
K12981	1061200	97650	22750	45500
K02841	2081836	131378	36838	49226
K02843	4055244	268656	64032	129108
K02849	2537920	159808	33440	59840
K03277	1284850	112700	34650	39550
K03279	2437400	161350	33950	86100
K03275	1299200	82600	26250	43400
K02844	2215202	139876	35530	66572
K02840	1508850	91350	24850	38150
K12986	1544900	76650	26600	37100
K02851	10553452	531416	85144	259836
K13683	4712	8.9	496	8.9
K13684	14580	8.9	405	8.9
K02852	1762344	145140	29766	81672
K12582	2072507	116316	26925	62466
K02853	1251000	60750	11700	13050
K12338	NaN	NaN	NaN	NaN
K13493	NaN	NaN	NaN	NaN
K13496	NaN	NaN	NaN	NaN
K12356	NaN	NaN	NaN	NaN
K10757	NaN	NaN	NaN	NaN
K02513	NaN	NaN	NaN	NaN
