Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
Metabolism	TOTAL	0.3779	0.3848	0.3883	0.2468	0.2512	0.2611	0.3144	0.3187	0.3207	0.571	0.5742	0.5811	0.2993	0.3039	0.3076	0.3087	0.311	0.3136	0.3111	0.3132	0.3154	0.1939	0.2027	0.2076	0.1602	0.1685	0.1703	0.2233	0.2266	0.2277	0.3172	0.3188	0.3257	0.3465	0.3501	0.3536	0.3111	0.3133	0.3144	0.4645	0.4673	0.4712	0.4744	0.4774	0.4833	0.6065	0.61	0.6116	0.1974	0.2021	0.2046	0.2543	0.259	0.2698	0.2121	0.2136	0.2143	0.3194	0.3223	0.3285	0.2149	0.2207	0.2336	0.2087	0.2448	0.2658	0.2502	0.2534	0.2595	0.1753	0.1796	0.1823	0.2381	0.2466	0.2531	0.2053	0.215	0.2162	0.1505	0.1537	0.1647	0.3528	0.3573	0.3806
-Membrane Transport	TOTAL	7.854e-05	0.0001485	0.003713	6.51e-05	8.357e-05	0.0003742	0.0001283	0.0001834	0.002576	0.0001948	0.000338	0.002822	3.95e-05	7.539e-05	0.001309	0.0001843	0.000372	0.001598	4.16e-05	0.0001005	0.001753	7.2e-05	0.0003094	0.001976	8.611e-05	0.0004977	0.005878	0.0001381	0.0002839	0.001588	2.82e-05	4.984e-05	0.0009106	0.000439	0.001065	0.002039	0.0003668	0.0008482	0.001818	0.0002767	0.0004588	0.001481	5.862e-05	0.0001367	0.001322	0.0002367	0.0004752	0.002866	3.267e-05	0.0002633	0.00667	1.727e-05	6.454e-05	0.0006408	5.011e-05	6.07e-05	0.0008131	0.0001108	0.0001214	0.0008368	0.0002118	0.0003491	0.01723	5.15e-05	6.115e-05	0.001085	0.0001841	0.0003628	0.004986	0.0001668	0.000235	0.003091	0.0001173	0.0001444	0.001342	0.000164	0.0001684	0.007482	0.000149	0.0001599	0.01333	0.0001201	0.0001482	0.02755
-Central Carbon Metabolism	TOTAL	0.1683	0.1716	0.1723	0.09087	0.09443	0.09641	0.1335	0.1408	0.1419	0.2108	0.2173	0.2238	0.1235	0.1295	0.1299	0.1142	0.1184	0.1247	0.1205	0.1232	0.1243	0.06304	0.06584	0.06615	0.06449	0.06723	0.06783	0.1108	0.1141	0.1145	0.09204	0.09293	0.09896	0.1175	0.123	0.124	0.1133	0.1184	0.1196	0.1476	0.1559	0.1605	0.1613	0.1666	0.1718	0.1415	0.1515	0.1591	0.05493	0.0571	0.05737	0.105	0.1089	0.1099	0.09538	0.09729	0.09737	0.1482	0.1568	0.158	0.08176	0.08412	0.08471	0.04494	0.0472	0.04776	0.0986	0.1013	0.1022	0.07246	0.07504	0.07518	0.06994	0.07198	0.0723	0.08705	0.08952	0.08989	0.05166	0.05336	0.05354	0.1264	0.1304	0.1312
-Energy Metabolism	TOTAL	0.0297	0.03055	0.03248	0.07443	0.07739	0.08017	0.05709	0.05772	0.0598	0.0748	0.0753	0.08267	0.05826	0.05966	0.06163	0.03805	0.03896	0.04004	0.06576	0.06895	0.07095	0.02168	0.02229	0.02273	0.01308	0.01326	0.01356	0.02512	0.02571	0.02663	0.1159	0.1176	0.1241	0.03692	0.03743	0.03893	0.03213	0.03281	0.03368	0.07527	0.07626	0.08044	0.09763	0.09968	0.1032	0.03156	0.03235	0.03393	0.0117	0.01211	0.01265	0.06682	0.06801	0.0697	0.01319	0.01342	0.01363	0.0499	0.05012	0.05107	0.01602	0.01648	0.01702	0.03055	0.03092	0.03143	0.03099	0.03174	0.03234	0.01342	0.01356	0.01404	0.05535	0.05612	0.05749	0.01735	0.01758	0.01812	0.02001	0.02057	0.02109	0.02238	0.02277	0.02341
-Biosynthesis	TOTAL	0.1242	0.1264	0.1441	0.05619	0.05699	0.06141	0.0798	0.08127	0.08969	0.2318	0.2364	0.2454	0.08443	0.08561	0.09006	0.09239	0.1001	0.1276	0.1047	0.1062	0.1103	0.07938	0.08022	0.08574	0.05482	0.05615	0.05668	0.06993	0.07055	0.07387	0.08776	0.08874	0.09497	0.1502	0.1517	0.1541	0.1268	0.1277	0.1303	0.1857	0.1921	0.1992	0.1643	0.1703	0.1787	0.357	0.3714	0.3758	0.09665	0.09775	0.1052	0.05645	0.05721	0.06196	0.08962	0.0899	0.09627	0.0837	0.08478	0.08959	0.08219	0.08388	0.09047	0.1	0.1008	0.1021	0.08689	0.08816	0.09391	0.05728	0.05839	0.06793	0.07393	0.07574	0.08872	0.06982	0.07079	0.07859	0.04771	0.04837	0.05174	0.1294	0.1309	0.1716
-Other Enzymes	TOTAL	0.03376	0.0441	0.05827	0.01537	0.02264	0.0307	0.02748	0.03533	0.03896	0.03408	0.04046	0.04482	0.02321	0.02774	0.03244	0.02271	0.03187	0.05453	0.01052	0.01284	0.01771	0.01777	0.02837	0.03704	0.02279	0.0265	0.03247	0.01121	0.01439	0.01688	0.01387	0.01881	0.02076	0.03086	0.03665	0.04007	0.02916	0.03247	0.03446	0.03607	0.04077	0.04892	0.03139	0.04004	0.04849	0.03936	0.05273	0.06315	0.02251	0.02814	0.03385	0.01672	0.0243	0.03255	0.005689	0.00853	0.01246	0.02389	0.02821	0.03617	0.02253	0.02966	0.0335	0.02831	0.06514	0.08874	0.01799	0.02917	0.03408	0.01902	0.02851	0.03361	0.02102	0.03632	0.05063	0.02166	0.02913	0.03649	0.02063	0.02692	0.03007	0.02427	0.03299	0.07139
Organismal Systems	TOTAL	0.1038	0.104	0.1042	0.06939	0.0694	0.06943	0.1211	0.1216	0.1218	0.07179	0.07218	0.07221	0.07651	0.07699	0.077	0.06704	0.06763	0.06771	0.1848	0.1849	0.1849	0.1246	0.125	0.1251	0.1077	0.1082	0.1084	0.1073	0.1076	0.1081	0.3679	0.3681	0.3681	0.05346	0.05445	0.05453	0.05657	0.05789	0.058	0.05466	0.0556	0.05571	0.07854	0.07917	0.0792	0.0344	0.0346	0.03474	0.2275	0.2285	0.2286	0.09495	0.09551	0.09554	0.261	0.2611	0.2611	0.06751	0.06788	0.06803	0.1503	0.1511	0.1512	0.07247	0.07272	0.07278	0.1426	0.1431	0.1432	0.2288	0.2296	0.2304	0.1714	0.1721	0.1722	0.1342	0.1347	0.135	0.2113	0.212	0.2121	0.1801	0.1805	0.1806
-Immune System	TOTAL	0.01011	0.01011	0.01014	0.01069	0.01069	0.01074	0.0059	0.005901	0.005906	0.005171	0.005175	0.005178	0.00728	0.007281	0.007287	0.009193	0.0092	0.00925	0.003286	0.003286	0.003287	0.007125	0.007132	0.007135	0.009023	0.009047	0.009171	0.006633	0.006635	0.006637	0.008341	0.008341	0.00837	0.00894	0.008943	0.008967	0.01108	0.01109	0.01112	0.0104	0.01041	0.01044	0.01377	0.01377	0.01378	0.004444	0.004447	0.004449	0.032	0.03201	0.03207	0.006505	0.006515	0.006543	0.00212	0.00212	0.00212	0.005187	0.005191	0.005232	0.01311	0.01312	0.01322	0.002656	0.002657	0.002662	0.00548	0.00548	0.005502	0.01659	0.0166	0.01714	0.01088	0.01089	0.01089	0.01485	0.01486	0.01494	0.02685	0.02685	0.02693	0.01364	0.01364	0.0137
-Endocrine System	TOTAL	0.02232	0.02232	0.02232	0.006401	0.006401	0.006401	0.003929	0.003929	0.003929	0.0259	0.0259	0.0259	0.004242	0.004242	0.004243	0.002493	0.002493	0.002496	0.009392	0.009392	0.009392	0.003248	0.003248	0.003248	0.004248	0.004248	0.004265	0.01613	0.01613	0.01613	0.0218	0.0218	0.0218	0.009739	0.009739	0.009759	0.01541	0.01541	0.01543	0.006596	0.006596	0.006597	0.008058	0.008058	0.008061	0.01349	0.01349	0.0135	0.00964	0.00964	0.009644	0.006714	0.006714	0.006715	0.004714	0.004714	0.004714	0.003372	0.003372	0.003377	0.01116	0.01116	0.01117	0.003563	0.003563	0.003564	0.004317	0.004317	0.004324	0.003672	0.003672	0.003692	0.01445	0.01445	0.01445	0.01303	0.01303	0.01304	0.02208	0.02208	0.02208	0.04004	0.04004	0.04005
-Circulatory System	TOTAL	0.06786	0.06786	0.06786	0.02937	0.02937	0.02937	0.0802	0.0802	0.0802	0.03904	0.03904	0.03904	0.04848	0.04848	0.04848	0.04584	0.04584	0.04584	0.1706	0.1706	0.1706	0.1024	0.1024	0.1024	0.09007	0.09007	0.09007	0.07771	0.07771	0.07771	0.3359	0.3359	0.3359	0.02132	0.02132	0.02132	0.01989	0.01989	0.01989	0.03068	0.03068	0.03068	0.05178	0.05178	0.05178	0.01474	0.01474	0.01475	0.1795	0.1795	0.1795	0.04875	0.04875	0.04875	0.2529	0.2529	0.2529	0.0346	0.0346	0.0346	0.1232	0.1232	0.1232	0.02609	0.02609	0.02609	0.09893	0.09893	0.09893	0.2024	0.2024	0.2024	0.1429	0.1429	0.1429	0.1	0.1	0.1	0.1586	0.1586	0.1586	0.1237	0.1237	0.1237
-Digestive System	TOTAL	0.001012	0.001024	0.001049	0.001138	0.001142	0.001147	0.000624	0.0006245	0.0006809	0.0002294	0.0002294	0.0002518	0.0005214	0.0005292	0.0005334	0.0006267	0.0006311	0.0006528	0.0001445	0.0001453	0.0001531	0.008405	0.008411	0.00842	0.0005208	0.0005273	0.0005415	0.002296	0.002297	0.002335	0.0002291	0.0002293	0.0002312	0.009614	0.009634	0.009698	0.0062	0.006212	0.006319	0.003757	0.003765	0.003889	0.002809	0.002828	0.002863	0.0007369	0.00077	0.0008742	0.0005547	0.0005614	0.0005712	0.0005235	0.0005247	0.0005263	0.0003298	0.0003298	0.0003372	0.001561	0.001572	0.001597	0.0009699	0.000995	0.001136	0.03585	0.03585	0.0359	0.0008922	0.000904	0.0009239	0.001102	0.001113	0.001132	0.0006687	0.0006693	0.0007181	0.0007991	0.0008052	0.0008118	0.000401	0.0004124	0.0004258	0.0006829	0.0006925	0.0007003
-Excretory System	TOTAL	0.0005845	0.0008081	0.0008081	0.00356	0.00356	0.00356	0.0009573	0.001467	0.001468	0.0003502	0.000743	0.0007459	0.001365	0.001834	0.001834	0.001121	0.001706	0.001708	0.0001523	0.000256	0.000256	0.0007946	0.001273	0.001273	0.0003531	0.0008822	0.0008822	0.0004514	0.0007092	0.0007092	0.000492	0.0006784	0.0006784	0.001108	0.0021	0.0021	0.000812	0.002112	0.002113	0.001397	0.002312	0.002314	0.0009566	0.001585	0.001585	0.0003758	0.000563	0.0005659	0.0009292	0.001953	0.001953	0.003412	0.00397	0.00397	0.000177	0.000261	0.000261	0.0005247	0.0008788	0.0008788	0.0002416	0.0009952	0.0009989	0.00343	0.003673	0.003693	0.03133	0.03186	0.03187	0.000402	0.001091	0.001094	0.0004281	0.001145	0.001155	0.0008638	0.001438	0.001439	0.0008336	0.001498	0.001502	0.0003941	0.0008383	0.0008409
-Nervous System	TOTAL	0.001419	0.001419	0.001435	0.01469	0.01469	0.01469	0.02377	0.02377	0.0238	0.0007071	0.0007071	0.0007116	0.008026	0.008026	0.008034	0.001411	0.001411	0.001436	0.0003252	0.0003252	0.0003252	0.001512	0.001512	0.001529	0.001731	0.001731	0.001805	0.001097	0.001097	0.00111	0.0008123	0.0008123	0.0008129	0.00126	0.00126	0.001282	0.001307	0.001307	0.001342	0.001319	0.001319	0.001331	0.0008272	0.0008272	0.0008364	0.0003927	0.0003927	0.0004115	0.00177	0.00177	0.001813	0.02527	0.02527	0.02528	0.0007118	0.0007118	0.000712	0.01556	0.01556	0.0156	0.001153	0.001153	0.001199	0.0007296	0.0007296	0.0007324	0.001246	0.001246	0.001271	0.00392	0.00392	0.004217	0.001783	0.001783	0.001797	0.003861	0.003861	0.004061	0.002041	0.002041	0.002072	0.0008995	0.0008995	0.0009407
-Sensory System	TOTAL	2.779e-05	2.779e-05	2.834e-05	1.705e-05	1.705e-05	1.705e-05	9.354e-05	9.354e-05	9.354e-05	1.158e-05	1.158e-05	1.158e-05	0.0001156	0.0001156	0.0001227	0.005814	0.005814	0.005814	2.065e-05	2.065e-05	3.746e-05	0.0005339	0.0005339	0.0005339	2.427e-06	2.427e-06	2.427e-06	0.001477	0.001477	0.002041	2.116e-05	2.116e-05	2.116e-05	0.001133	0.001133	0.001133	0.001425	0.001425	0.001425	7.012e-06	7.012e-06	7.012e-06	1.722e-05	1.722e-05	1.722e-05	1.706e-05	1.706e-05	1.706e-05	1.964e-05	1.964e-05	1.964e-05	1.425e-05	1.425e-05	1.425e-05	2.609e-05	2.609e-05	2.63e-05	7.29e-05	7.29e-05	7.29e-05	9.472e-06	9.472e-06	9.472e-06	1.539e-05	1.539e-05	1.539e-05	6.215e-05	6.215e-05	6.215e-05	1.173e-05	1.173e-05	1.173e-05	6.528e-05	6.528e-05	6.528e-05	0.0002036	0.0002036	0.0002036	0.0001205	0.0001205	0.0001205	2.189e-05	2.189e-05	2.189e-05
-Development	TOTAL	0.0004436	0.0004436	0.0004436	0.003515	0.003515	0.003515	0.005656	0.005656	0.005656	0.0003737	0.0003737	0.0003737	0.00648	0.00648	0.00648	0.0005227	0.0005227	0.0005227	0.0008564	0.0008564	0.0008564	0.0004913	0.0004913	0.0004913	0.001714	0.001714	0.001722	0.001503	0.001503	0.001503	0.0003685	0.0003685	0.0003685	0.0003059	0.0003059	0.0003059	0.0004074	0.0004074	0.0004074	0.0004904	0.0004904	0.0004904	0.000317	0.000317	0.000317	0.0001882	0.0001882	0.0001882	0.003041	0.003041	0.003041	0.003747	0.003747	0.003747	7.541e-05	7.541e-05	7.541e-05	0.006596	0.006596	0.006596	0.0003974	0.0003974	0.0003974	0.0001318	0.0001318	0.0001318	0.0003196	0.0003196	0.0003196	0.0007419	0.0007419	0.0007419	0.0002101	0.0002101	0.0002101	0.0004789	0.0004789	0.0004789	0.0003259	0.0003259	0.0003259	0.0007255	0.0007255	0.0007255
-Environmental Adaptation	TOTAL	0	0	0.0003861	0	0	0	0	0	0.0006591	0	0	7.089e-05	0	0	0.0003249	0	0	0.000127	0	0	2.958e-05	0	0	8.181e-05	0	0	0.0001944	0	0	7.34e-05	0	0	6.996e-05	0	0	0.0001586	0	0	0.0001183	0	0	6.767e-05	0	0	0.0001058	0	0	8.138e-05	0	0	8.874e-05	0	0	0.0002791	0	0	2.861e-05	0	0	0.0005196	0	0	0.0001725	0	0	9.41e-05	0	0	9.979e-05	0	0	0.0002327	0	0	0.0001767	0	0	0.0004077	0	0	0.0002698	0	0	0.0001591
Human Diseases	TOTAL	0.007217	0.01103	0.01331	0.01053	0.01328	0.01577	0.009743	0.01271	0.01446	0.004772	0.009562	0.01619	0.009826	0.01308	0.01404	0.01095	0.01549	0.01654	0.003769	0.006959	0.00916	0.008166	0.01163	0.01259	0.01052	0.0181	0.02186	0.0095	0.01189	0.01252	0.008178	0.01271	0.01934	0.009966	0.01449	0.01783	0.01138	0.01647	0.01894	0.008315	0.01107	0.01482	0.01014	0.01511	0.01695	0.006495	0.01027	0.0122	0.01003	0.01215	0.01296	0.01452	0.0183	0.01947	0.005014	0.005955	0.006852	0.01024	0.01262	0.01453	0.01133	0.01644	0.01972	0.0121	0.01802	0.01969	0.008801	0.01623	0.01928	0.009296	0.01235	0.01581	0.01473	0.0235	0.02627	0.008967	0.01705	0.02129	0.0141	0.0195	0.02316	0.009715	0.0119	0.01256
-Cancers	TOTAL	0.001464	0.001464	0.003386	0.001782	0.001782	0.004554	0.0009819	0.0009819	0.003061	0.001396	0.001396	0.008717	0.001738	0.001738	0.003709	0.00176	0.001763	0.002831	0.001066	0.001066	0.003054	0.002531	0.002531	0.002968	0.002862	0.002879	0.003181	0.002006	0.002009	0.002917	0.000969	0.000969	0.007539	0.001996	0.002016	0.003465	0.001865	0.001883	0.002721	0.00175	0.001752	0.005903	0.001193	0.001197	0.004741	0.0006015	0.0006066	0.002152	0.002401	0.002406	0.002777	0.001733	0.001735	0.003423	0.0008158	0.0008158	0.001031	0.000909	0.0009135	0.00186	0.003497	0.0035	0.00403	0.001289	0.001291	0.001792	0.001797	0.001803	0.002398	0.001989	0.002009	0.002482	0.00531	0.00531	0.006683	0.002645	0.002658	0.003201	0.006623	0.00663	0.00715	0.003804	0.003807	0.004434
-Immune System Diseases	TOTAL	0.0002996	0.002724	0.004716	0.0001384	0.00137	0.001898	0.0004016	0.00164	0.002051	0.0003029	0.001882	0.00253	0.0003592	0.002076	0.003005	0.0007199	0.004346	0.005679	0.0001228	0.001333	0.001642	0.0006019	0.003393	0.004594	0.001505	0.00795	0.01296	0.0004897	0.002381	0.002945	0.0002137	0.0006223	0.0008594	0.001192	0.005653	0.007718	0.0013	0.006038	0.007994	0.0005012	0.00244	0.0033	0.0004828	0.003225	0.005482	0.0005026	0.003298	0.004489	0.0007937	0.0027	0.004586	0.0005251	0.002781	0.004584	7.722e-05	0.0006577	0.001286	0.0002704	0.001519	0.002622	0.0003828	0.00482	0.008852	0.001032	0.005678	0.009061	0.0005124	0.006319	0.01097	0.0003013	0.004144	0.007219	0.0004555	0.007461	0.01206	0.0002306	0.005349	0.009228	0.0006256	0.004872	0.008919	0.0001058	0.00208	0.002893
-Neurodegenerative Diseases	TOTAL	0.003364	0.003805	0.00473	0.007166	0.007197	0.007895	0.006685	0.007603	0.009301	0.001676	0.001948	0.005207	0.005031	0.005785	0.006792	0.001909	0.002365	0.003233	0.00176	0.001935	0.004	0.002262	0.0026	0.003134	0.002873	0.003445	0.004661	0.003624	0.00385	0.004664	0.002313	0.002682	0.006669	0.002129	0.002533	0.003613	0.002244	0.002702	0.003912	0.003399	0.00373	0.005264	0.00475	0.005103	0.007364	0.003304	0.003862	0.004978	0.004265	0.004579	0.004926	0.009009	0.009689	0.01089	0.003115	0.003187	0.004119	0.006754	0.007487	0.009134	0.004474	0.004912	0.005554	0.003803	0.003996	0.00547	0.00242	0.00268	0.003199	0.003315	0.003554	0.004132	0.004397	0.004678	0.006206	0.003287	0.00359	0.004275	0.004088	0.004539	0.005021	0.003317	0.003722	0.00475
-Cardiovascular Diseases	TOTAL	4.529e-05	4.529e-05	4.529e-05	0.0002104	0.0002104	0.0002104	1.891e-05	1.891e-05	1.891e-05	2.094e-05	2.094e-05	2.094e-05	7.136e-05	7.136e-05	7.136e-05	0.001937	0.001937	0.001937	0.0003331	0.0003331	0.0003331	0.0007582	0.0007582	0.0007582	0.0003284	0.0003284	0.0003284	0.001831	0.001831	0.001831	0.003668	0.003668	0.003668	0.001167	0.001167	0.001167	0.002132	0.002132	0.002132	5.458e-05	5.458e-05	5.458e-05	5.251e-05	5.251e-05	5.251e-05	0.0003642	0.0003642	0.0003642	0.0002231	0.0002231	0.0002231	2.196e-05	2.196e-05	2.196e-05	5.383e-05	5.383e-05	5.383e-05	4.179e-05	4.179e-05	4.179e-05	0.0001347	0.0001347	0.0001347	9.128e-05	9.128e-05	9.128e-05	0.001233	0.001233	0.001233	7.635e-05	7.635e-05	7.635e-05	0.0003903	0.0003903	0.0003903	0.0006095	0.0006095	0.0006095	0.0001637	0.0001637	0.0001637	0.0002582	0.0002582	0.0002582
-Metabolic Diseases	TOTAL	4.992e-05	4.992e-05	4.992e-05	0.0002141	0.0002141	0.0002141	0.0001805	0.0001805	0.0001805	8.086e-07	8.086e-07	8.086e-07	0.0001883	0.0001883	0.0001883	3.814e-05	3.814e-05	3.814e-05	6.835e-07	6.835e-07	6.835e-07	4.087e-05	4.087e-05	4.087e-05	2.516e-05	2.516e-05	2.516e-05	9.911e-05	9.911e-05	9.911e-05	2.526e-05	2.526e-05	2.526e-05	4.5e-05	4.5e-05	4.5e-05	2.988e-05	2.988e-05	2.988e-05	2.063e-05	2.063e-05	2.063e-05	2.12e-05	2.12e-05	2.12e-05	9.449e-06	9.449e-06	9.449e-06	7.117e-06	7.117e-06	7.117e-06	0.0001522	0.0001522	0.0001522	2.215e-06	2.215e-06	2.215e-06	0.0001533	0.0001533	0.0001533	3.291e-05	3.291e-05	3.291e-05	0.000584	0.000584	0.000584	0.0001728	0.0001728	0.0001728	1.162e-05	1.162e-05	1.162e-05	3.478e-05	3.478e-05	3.478e-05	4.152e-05	4.152e-05	4.152e-05	3.776e-06	3.776e-06	3.776e-06	1.782e-05	1.782e-05	1.782e-05
-Infectious Diseases	TOTAL	0.0006199	0.0008145	0.002282	0.0006822	0.001234	0.002541	0.0004608	0.001099	0.002148	0.0004369	0.0005637	0.003142	0.0006546	0.00162	0.001968	0.003243	0.003676	0.004864	0.0001895	0.0002965	0.002254	0.001096	0.001467	0.002405	0.001028	0.001732	0.005183	0.0003463	0.0005239	0.001309	0.0007245	0.0007579	0.004712	0.001917	0.002223	0.003051	0.002088	0.002601	0.003756	0.0006826	0.0008739	0.002235	0.001	0.001201	0.003273	0.000579	0.0007494	0.001702	0.0008196	0.001598	0.00195	0.0008245	0.00125	0.002367	0.0003775	0.0004255	0.00131	0.000804	0.001639	0.002473	0.001651	0.001947	0.004701	0.003627	0.003674	0.005103	0.001878	0.001948	0.003293	0.00135	0.002125	0.00593	0.002329	0.002396	0.003865	0.001144	0.001643	0.00781	0.001609	0.001815	0.006155	0.0007451	0.000927	0.001938
Not Mapped	TOTAL	0.1288	0.1288	0.1288	0.2329	0.2329	0.2329	0.1608	0.1608	0.1608	0.1305	0.1305	0.1305	0.1955	0.1955	0.1955	0.1827	0.1827	0.1827	0.09425	0.09425	0.09425	0.1817	0.1817	0.1817	0.1811	0.1811	0.1811	0.1097	0.1097	0.1097	0.1067	0.1067	0.1067	0.1848	0.1848	0.1848	0.1821	0.1821	0.1821	0.1824	0.1824	0.1824	0.1616	0.1616	0.1616	0.1147	0.1147	0.1147	0.1993	0.1993	0.1993	0.1832	0.1832	0.1832	0.1126	0.1126	0.1126	0.1937	0.1937	0.1937	0.1831	0.1831	0.1831	0.1777	0.1777	0.1777	0.18	0.18	0.18	0.1742	0.1742	0.1742	0.2004	0.2004	0.2004	0.1781	0.1781	0.1781	0.2177	0.2177	0.2177	0.1605	0.1605	0.1605
-Not Mapped	TOTAL	0.1288	0.1288	0.1288	0.2329	0.2329	0.2329	0.1608	0.1608	0.1608	0.1305	0.1305	0.1305	0.1955	0.1955	0.1955	0.1827	0.1827	0.1827	0.09425	0.09425	0.09425	0.1817	0.1817	0.1817	0.1811	0.1811	0.1811	0.1097	0.1097	0.1097	0.1067	0.1067	0.1067	0.1848	0.1848	0.1848	0.1821	0.1821	0.1821	0.1824	0.1824	0.1824	0.1616	0.1616	0.1616	0.1147	0.1147	0.1147	0.1993	0.1993	0.1993	0.1832	0.1832	0.1832	0.1126	0.1126	0.1126	0.1937	0.1937	0.1937	0.1831	0.1831	0.1831	0.1777	0.1777	0.1777	0.18	0.18	0.18	0.1742	0.1742	0.1742	0.2004	0.2004	0.2004	0.1781	0.1781	0.1781	0.2177	0.2177	0.2177	0.1605	0.1605	0.1605
TOTAL	MAPPED	1.148	1.148	1.148	1.304	1.304	1.304	1.192	1.192	1.192	1.15	1.15	1.15	1.243	1.243	1.243	1.224	1.224	1.224	1.104	1.104	1.104	1.222	1.222	1.222	1.221	1.221	1.221	1.123	1.123	1.123	1.119	1.119	1.119	1.227	1.227	1.227	1.223	1.223	1.223	1.223	1.223	1.223	1.193	1.193	1.193	1.13	1.13	1.13	1.249	1.249	1.249	1.224	1.224	1.224	1.127	1.127	1.127	1.24	1.24	1.24	1.224	1.224	1.224	1.216	1.216	1.216	1.22	1.22	1.22	1.211	1.211	1.211	1.251	1.251	1.251	1.217	1.217	1.217	1.278	1.278	1.278	1.191	1.191	1.191
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.2587	0.2638	0.2694	0.2034	0.2136	0.219	0.1726	0.1758	0.1784	0.1223	0.1234	0.1256	0.1919	0.1993	0.2018	0.2659	0.2688	0.2755	0.0548	0.05591	0.05719	0.2671	0.2735	0.2829	0.449	0.4561	0.4636	0.105	0.1077	0.109	0.07653	0.0773	0.07787	0.274	0.278	0.2845	0.288	0.2927	0.2972	0.1742	0.1766	0.1787	0.1723	0.1783	0.1819	0.1737	0.175	0.1796	0.1818	0.186	0.1889	0.1837	0.1977	0.2027	0.05324	0.05393	0.05462	0.1981	0.2075	0.2093	0.2834	0.2964	0.3027	0.4763	0.5013	0.5492	0.3167	0.3213	0.3298	0.259	0.2643	0.2677	0.2138	0.2223	0.2309	0.3298	0.3343	0.3426	0.2853	0.2968	0.302	0.1565	0.1833	0.189
-Transcription	MAPPED	0.01554	0.01554	0.01575	0.01646	0.01648	0.01663	0.008496	0.008496	0.008627	0.004159	0.004159	0.004298	0.01534	0.01536	0.01579	0.01917	0.01918	0.01968	0.002074	0.002075	0.002192	0.01728	0.01728	0.01771	0.05417	0.05434	0.05621	0.007065	0.007066	0.00725	0.005776	0.005776	0.005813	0.01502	0.01503	0.01538	0.01584	0.01584	0.01643	0.01125	0.01125	0.01148	0.01091	0.01091	0.01114	0.005926	0.005926	0.006094	0.01257	0.01258	0.01333	0.01526	0.01528	0.01537	0.001662	0.001665	0.001717	0.01382	0.01383	0.01408	0.02612	0.02616	0.02646	0.009267	0.009277	0.009393	0.01636	0.01637	0.0165	0.02602	0.02603	0.02659	0.01614	0.01616	0.01635	0.04121	0.04124	0.04202	0.03782	0.03784	0.03819	0.007313	0.007319	0.007486
