Numerator	Denominator	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat	mmu Geiger adrenal gland	mmu Geiger brain cortex	mmu Geiger brain medulla	mmu Geiger brown fat	mmu Geiger cerebellum	mmu Geiger colon	mmu Geiger diaphragm	mmu Geiger duodenum	mmu Geiger embryonic tissue	mmu Geiger eye	mmu Geiger heart	mmu Geiger ileum	mmu Geiger jejunum	mmu Geiger kidney cortex	mmu Geiger kidney medulla	mmu Geiger liver	mmu Geiger lung	mmu Geiger midbrain	mmu Geiger muscle	mmu Geiger olfactory bulb	mmu Geiger ovary	mmu Geiger pancreas	mmu Geiger salivary gland	mmu Geiger spleen	mmu Geiger stomach	mmu Geiger thymus	mmu Geiger uterus	mmu Geiger white fat
-Digestive System	TOTAL	0.0009726	0.0009785	0.0009876	0.0009373	0.0009384	0.0009411	0.0006656	0.0006726	0.0007228	0.0001955	0.0002069	0.0002132	0.0004783	0.0004811	0.0004856	0.0004549	0.0004569	0.0004786	0.0001401	0.0001403	0.0001502	0.009045	0.00905	0.009079	0.0003682	0.0003721	0.000425	0.0004565	0.0004647	0.0004718	0.000197	0.0001978	0.0001996	0.009909	0.009934	0.009951	0.005666	0.005676	0.005714	0.003837	0.003848	0.003899	0.002164	0.002172	0.002179	0.0004934	0.0005111	0.0005336	0.0003251	0.0003295	0.0003613	0.0008419	0.0008426	0.0008486	0.0002639	0.0002639	0.0002655	0.001683	0.001688	0.001695	0.0005	0.000516	0.0005743	0.02949	0.02949	0.02951	0.0006067	0.0006101	0.000635	0.0006514	0.0006565	0.0006634	0.0004102	0.0004109	0.0004273	0.0006264	0.000628	0.0006304	0.0002636	0.0002677	0.0002715	0.0004068	0.0004089	0.0004131
-Excretory System	TOTAL	0.0005489	0.0005489	0.0005489	0.002791	0.002791	0.002791	0.0008584	0.0008584	0.0008592	0.0003265	0.0003265	0.00033	0.001194	0.001194	0.001194	0.001235	0.001235	0.001237	0.0001525	0.0001525	0.0001525	0.0009285	0.0009285	0.0009285	0.0003016	0.0003016	0.0003016	0.0003793	0.0003793	0.0003793	0.0003524	0.0003524	0.0003524	0.001144	0.001144	0.001144	0.0008374	0.0008374	0.0008386	0.001037	0.001037	0.001039	0.0007933	0.0007933	0.0007933	0.0004538	0.0004538	0.0004575	0.0008423	0.0008423	0.0008423	0.00273	0.00273	0.00273	0.0001862	0.0001862	0.0001862	0.0004769	0.0004769	0.0004769	0.0002314	0.0002314	0.0002358	0.00354	0.00354	0.003559	0.03904	0.03904	0.03905	0.0003263	0.0003263	0.000329	0.0003458	0.0003458	0.0003566	0.0008551	0.0008551	0.0008569	0.0007323	0.0007323	0.0007368	0.0004172	0.0004172	0.0004202
-Nervous System	TOTAL	0.001812	0.001812	0.001812	0.01775	0.01775	0.01775	0.02621	0.02621	0.02621	0.0008428	0.0008428	0.0008428	0.0107	0.0107	0.0107	0.001679	0.001679	0.001679	0.0004116	0.0004116	0.0004116	0.002006	0.002006	0.002006	0.002004	0.002004	0.002004	0.00137	0.00137	0.00137	0.0009798	0.0009798	0.0009798	0.001626	0.001626	0.001626	0.001711	0.001711	0.001711	0.001656	0.001656	0.001656	0.001107	0.001107	0.001107	0.0005146	0.0005146	0.0005146	0.002316	0.002316	0.002316	0.02819	0.02819	0.02819	0.0006446	0.0006446	0.0006446	0.01794	0.01794	0.01794	0.001481	0.001481	0.001481	0.0009136	0.0009136	0.0009136	0.0016	0.0016	0.0016	0.005866	0.005866	0.005866	0.002486	0.002486	0.002486	0.005965	0.005965	0.005965	0.002997	0.002997	0.002997	0.001363	0.001363	0.001363
-Sensory System	TOTAL	1.024e-05	1.042e-05	1.042e-05	5.853e-06	5.853e-06	5.853e-06	3.655e-05	3.655e-05	3.655e-05	4.544e-06	4.544e-06	4.544e-06	4.577e-05	4.826e-05	4.826e-05	0.002307	0.002307	0.002307	8.467e-06	2.645e-05	2.645e-05	0.0002229	0.0002229	0.0002229	9.373e-07	9.373e-07	9.373e-07	0.002003	0.0025	0.0025	6.784e-06	6.784e-06	6.784e-06	0.0004407	0.0004407	0.0004407	0.0005636	0.0005636	0.0005636	2.762e-06	2.762e-06	2.762e-06	6.089e-06	6.089e-06	6.089e-06	6.973e-06	6.973e-06	6.973e-06	7.262e-06	7.262e-06	7.262e-06	4.958e-06	4.958e-06	4.958e-06	9.485e-06	9.687e-06	9.687e-06	2.861e-05	2.861e-05	2.861e-05	3.669e-06	3.669e-06	3.669e-06	4.753e-06	4.753e-06	4.753e-06	2.222e-05	2.222e-05	2.222e-05	4.026e-06	4.026e-06	4.026e-06	2.115e-05	2.115e-05	2.115e-05	7.313e-05	7.313e-05	7.313e-05	4.192e-05	4.192e-05	4.192e-05	8.242e-06	8.242e-06	8.242e-06
-Development	TOTAL	0.000259	0.000259	0.0002792	0.00195	0.00195	0.001974	0.003604	0.003604	0.003605	0.0002648	0.0002648	0.0002689	0.004102	0.004102	0.004102	0.0003255	0.0003255	0.0003585	0.0005568	0.0005568	0.0005579	0.0003171	0.0003171	0.0003231	0.001058	0.001058	0.001144	0.0008148	0.0008148	0.0008165	0.0001839	0.0001839	0.0001965	0.0001995	0.0001995	0.0002108	0.0002482	0.0002482	0.0002712	0.0003026	0.0003026	0.000318	0.0001961	0.0001961	0.0002004	0.0001355	0.0001355	0.0001375	0.001733	0.001733	0.001771	0.002127	0.002127	0.002147	4.011e-05	4.011e-05	4.011e-05	0.004246	0.004246	0.004272	0.0003121	0.0003121	0.0003751	9.116e-05	9.116e-05	9.39e-05	0.0002503	0.0002503	0.0002618	0.0004848	0.0004848	0.0007558	0.0001185	0.0001185	0.0001223	0.0003001	0.0003001	0.0003443	0.0001868	0.0001868	0.0002227	0.0004045	0.0004045	0.0004372
-Environmental Adaptation	TOTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	TOTAL	0.00796	0.0139	0.01777	0.01108	0.01438	0.01681	0.008596	0.01562	0.01635	0.01087	0.01672	0.02216	0.009182	0.01403	0.01642	0.007197	0.01426	0.0176	0.005514	0.01323	0.01453	0.007677	0.0131	0.0168	0.006458	0.01372	0.02505	0.008112	0.01241	0.01403	0.008564	0.01621	0.0203	0.007451	0.01766	0.02325	0.007155	0.01883	0.02437	0.008832	0.01528	0.01662	0.01079	0.0202	0.0233	0.006761	0.01451	0.01759	0.007651	0.01189	0.01488	0.01383	0.02051	0.02288	0.006121	0.009875	0.01113	0.008582	0.01734	0.01843	0.009991	0.01427	0.02322	0.009413	0.02068	0.0244	0.007044	0.0126	0.02108	0.006455	0.01004	0.01748	0.01189	0.02384	0.03035	0.007252	0.01435	0.02022	0.01148	0.01694	0.02449	0.008141	0.0133	0.01535
-Cancers	TOTAL	0.001261	0.002536	0.0055	0.001239	0.002953	0.002953	0.0006016	0.002064	0.007833	0.001323	0.006467	0.01563	0.001093	0.0025	0.005968	0.0014	0.002164	0.005182	0.001084	0.002552	0.009915	0.002633	0.002961	0.004905	0.002014	0.002224	0.004134	0.001643	0.002196	0.004585	0.0006412	0.004177	0.01454	0.001872	0.002887	0.006549	0.001643	0.002241	0.006432	0.001054	0.003883	0.008954	0.0008243	0.003023	0.009809	0.0005875	0.001725	0.005706	0.002102	0.00235	0.003357	0.001186	0.002244	0.00588	0.0007111	0.0008477	0.00371	0.0005542	0.001223	0.006804	0.003268	0.003637	0.005071	0.0009628	0.001242	0.005198	0.001407	0.001791	0.003405	0.001124	0.001416	0.002107	0.004418	0.005219	0.009526	0.001931	0.002282	0.003216	0.005134	0.005458	0.006905	0.003785	0.00421	0.007576
-Immune System Diseases	TOTAL	9.647e-05	0.005472	0.007802	0.0001042	0.003169	0.004114	5.335e-05	0.001544	0.002807	4.6e-05	0.002007	0.003615	4.284e-05	0.001394	0.00341	0.000182	0.004608	0.008361	1.902e-06	0.001184	0.002478	9.076e-05	0.003581	0.006621	0.0003847	0.005796	0.01728	1.417e-05	0.001991	0.003657	7.853e-06	0.0008398	0.001288	0.00011	0.007711	0.0128	0.0001517	0.008336	0.01323	9.236e-05	0.002738	0.004678	5.544e-05	0.002889	0.006711	9.32e-05	0.004447	0.007431	4.781e-05	0.003503	0.006421	9.95e-05	0.002855	0.005639	4.686e-06	0.001533	0.002196	5.483e-05	0.002963	0.004493	7.363e-05	0.002747	0.0122	9.183e-05	0.007317	0.0114	0.0001759	0.00413	0.01295	1.66e-05	0.003088	0.01098	0.0001141	0.007525	0.01401	4.269e-05	0.005972	0.01112	0.0001014	0.004136	0.012	4.202e-05	0.00149	0.003429
-Neurodegenerative Diseases	TOTAL	0.004508	0.004909	0.007877	0.008008	0.008064	0.008679	0.005579	0.006465	0.01224	0.002139	0.003739	0.01287	0.005556	0.006288	0.009763	0.002628	0.003075	0.006101	0.002669	0.002845	0.01021	0.003035	0.003383	0.005334	0.002236	0.003397	0.005331	0.005103	0.005291	0.007683	0.002881	0.003154	0.01352	0.002366	0.002753	0.006418	0.002693	0.003141	0.00734	0.003987	0.004296	0.009374	0.006635	0.006935	0.01373	0.004034	0.004596	0.008584	0.003946	0.004266	0.005286	0.01047	0.01105	0.0147	0.004817	0.00488	0.007742	0.00576	0.00647	0.01206	0.00408	0.004711	0.006156	0.004301	0.004448	0.008406	0.002612	0.002841	0.004456	0.002988	0.003484	0.004177	0.00414	0.004365	0.008677	0.003399	0.00401	0.00495	0.004117	0.004502	0.005949	0.00291	0.003286	0.006652
-Cardiovascular Diseases	TOTAL	6.914e-06	6.914e-06	6.914e-06	5.029e-05	5.029e-05	5.029e-05	3.046e-06	3.046e-06	3.046e-06	9.29e-06	9.29e-06	9.29e-06	1.509e-05	1.509e-05	1.509e-05	0.0003213	0.0003213	0.0003213	3.481e-05	3.481e-05	3.481e-05	0.0001099	0.0001099	0.0001099	0.0001859	0.0001859	0.0001859	0.0003858	0.0003858	0.0003858	0.0007814	0.0007814	0.0007814	0.0002029	0.0002029	0.0002029	0.0003952	0.0003952	0.0003952	1.376e-05	1.376e-05	1.376e-05	7.015e-06	7.015e-06	7.015e-06	8.642e-05	8.642e-05	8.642e-05	3.954e-05	3.954e-05	3.954e-05	3.989e-06	3.989e-06	3.989e-06	7.37e-06	7.37e-06	7.37e-06	7.718e-06	7.718e-06	7.718e-06	1.869e-05	1.869e-05	1.869e-05	1.007e-05	1.007e-05	1.007e-05	0.0002131	0.0002131	0.0002131	1.607e-05	1.607e-05	1.607e-05	4.744e-05	4.744e-05	4.744e-05	7.292e-05	7.292e-05	7.292e-05	1.934e-05	1.934e-05	1.934e-05	3.258e-05	3.258e-05	3.258e-05
-Metabolic Diseases	TOTAL	3.389e-05	3.389e-05	3.389e-05	0.0001327	0.0001327	0.0001327	0.0001246	0.0001246	0.0001246	6.051e-07	6.051e-07	6.051e-07	0.0001374	0.0001374	0.0001374	2.657e-05	2.657e-05	2.657e-05	5.375e-07	5.375e-07	5.375e-07	3.224e-05	3.224e-05	3.224e-05	1.829e-05	1.829e-05	1.829e-05	4.945e-05	4.945e-05	4.945e-05	1.135e-05	1.135e-05	1.135e-05	3.551e-05	3.551e-05	3.551e-05	2.425e-05	2.425e-05	2.425e-05	1.269e-05	1.269e-05	1.269e-05	1.125e-05	1.125e-05	1.125e-05	6.247e-06	6.247e-06	6.247e-06	3.869e-06	3.869e-06	3.869e-06	6.594e-05	6.594e-05	6.594e-05	1.252e-06	1.252e-06	1.252e-06	0.0001149	0.0001149	0.0001149	1.389e-05	1.389e-05	1.389e-05	0.0001684	0.0001684	0.0001684	5.691e-05	5.691e-05	5.691e-05	3.899e-06	3.899e-06	3.899e-06	1.668e-05	1.668e-05	1.668e-05	1.621e-05	1.621e-05	1.621e-05	2.464e-06	2.464e-06	2.464e-06	8.258e-06	8.258e-06	8.258e-06
-Infectious Diseases	TOTAL	0.0007653	0.0007785	0.000905	0.0008366	0.0008604	0.001722	0.0007407	0.0007643	0.001283	0.0005993	0.0006034	0.0006999	0.0009039	0.0009427	0.001919	0.001847	0.001868	0.002193	0.0002464	0.0002465	0.0003396	0.00143	0.001441	0.001745	0.001315	0.001385	0.002664	0.0003358	0.0003478	0.0004536	0.0006975	0.0006993	0.0007183	0.001813	0.001829	0.002049	0.001614	0.001637	0.002017	0.0008108	0.0008213	0.0009599	0.001038	0.001042	0.00118	0.0007928	0.0007961	0.0009213	0.0009893	0.001023	0.001462	0.0009054	0.0009643	0.001581	0.0004427	0.0004429	0.0004773	0.001367	0.001394	0.002004	0.002111	0.002146	0.002313	0.003598	0.0036	0.003628	0.002175	0.002187	0.002229	0.001431	0.001638	0.002015	0.002343	0.002346	0.00238	0.001291	0.001335	0.001786	0.00174	0.001762	0.00187	0.0009001	0.0009316	0.001013
Not Mapped	TOTAL	0.1239	0.1239	0.1239	0.2085	0.2085	0.2085	0.1639	0.1639	0.1639	0.1328	0.1328	0.1328	0.202	0.202	0.202	0.1891	0.1891	0.1891	0.1008	0.1008	0.1008	0.1979	0.1979	0.1979	0.1825	0.1825	0.1825	0.09657	0.09657	0.09657	0.0832	0.0832	0.0832	0.1875	0.1875	0.1875	0.188	0.188	0.188	0.1801	0.1801	0.1801	0.1452	0.1452	0.1452	0.1223	0.1223	0.1223	0.1923	0.1923	0.1923	0.1663	0.1663	0.1663	0.1037	0.1037	0.1037	0.1983	0.1983	0.1983	0.1849	0.1849	0.1849	0.1431	0.1431	0.1431	0.1679	0.1679	0.1679	0.156	0.156	0.156	0.1694	0.1694	0.1694	0.1669	0.1669	0.1669	0.1967	0.1967	0.1967	0.1577	0.1577	0.1577
-Not Mapped	TOTAL	0.1239	0.1239	0.1239	0.2085	0.2085	0.2085	0.1639	0.1639	0.1639	0.1328	0.1328	0.1328	0.202	0.202	0.202	0.1891	0.1891	0.1891	0.1008	0.1008	0.1008	0.1979	0.1979	0.1979	0.1825	0.1825	0.1825	0.09657	0.09657	0.09657	0.0832	0.0832	0.0832	0.1875	0.1875	0.1875	0.188	0.188	0.188	0.1801	0.1801	0.1801	0.1452	0.1452	0.1452	0.1223	0.1223	0.1223	0.1923	0.1923	0.1923	0.1663	0.1663	0.1663	0.1037	0.1037	0.1037	0.1983	0.1983	0.1983	0.1849	0.1849	0.1849	0.1431	0.1431	0.1431	0.1679	0.1679	0.1679	0.156	0.156	0.156	0.1694	0.1694	0.1694	0.1669	0.1669	0.1669	0.1967	0.1967	0.1967	0.1577	0.1577	0.1577
TOTAL	MAPPED	1.141	1.141	1.141	1.263	1.263	1.263	1.196	1.196	1.196	1.153	1.153	1.153	1.253	1.253	1.253	1.233	1.233	1.233	1.112	1.112	1.112	1.247	1.247	1.247	1.223	1.223	1.223	1.107	1.107	1.107	1.091	1.091	1.091	1.231	1.231	1.231	1.232	1.232	1.232	1.22	1.22	1.22	1.17	1.17	1.17	1.139	1.139	1.139	1.238	1.238	1.238	1.199	1.199	1.199	1.116	1.116	1.116	1.247	1.247	1.247	1.227	1.227	1.227	1.167	1.167	1.167	1.202	1.202	1.202	1.185	1.185	1.185	1.204	1.204	1.204	1.2	1.2	1.2	1.245	1.245	1.245	1.187	1.187	1.187
MAPPED	MAPPED	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Genetic Information Processing	MAPPED	0.2517	0.2587	0.2797	0.2006	0.2107	0.2387	0.1558	0.1656	0.1739	0.1177	0.1216	0.1296	0.1815	0.19	0.2083	0.2708	0.2819	0.2965	0.05559	0.05834	0.06124	0.2967	0.3066	0.3297	0.4525	0.4614	0.4908	0.08459	0.08743	0.09463	0.06379	0.06618	0.06717	0.2742	0.2933	0.3066	0.2982	0.3146	0.326	0.1743	0.1788	0.1882	0.176	0.1817	0.1972	0.1853	0.1923	0.204	0.163	0.1713	0.187	0.1907	0.2062	0.2332	0.05105	0.05391	0.05584	0.1855	0.1932	0.2202	0.2819	0.2972	0.3221	0.5361	0.5536	0.5924	0.3204	0.3296	0.3558	0.2333	0.238	0.2557	0.2242	0.2412	0.2591	0.3093	0.3173	0.3439	0.3117	0.3263	0.3467	0.1427	0.1529	0.1965
-Transcription	MAPPED	0.01437	0.01438	0.01453	0.0166	0.01661	0.01674	0.009673	0.009681	0.009783	0.003853	0.003858	0.003969	0.01561	0.01563	0.01599	0.02098	0.021	0.02141	0.002279	0.002279	0.002383	0.02175	0.02176	0.02214	0.04999	0.05006	0.05166	0.006059	0.006063	0.006189	0.006446	0.006447	0.006469	0.01374	0.01376	0.01403	0.01548	0.01551	0.01598	0.01074	0.01076	0.01093	0.01042	0.01043	0.01059	0.005702	0.005712	0.005849	0.01215	0.01217	0.01274	0.0161	0.01612	0.0162	0.001599	0.001599	0.001638	0.01551	0.01552	0.01573	0.0278	0.02783	0.02806	0.008366	0.008375	0.00849	0.01466	0.01467	0.01483	0.02402	0.02404	0.02442	0.01619	0.0162	0.01641	0.03842	0.03844	0.03902	0.03747	0.03749	0.03789	0.00749	0.007495	0.007625
-Translation	MAPPED	0.06142	0.06226	0.06246	0.05877	0.05969	0.05987	0.04347	0.04388	0.04401	0.04324	0.04344	0.04357	0.04766	0.04826	0.04865	0.09801	0.09892	0.09942	0.01862	0.01869	0.01879	0.1208	0.1215	0.1221	0.175	0.1774	0.1791	0.02552	0.02597	0.02612	0.01863	0.0187	0.01873	0.1098	0.1105	0.1108	0.1206	0.1216	0.1222	0.0552	0.05566	0.05589	0.04501	0.04524	0.04545	0.0829	0.0832	0.08335	0.0425	0.04309	0.04368	0.05161	0.05229	0.05245	0.02043	0.02053	0.02058	0.06051	0.0611	0.06135	0.08285	0.08449	0.0849	0.3604	0.3608	0.3609	0.1439	0.1446	0.1448	0.06916	0.0713	0.07173	0.08977	0.08997	0.09019	0.09474	0.09837	0.099	0.1186	0.121	0.1215	0.04797	0.04859	0.04876
-Folding, Sorting and Degradation	MAPPED	0.1591	0.1637	0.1856	0.1089	0.1179	0.1439	0.0927	0.09943	0.1083	0.06284	0.06777	0.07387	0.1022	0.1096	0.1289	0.1342	0.1367	0.1545	0.02929	0.03209	0.03461	0.1355	0.1461	0.1642	0.1623	0.1704	0.2011	0.04301	0.04599	0.05222	0.03491	0.03727	0.03795	0.1353	0.1372	0.1525	0.1402	0.1422	0.1544	0.09379	0.09609	0.1066	0.1058	0.1071	0.1246	0.08763	0.0912	0.1031	0.08899	0.09936	0.1135	0.1055	0.12	0.1477	0.02443	0.02653	0.02816	0.09723	0.1031	0.1291	0.1393	0.1539	0.185	0.1513	0.1654	0.2032	0.1356	0.1437	0.1664	0.107	0.1101	0.1293	0.09624	0.1073	0.1227	0.1248	0.1347	0.1619	0.1197	0.129	0.1558	0.07598	0.08696	0.1298
-DNA Maintenance	MAPPED	0.0131	0.01704	0.02178	0.01557	0.01675	0.02076	0.009851	0.01076	0.01214	0.005691	0.008148	0.009723	0.01191	0.01614	0.0178	0.01514	0.02049	0.02394	0.003712	0.005196	0.006442	0.01379	0.01973	0.0225	0.04333	0.06418	0.06975	0.007678	0.00987	0.0114	0.00313	0.00397	0.004399	0.01473	0.02385	0.03023	0.01887	0.02824	0.03483	0.01099	0.01466	0.01645	0.00878	0.01589	0.01841	0.006469	0.01085	0.01477	0.01246	0.01872	0.02081	0.01275	0.01856	0.0201	0.003895	0.004827	0.006327	0.01097	0.01313	0.01602	0.01645	0.0324	0.03599	0.01324	0.01926	0.026	0.01446	0.03007	0.03577	0.01929	0.03206	0.0346	0.01632	0.02775	0.03638	0.03635	0.04858	0.05403	0.02477	0.04076	0.04283	0.007037	0.01039	0.01195
-RNA Family	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	MAPPED	0.06343	0.06344	0.06474	0.06907	0.06909	0.06967	0.06013	0.0602	0.06293	0.03661	0.03662	0.03753	0.06817	0.0683	0.07017	0.06213	0.06213	0.06368	0.04341	0.04343	0.0437	0.04934	0.04937	0.05063	0.05031	0.05036	0.05188	0.03883	0.03925	0.03994	0.04704	0.04704	0.04742	0.07204	0.07211	0.07448	0.07705	0.07712	0.08006	0.04878	0.04895	0.05074	0.03865	0.03889	0.03996	0.026	0.02601	0.02658	0.06404	0.06427	0.06631	0.06247	0.06287	0.0645	0.02573	0.02575	0.02594	0.0831	0.08311	0.08527	0.05264	0.05277	0.05464	0.0264	0.02659	0.02696	0.03922	0.03926	0.04043	0.05592	0.05637	0.05764	0.05489	0.0549	0.05645	0.06645	0.06647	0.06848	0.04254	0.04256	0.0444	0.04373	0.04374	0.04496
-Signal Transduction	MAPPED	0.02926	0.02926	0.03017	0.06537	0.06537	0.06537	0.05315	0.05315	0.05488	0.03136	0.03136	0.03154	0.05716	0.05717	0.05807	0.04022	0.04022	0.04057	0.0414	0.0414	0.04148	0.03363	0.03363	0.03387	0.04063	0.04064	0.04115	0.03483	0.03483	0.03498	0.04373	0.04373	0.04386	0.04319	0.04321	0.04364	0.04722	0.04725	0.04757	0.03971	0.03971	0.03989	0.03241	0.03241	0.03265	0.02089	0.02089	0.0211	0.03973	0.03973	0.03996	0.05734	0.05734	0.05799	0.02109	0.02109	0.02115	0.07354	0.07354	0.07496	0.03658	0.03658	0.03704	0.01741	0.01741	0.0176	0.03384	0.03384	0.03408	0.04148	0.04148	0.04201	0.03458	0.03458	0.03496	0.05324	0.05324	0.05423	0.02875	0.02875	0.0294	0.03117	0.03117	0.03157
-Signaling Molecules and Interaction	MAPPED	0.03417	0.03418	0.03457	0.0037	0.003719	0.004299	0.006981	0.007057	0.008057	0.005251	0.005254	0.005993	0.01101	0.01109	0.01211	0.0219	0.02191	0.02311	0.002001	0.002023	0.002224	0.01571	0.01572	0.01676	0.00967	0.009715	0.01073	0.003998	0.004403	0.004952	0.003303	0.003309	0.003565	0.02885	0.02888	0.03086	0.02983	0.02987	0.03252	0.009067	0.009164	0.01085	0.006246	0.006265	0.007313	0.005115	0.005125	0.005484	0.02431	0.02432	0.02628	0.005127	0.005508	0.006503	0.004643	0.004654	0.004784	0.009558	0.009569	0.01031	0.01605	0.01617	0.01759	0.008998	0.009001	0.009365	0.005382	0.005392	0.006349	0.01443	0.01445	0.01562	0.02031	0.02032	0.02148	0.01321	0.01322	0.01425	0.01379	0.01381	0.015	0.01256	0.01257	0.01339
Cellular Processes	MAPPED	0.08142	0.08178	0.08568	0.2151	0.2152	0.2153	0.1688	0.1691	0.1771	0.06619	0.06798	0.07853	0.1867	0.1874	0.1927	0.1293	0.1304	0.1354	0.2276	0.2278	0.2362	0.1363	0.1367	0.1402	0.105	0.1055	0.1088	0.4966	0.4967	0.4998	0.07181	0.07201	0.08368	0.09965	0.1006	0.107	0.1164	0.1172	0.1249	0.0885	0.09031	0.0986	0.09201	0.09311	0.1026	0.05822	0.05871	0.06571	0.1171	0.1174	0.1204	0.2115	0.212	0.217	0.3636	0.3636	0.367	0.1703	0.1709	0.1786	0.1162	0.1165	0.1198	0.0426	0.04285	0.04787	0.09748	0.09799	0.1009	0.1256	0.1261	0.1278	0.129	0.1294	0.1358	0.1372	0.1377	0.1398	0.1193	0.1195	0.1226	0.09468	0.09495	0.09993
-Crystallins	MAPPED	0.00241	0.00241	0.00241	0.005395	0.005395	0.005395	0.002744	0.002744	0.002744	0.0006786	0.0006786	0.0006786	0.002147	0.002147	0.002147	0.001265	0.001265	0.001265	0.01351	0.01351	0.01351	0.0009563	0.0009563	0.0009563	0.0007154	0.0007154	0.0007154	0.4019	0.4019	0.4019	0.03195	0.03195	0.03195	0.001564	0.001564	0.001564	0.0007307	0.0007307	0.0007307	0.0009046	0.0009046	0.0009046	0.007053	0.007053	0.007053	0.0006973	0.0006973	0.0006973	0.006121	0.006121	0.006121	0.005448	0.005448	0.005448	0.005122	0.005122	0.005122	0.002173	0.002173	0.002173	0.001156	0.001156	0.001156	0.0008077	0.0008077	0.0008077	0.0009958	0.0009958	0.0009958	0.0005562	0.0005562	0.0005562	0.0211	0.0211	0.0211	0.001196	0.001196	0.001196	0.001689	0.001689	0.001689	0.0026	0.0026	0.0026
-Stress Response	MAPPED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	MAPPED	0.02753	0.02788	0.02836	0.04399	0.04399	0.04421	0.03576	0.03601	0.03703	0.02709	0.02765	0.02872	0.04013	0.04069	0.0417	0.02602	0.0271	0.02833	0.009196	0.009377	0.009623	0.01988	0.02021	0.02124	0.01853	0.01876	0.0198	0.01363	0.01371	0.01415	0.01047	0.01066	0.01102	0.02874	0.02967	0.03149	0.03305	0.03377	0.0363	0.04325	0.04502	0.04705	0.04276	0.04382	0.04535	0.03193	0.03229	0.03477	0.02929	0.02964	0.03142	0.04197	0.04208	0.04307	0.005429	0.005477	0.00563	0.04369	0.04408	0.04487	0.03491	0.03513	0.03676	0.01067	0.0109	0.01128	0.02448	0.0249	0.02589	0.0321	0.0326	0.0337	0.02343	0.02364	0.02485	0.03596	0.0362	0.03733	0.02434	0.02452	0.0258	0.03799	0.03822	0.03918
