Numerator	Denominator	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO	hsa Geiger 2012 HeLa	hsa Geiger 2012 Jurkat	hsa Geiger 2012 U2OS	hsa Geiger 2012 MCF7	hsa Geiger 2012 A549	hsa Geiger 2012 GAMG	hsa Geiger 2012 HEK293	hsa Geiger 2012 HepG2	hsa Geiger 2012 K562	hsa Geiger 2012 LnCap	hsa Geiger 2012 RKO
-Signaling Molecules and Interaction	-Development	6.765	14.26	23.5	2.528	6.144	11.75	5.562	12.11	19.69	6.616	16.12	28.93	5.323	9.595	14.43	5.196	10.38	13.05	3.493	9.786	14.92	4.908	12.2	16.68	5.938	23.21	57.65	8.937	24.88	31.46	4.323	11.2	17.39
Cellular Processes	-Development	74.73	120.7	155.9	32.24	57.64	91.82	70.35	116	158.3	65.2	123.5	201.8	68.28	86.99	109.7	49.98	79.17	93.96	47.92	92.35	123.1	37.6	63.78	72.95	61.65	164	334.7	61.17	120.5	150.9	38.4	75.6	101.2
-Hemoglobin	-Development	0.0005091	0.0008299	0.001969	0.0005736	0.0009646	0.002083	0.00106	0.002035	0.002471	2.363e-08	4.326e-08	0.002431	0.000258	0.0003495	0.0008008	0.0001289	0.0001658	0.0002901	1.945e-08	2.942e-08	0.001278	0.0006185	0.001108	0.001239	0.03643	0.07088	0.2337	3.181e-08	5.334e-08	0.0003269	0.001728	0.003366	0.004628
-Vesicular Transport	-Development	7.957	11.83	18.4	3.771	7.175	13.22	7.201	9.75	14.08	8.845	14.36	21.55	5.507	7.183	9.525	6.206	7.944	10.48	7.167	12.77	16.01	7.509	12.27	16.29	9.133	24.99	50.65	12.6	22.21	34.45	6.594	9.843	14.57
-Cytoskeleton	-Development	51.71	85.98	113.9	20.6	40.25	66.92	45.94	84.08	116.4	43.27	86.86	135.4	46.58	62.46	78.07	33.32	58.26	70.25	28.04	60.84	79.83	22.81	41.92	46.51	35.3	112.8	230.8	34.99	77.45	94.48	21.98	46.88	64.34
-Cell Motility	-Development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Development	7.3	11.23	15.54	2.413	6.33	11.18	6.23	8.519	14.84	7.486	12.45	24.45	3.6	5.545	9.122	2.136	3.812	6.273	7.703	12.35	19.14	2.556	5.112	6.922	9.856	26.07	50.63	7.098	13.87	17.39	5.075	9.362	14.72
-Cell Communication	-Development	7.241	10.92	12.9	2.061	3.846	5.435	8.969	12.1	15.27	5.431	8.812	14.34	7.827	10.66	12.9	6.35	7.566	8.947	5.012	6.853	8.862	3.913	6.054	7.611	7.329	15.5	35.83	4.605	7.575	10.67	4.449	6.583	8.886
Metabolism	-Development	110.5	195.8	247.2	49.13	95.56	145.7	75.7	147.3	181.4	114.4	223.6	360.3	94.8	130.7	153.8	48.27	80.99	96.9	95.36	206.5	250.6	96.71	174.7	201.7	125.4	373.5	800.4	197.2	390.2	505.7	91.22	183.9	255.1
-Membrane Transport	-Development	1.645	2.503	2.923	0.3959	0.6342	1.378	0.834	1.178	1.794	1.198	1.687	2.556	0.7942	1.085	1.409	0.5768	0.7905	1.09	0.8705	1.544	2.398	1.135	1.462	1.955	1.338	3.893	7.456	1.682	3.262	4.091	0.7026	1.195	1.653
-Central Carbon Metabolism	-Development	16.49	26.46	47.03	7.542	17.99	26.31	12.74	20.17	31	14.36	35.99	64.09	11.2	21.7	28.21	8.902	13.46	21.03	14.57	29.11	36	15.27	24.08	30.38	17.17	56.01	112	30.59	55.75	102.4	15.33	28.6	44.29
-Energy Metabolism	-Development	4.469	11.96	16.83	2.496	6.062	12.91	3.207	7.841	14.08	3.85	12.86	22.92	2.591	6.918	8.815	2.242	5.027	6.678	4.122	10.64	19.47	2.952	8.293	12.76	5.296	21.14	51.1	8.315	28	37.41	3.853	9.968	22.3
-Biosynthesis	-Development	26.19	48.44	63.72	11.81	23.44	36.31	19.55	34.91	46.46	23.38	60.76	89.51	16.84	36	41.07	13.48	20.93	23.87	22.63	46.24	61.68	29.01	47.7	59.03	31.42	103.9	189.1	57.3	111.6	142.7	24.53	50.93	66.36
-Other Enzymes	-Development	56.48	92.23	129.2	25.85	46.85	79.23	39.37	69.93	99.02	59.97	109.8	175	45.54	65.11	79.26	23.04	39.63	50.67	53.18	103.5	123.9	47.89	87.73	103.4	70.19	185.7	413.9	97.94	186.4	219.1	46.8	93	130.5
Organismal Systems	-Development	15.71	48.76	59.01	7.944	27.17	37.15	11.67	34.19	48.69	14.99	50.07	89.29	12.68	24.7	33.39	8.9	23.16	28.73	11.46	36.97	52.23	14.67	37.57	47.23	14.48	84.98	187.8	20.46	63.13	76.28	10.54	38.68	57.94
-Immune System	-Development	3.226	11.07	27.05	1.597	6.33	14.1	2.249	8.696	18.79	3.239	10.99	32.11	2.641	6.168	11.43	1.932	6.638	9.794	2.021	8.673	23.42	3.028	10.01	17.68	2.749	21.44	67.49	3.285	16.63	29.51	2.01	10.38	22.51
-Endocrine System	-Development	1.412	6.588	11.83	0.7057	1.894	4.165	1.137	5.162	9.617	1.527	8.711	23.57	1.076	3.091	5.314	0.8184	4.215	6.898	1.329	6.037	12.37	1.976	8.271	13.65	1.201	8.745	35.38	2.315	10.7	13.03	1.42	4.009	11.72
-Circulatory System	-Development	2.433	4.159	5.394	0.9872	1.82	2.863	2.194	4.379	5.19	1.456	3.046	4.125	1.995	3.058	3.811	1.256	2.386	3.245	1.743	2.919	4.542	1.098	1.444	2.262	2.241	6.053	8.709	1.574	3.317	5.813	1.626	2.809	4.746
-Digestive System	-Development	3.263	6.848	8.51	0.7456	2.358	3.068	1.859	4.385	5.742	3.189	7.954	11.78	2.105	4.905	5.814	1.011	2.713	3.505	1.585	4.607	5.579	2.366	5.505	7.891	2.929	10.5	20.7	4.578	8.809	10.49	1.487	3.914	5.86
-Excretory System	-Development	1.382	2.335	6.149	1.137	2.032	4.503	1.539	2.416	4.398	1.254	2.894	8.325	0.9984	1.421	2.988	0.9661	1.547	3.179	1.181	2.829	4.982	1.128	3.641	6.43	2.214	4.577	14.61	1.88	4.979	12.29	1.256	2.282	5.346
-Nervous System	-Development	1.092	2.691	8.081	0.514	2.013	6.528	0.765	1.472	7.775	0.9325	2.491	11.35	0.5523	1.33	5.046	0.569	1.544	4.058	1.095	2.575	9.583	0.6136	1.589	4.274	1.546	5.297	25.78	1.606	2.75	8.427	0.8501	2.515	6.952
-Sensory System	-Development	0.04091	0.4193	0.6074	0.0281	0.3548	0.8937	0.04122	0.3872	0.7286	0.05056	0.4274	1.001	0.02832	0.3425	0.4495	0.02047	0.4217	0.7101	0.06516	0.4936	0.8745	0.03733	0.281	0.4143	0.04891	0.3531	1.54	0.0645	0.3857	0.6607	0.03675	0.433	0.5542
-Development	-Development	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Environmental Adaptation	-Development	0.07835	0.4012	3.84	0.04204	0.2657	1.389	0.05651	0.3602	2.849	0.06851	0.4591	3.39	0.03926	0.2165	1.758	0.03391	0.1296	1.66	0.06999	0.5469	3.262	0.0313	0.2951	3.917	0.1753	1.576	11.05	0.06435	0.2736	8.728	0.07796	0.4219	3.328
Human Diseases	-Development	44.12	64.82	85.15	21.72	41.28	53.98	29.59	46.93	64.15	46.22	69.66	122.3	22.77	38.53	45.6	17.44	31.5	36.12	34.38	57.19	75.48	33.39	52.43	57.36	53.47	121.5	281.6	66.07	120.3	151.2	39.62	66.26	89.75
-Cancers	-Development	4.362	7.253	20.27	2.523	4.541	6.663	3.588	5.483	17.29	3.903	8.982	28.01	2.307	3.658	10.18	1.789	2.599	6.65	4.723	7.472	21.18	3.216	3.754	14.76	10.32	21.05	61.52	8.542	12.48	27.94	3.581	6.706	18.64
-Immune System Diseases	-Development	1.59	7.843	13.28	1.925	5.875	12.86	1.393	5.501	7.172	1.95	8.638	16.09	0.6105	5.063	6.656	0.5927	2.979	4.186	2.637	7.224	10.19	1.692	6.482	9.396	9.339	16.95	31.96	2.82	13.21	24.98	2.148	9.381	20.79
-Neurodegenerative Diseases	-Development	11.38	24.13	32.43	4.581	12.94	16.51	7.209	15.48	17.6	10.55	27.65	41.56	8.911	13.21	15.1	5.037	10.05	10.84	9.888	23.85	28.75	10.5	18.85	22.18	11.82	44.19	79.55	22.1	56.81	67.3	10.47	25.52	29.83
-Cardiovascular Diseases	-Development	1.209	5.883	10.47	0.168	1.22	5.909	0.7117	3.32	12.24	1.01	6.101	8.606	0.6912	2.709	5.936	0.804	2.604	9.033	0.9825	2.676	6.169	0.3476	2.316	3.738	1.27	6.154	10.81	1.395	4.571	9.63	0.7141	3.223	5.62
-Metabolic Diseases	-Development	0.002205	0.02336	5.995	0.0003534	0.02212	3.719	0.0001008	0.02815	6.295	0.0003701	0.04216	9.439	0.004588	0.01476	5.581	0.001535	0.01246	4.032	0.004495	0.2177	5.859	0.004652	0.05632	7.412	0.0009106	0.1875	15.32	0.007895	0.03711	17.19	0.003645	0.02488	9.463
-Infectious Diseases	-Development	6.196	12.9	21.16	3.91	8.629	13.28	6.193	12.27	18.23	6.019	17.86	30.12	5.034	8.435	12.21	4.26	8.115	10.55	6.419	11.66	17.59	6.101	9.461	16.93	10.06	27.84	67.88	9.519	18.61	25.72	4.881	12.81	19.92
Not Mapped	-Development	98.21	175.4	212.8	38.49	77.11	112.5	71.34	138.7	166.4	95.35	186.9	292.8	77.53	109.1	126.4	42.25	76.83	83.33	80.77	173.7	213	65.3	119.1	130.8	113.3	343.3	726.6	142.3	285.3	350.4	83.09	166.9	222.5
-Not Mapped	-Development	98.21	175.4	212.8	38.49	77.11	112.5	71.34	138.7	166.4	95.35	186.9	292.8	77.53	109.1	126.4	42.25	76.83	83.33	80.77	173.7	213	65.3	119.1	130.8	113.3	343.3	726.6	142.3	285.3	350.4	83.09	166.9	222.5
TOTAL	-Environmental Adaptation	62.07	2133	8313	57.64	1546	5873	63.76	1659	9582	48.94	2079	8322	82.23	2170	9309	101.4	1890	8457	66.01	1556	7604	60.29	2097	4812	40.5	1468	5740	91.57	1983	14260	58.76	1480	7463
MAPPED	-Environmental Adaptation	50.96	1751	6825	48.02	1288	4894	52.4	1363	7875	40.24	1709	6842	66.65	1759	7544	83.41	1556	6959	54.22	1278	6246	49.79	1732	3974	33.02	1197	4680	73.7	1596	11480	47.28	1191	6005
Genetic Information Processing	-Environmental Adaptation	21.78	749.8	2731	19.52	522.6	1822	20.97	546.3	2953	17.15	731.8	2838	23.45	620.5	2477	26.64	507.4	2058	25.38	607.3	2803	18.46	664	1393	15.46	564.8	2048	27.76	610.7	4069	21.1	530.3	2548
-Transcription	-Environmental Adaptation	2.692	86.22	346.3	2.612	70.44	257.2	2.243	54.02	323.8	1.879	74.84	334.1	2.864	70.18	312.3	2.6	45.71	212.3	3.125	69.16	350.8	1.627	61.1	124.5	1.825	69.69	251.9	3.297	71.26	500.5	2.052	50.85	250.5
-Translation	-Environmental Adaptation	9.496	316.4	1207	6.62	166.7	623	8.83	220.9	1254	7.367	303.6	1209	10.26	262	1108	10.82	195.9	860.6	10.41	238.3	1136	7.733	253.9	575.3	6.506	228.4	873.8	11.17	223	1600	9.512	228.2	1137
-Folding, Sorting and Degradation	-Environmental Adaptation	6.093	219.2	777.4	5.5	146	531.6	6.464	174.8	933.4	4.953	226.9	830.1	6.411	183.4	699.9	9.104	187.3	718.1	7.664	189.6	877.8	6.292	245.1	509.8	4.6	168.7	605.7	8.149	197.7	1280	6.036	156.8	762.3
-DNA Maintenance	-Environmental Adaptation	3.495	128	400.2	4.789	135.8	409.9	3.43	96.56	441.6	2.95	126.4	438.2	3.92	104.9	357.2	4.115	78.48	273.7	4.177	110.2	438.1	2.804	103.8	183.8	2.526	98.02	316.8	5.14	118.8	668.7	3.504	94.48	398.3
-RNA Family	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Environmental Adaptation	1.549	52.3	244.7	1.554	33.1	162.8	1.714	50.83	231.7	1.456	61.79	182.7	2.324	65.85	277.3	3.657	84.98	342	1.292	33.35	172.3	1.582	53.52	143.9	0.9606	29.97	153.1	2.517	60.15	298.4	1.355	38.89	201.2
-Signal Transduction	-Environmental Adaptation	0.7328	14.44	75.26	0.8894	13.57	66.47	0.7461	12.11	53.38	0.7839	18.82	46.88	1.027	17.04	73.96	1.491	23.64	80.64	0.7199	12.65	66.01	0.557	14.09	39.35	0.5022	11.64	62.66	1.041	15.83	83.61	0.6568	12.69	67
-Signaling Molecules and Interaction	-Environmental Adaptation	0.816	37.86	159.8	0.6647	19.53	96.36	0.9677	36.69	178.3	0.6724	39.49	135.8	1.297	47.1	190.5	2.166	61.35	246.3	0.572	19.02	106.3	1.025	39.42	104.5	0.4584	17.89	90.45	1.477	44.32	236	0.6981	26.21	120.3
Cellular Processes	-Environmental Adaptation	8.149	287.4	1156	7.529	193.6	879	10.24	279.5	1678	5.815	252.1	966.1	13.11	354.3	1582	19.29	377.1	1758	6.854	163.2	859.7	5.795	195.4	514.6	3.982	129.5	592.9	7.371	168.5	1283	5.26	134.1	717.2
-Hemoglobin	-Environmental Adaptation	4.852e-05	0.001667	0.006499	0.0001203	0.003226	0.01226	0.0001666	0.004335	0.02504	1.87e-09	1.092e-07	0.006641	4.963e-05	0.00131	0.005618	3.874e-05	0.0007225	0.004249	1.883e-09	5.11e-08	0.002864	9.757e-05	0.003394	0.007787	0.001544	0.05598	0.2189	3.175e-09	1.793e-07	0.001876	0.0002315	0.005831	0.02941
-Vesicular Transport	-Environmental Adaptation	1.021	23.53	122.5	1.2	23.38	131.9	1.182	25.52	146.1	0.8072	29.95	99.51	1.355	27.82	147.1	2.5	52.26	197.3	1.159	20.11	141.8	1.136	33.5	111.7	0.6838	15.28	85.46	1.591	42.19	258.3	0.9725	22.03	115.3
-Cytoskeleton	-Environmental Adaptation	5.604	205.7	788.6	4.919	145	562.2	7.128	204.9	1167	3.874	172.8	683.3	9.174	256.7	1090	13.75	282.6	1255	4.168	103.7	498.1	3.638	133.2	295.3	2.299	89.1	337.3	4.397	105	736.7	3.111	85.45	417.1
-Cell Motility	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Environmental Adaptation	0.8712	19.38	153	0.9932	13.57	123	0.9863	14.31	164.4	0.7292	19.45	117.1	1.111	16.63	163.3	1.297	11.38	138.2	1.104	15.96	163	0.5238	9.781	63.03	0.6647	12.82	113.1	0.9445	18.8	147.9	0.7372	12.5	127.6
-Cell Communication	-Environmental Adaptation	0.6531	21.14	92.43	0.4167	11.59	61.82	0.943	24.05	153.9	0.4052	16.53	66.21	1.474	38.05	181.5	1.751	30.82	218.5	0.4231	10.93	56.85	0.4971	19	44.59	0.3323	12.24	56.81	0.4389	10.61	86.1	0.4388	10.3	57.07
Metabolism	-Environmental Adaptation	11.78	378.3	1636	11.75	314.8	1243	11.45	276	1779	9.598	387.1	1818	18.41	450.6	2066	19.31	327.6	1638	13.42	290.8	1548	15.17	560.6	1235	7.728	294.9	1173	24.28	559.7	3803	12.26	295.8	1617
-Membrane Transport	-Environmental Adaptation	0.1846	4.302	27.14	0.1353	1.346	13.53	0.1307	1.585	21.28	0.1142	2.303	22.43	0.2093	3.131	22.77	0.2599	2.758	20.16	0.1488	1.661	17.22	0.164	3.885	15.68	0.09851	2.37	15.42	0.3072	4.423	46.92	0.1128	1.467	18.43
-Central Carbon Metabolism	-Environmental Adaptation	1.935	51.11	210.5	2.063	42.41	164.3	1.982	38.85	226.7	1.695	68.39	209.5	3.223	73.41	328.6	3.724	56.4	257.1	2.131	41.67	199	2.434	73.81	152.3	1.237	34.87	144.2	4.202	80.15	475.4	1.953	39.08	201.1
-Energy Metabolism	-Environmental Adaptation	0.544	26.78	65	0.589	22.36	57.43	0.6988	17.84	71.35	0.4342	28	86.36	1.028	25.05	62.85	1.199	27.67	80.82	0.5854	22	59.63	0.569	28.68	43.23	0.2447	15.83	52.15	1.058	45.81	215.9	0.5591	26.68	61.89
-Biosynthesis	-Environmental Adaptation	3.046	92.83	334.2	2.788	71.2	253.2	2.91	65.05	355.9	2.186	95.78	341.3	5.758	125	334.4	5.038	71.84	389.5	3.108	60.34	304.9	4.335	154.3	299.8	2.102	70.63	243.8	6.18	156	896.9	3.285	76.94	363.6
-Other Enzymes	-Environmental Adaptation	6.075	197.5	999.1	6.176	163.4	754.5	5.732	144.3	890.3	5.169	189.3	837.5	8.197	220.2	1318	9.092	168.9	969.2	7.442	161.7	967	7.665	268.8	737.6	4.046	146.6	717.5	12.54	281.2	1863	6.35	151.3	971.7
Organismal Systems	-Environmental Adaptation	3.323	94.14	355.7	2.907	79	234.6	3.417	81.75	398	2.939	103.7	395.8	4.029	114.1	377	6.299	126.6	446.1	3.046	66.08	263.8	3.922	96.71	259.9	2.181	43.64	204.7	3.902	90.22	537.3	2.807	76.92	278.8
-Immune System	-Environmental Adaptation	0.5718	21.63	113.9	0.4925	19.63	78.64	0.5268	17.72	115.7	0.398	29.88	89.59	0.6979	25.54	106.4	1.302	41.09	141.5	0.4129	15.3	76.59	0.6666	31.9	91.15	0.2843	16.93	65.55	0.7386	40.01	194.8	0.4814	24.6	104.2
-Endocrine System	-Environmental Adaptation	0.667	8.313	84.08	0.3504	7.515	21.72	0.6878	7.964	91.35	0.7614	9.176	127.1	0.7557	9.76	67.54	1.298	21	104.7	0.6965	7.663	67.33	1.09	17.9	75.32	0.3658	4.213	49.88	0.8604	15.63	83.42	0.567	9.194	51.43
-Circulatory System	-Environmental Adaptation	0.2129	9.108	35.86	0.1924	7.263	25.56	0.3317	9.672	48.49	0.08518	5.505	19.75	0.3863	13.64	47.26	0.5537	12.03	43.59	0.1353	5.926	22.06	0.09743	6.932	12.87	0.07167	4.854	17.88	0.1266	7.119	33.52	0.1302	5.502	30.42
-Digestive System	-Environmental Adaptation	0.4624	15.26	71.23	0.2471	7.886	33.06	0.4041	9.507	57.49	0.3844	16.09	59.84	0.6339	19.67	97.37	0.824	10.44	74.12	0.3518	7.166	47.52	0.6849	17.15	51.24	0.2472	8.825	38.05	0.7085	9.618	80.64	0.2509	8.987	43.18
-Excretory System	-Environmental Adaptation	0.1577	5.07	17.64	0.3402	6.12	34.75	0.2157	6.507	27.23	0.1363	7.579	19.51	0.2111	6.52	19.82	0.3356	9.395	44.67	0.1964	5.173	20.4	0.149	9.033	35.37	0.1041	3.615	15.77	0.2258	12.06	70.38	0.1558	4.501	17.05
-Nervous System	-Environmental Adaptation	0.1684	12.14	16.87	0.1743	10.97	20.1	0.1447	10.28	15.07	0.1173	13.35	15.95	0.1779	10.96	19.84	0.3681	14.14	30.15	0.1656	9.54	14.29	0.1379	5.587	17.14	0.07949	5.334	15.05	0.1468	12.07	25.84	0.1241	9.798	13.67
-Sensory System	-Environmental Adaptation	0.01506	0.1582	5.351	0.01161	0.6785	7.57	0.008324	0.2557	6.851	0.009401	0.2952	4.944	0.01791	0.2557	6.799	0.03217	0.4277	14.33	0.01129	0.2681	5.505	0.009463	0.1245	2.559	0.00333	0.1324	2.014	0.01462	0.2357	5.617	0.02956	0.1455	6.073
-Development	-Environmental Adaptation	0.06752	1.932	12.64	0.09824	2.537	21.34	0.09824	1.863	11.08	0.0471	1.365	8.388	0.1485	3.382	19.85	0.2384	4.191	28.88	0.07636	1.305	11.15	0.0868	3.065	9.715	0.02531	0.5839	3.013	0.08043	1.356	14.13	0.06827	1.294	10.83
-Environmental Adaptation	-Environmental Adaptation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Human Diseases	-Environmental Adaptation	4.377	145.6	701.5	4.763	129.3	552.5	4.61	105.1	678.1	3.281	137	610.2	5.313	141.7	765	8.206	132	718	4.237	91.9	599.4	4.869	161.8	427.2	2.709	97.41	507.9	7.872	149.8	1280	4.494	105.5	642.8
-Cancers	-Environmental Adaptation	0.5542	14.01	79.65	0.4461	12.62	92.92	0.5387	11.05	63.61	0.3402	12.36	120.6	0.5979	10.64	93.17	0.8566	9.195	114.1	0.5705	11.17	97.24	0.6689	12.12	102.7	0.3824	13.35	72.2	1.166	15.29	207	0.4578	8.136	76.14
-Immune System Diseases	-Environmental Adaptation	0.41	20.05	137.8	0.5771	24.01	155.5	0.2675	11.79	126.9	0.2913	21.03	142.7	0.3474	18.58	132.1	0.3569	14.86	104	0.3693	13.21	109	0.432	19.87	80	0.2891	13.39	102.4	0.3706	22.61	241.1	0.6405	20.38	148.3
-Neurodegenerative Diseases	-Environmental Adaptation	1.687	50.89	219.7	1.622	38.75	138.5	1.532	31.99	169.5	1.302	48.36	162.9	1.962	46.05	244.1	2.585	41.58	231.6	1.729	31.41	199.7	1.909	57.78	152.1	1.118	34.18	149.4	3.206	82.53	482.9	1.783	38.62	220.5
-Cardiovascular Diseases	-Environmental Adaptation	0.7071	3.803	44.71	0.6571	2.175	15.06	1.045	6.009	40.53	0.3737	4.408	30.34	0.8816	4.744	44.83	2.154	9.903	67.16	0.471	3.046	13.05	0.3245	2.552	15.39	0.215	2.143	7.941	0.712	5.641	44.95	0.3837	2.873	16.91
-Metabolic Diseases	-Environmental Adaptation	0.0001489	0.1086	50.61	3.472e-05	0.0308	35.46	3.18e-05	0.03912	49.35	5.737e-05	0.1367	45.18	0.00117	0.08876	56.91	0.001506	0.107	33.76	0.0003432	0.5737	45	0.0004451	0.1867	34.87	0.0001403	0.142	14.22	0.000635	0.2642	59.53	0.0002489	0.09123	44.84
-Infectious Diseases	-Environmental Adaptation	1.019	22.45	79.09	1.461	26.27	83.42	1.228	22.86	109.6	0.9733	24.38	93.45	1.407	27.52	99.94	2.042	34.01	124.6	1.097	16.34	71.59	1.469	29.59	72.44	0.7044	19.58	57.4	2.015	20.88	210.9	1.229	14.85	68.24
Not Mapped	-Environmental Adaptation	11.11	381.9	1489	9.615	257.9	979.7	11.36	295.5	1707	8.704	369.7	1480	15.59	411.4	1765	17.95	334.8	1498	11.79	277.9	1358	10.5	365.1	837.7	7.48	271.1	1060	17.87	386.9	2782	11.48	289.1	1458
-Not Mapped	-Environmental Adaptation	11.11	381.9	1489	9.615	257.9	979.7	11.36	295.5	1707	8.704	369.7	1480	15.59	411.4	1765	17.95	334.8	1498	11.79	277.9	1358	10.5	365.1	837.7	7.48	271.1	1060	17.87	386.9	2782	11.48	289.1	1458
TOTAL	Human Diseases	11.85	12.94	17.73	10.63	12.07	15.3	12.16	13.83	18.57	11.27	13.24	16.89	12.17	14.51	18.77	10.89	13.49	17.23	12.69	14.9	18.04	11.23	12.96	17.09	11.3	14.32	16.85	10.4	11.63	14.65	10.73	12.69	16.67
MAPPED	Human Diseases	9.729	10.62	14.56	8.853	10.05	12.75	9.991	11.37	15.26	9.264	10.89	13.88	9.862	11.76	15.21	8.963	11.1	14.18	10.42	12.24	14.81	9.278	10.71	14.12	9.214	11.68	13.74	8.374	9.362	11.79	8.637	10.21	13.41
Genetic Information Processing	Human Diseases	3.892	4.553	6.223	3.297	3.777	5.127	3.815	4.548	6.06	3.745	4.651	6.207	3.238	3.988	5.391	2.866	3.393	4.539	4.676	5.783	6.924	3.262	3.977	5.399	4.033	5.427	6.436	3.13	3.447	4.631	3.918	4.649	6.118
-Transcription	Human Diseases	0.4904	0.5888	0.755	0.4655	0.5307	0.6937	0.3887	0.4707	0.637	0.4175	0.5053	0.6519	0.4083	0.4951	0.6328	0.2652	0.3401	0.4355	0.5852	0.7144	0.8438	0.2914	0.3341	0.4615	0.4899	0.5989	0.7526	0.3601	0.4243	0.5212	0.3778	0.4567	0.5794
-Translation	Human Diseases	1.72	1.968	2.602	1.126	1.283	1.625	1.62	1.903	2.434	1.634	1.961	2.502	1.448	1.739	2.256	1.138	1.383	1.757	1.896	2.289	2.699	1.347	1.588	2.04	1.72	2.255	2.628	1.228	1.339	1.713	1.629	1.955	2.511
-Folding, Sorting and Degradation	Human Diseases	1.108	1.314	1.801	0.9621	1.11	1.484	1.206	1.419	1.973	1.147	1.367	1.914	0.9149	1.207	1.585	0.9908	1.171	1.634	1.464	1.731	2.177	1.193	1.424	2.024	1.193	1.612	1.958	0.9071	1.035	1.519	1.124	1.343	1.894
-DNA Maintenance	Human Diseases	0.5705	0.7858	1.044	0.7418	0.9595	1.237	0.5705	0.7439	1.016	0.547	0.8004	0.9243	0.4669	0.6969	0.8744	0.3812	0.5052	0.6878	0.7308	0.9995	1.204	0.4302	0.5759	0.7557	0.6237	0.8941	1.112	0.5225	0.653	0.8622	0.6196	0.7796	0.9642
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.2373	0.3488	0.4546	0.2098	0.2947	0.3856	0.2701	0.3717	0.5082	0.2409	0.3405	0.451	0.2681	0.3625	0.4739	0.3675	0.4456	0.625	0.1856	0.277	0.3506	0.2155	0.3308	0.4292	0.1933	0.3015	0.3871	0.2124	0.3125	0.3603	0.1817	0.3015	0.368
-Signal Transduction	Human Diseases	0.06994	0.11	0.1614	0.09205	0.1089	0.1867	0.06972	0.1186	0.1575	0.07683	0.1418	0.1875	0.06213	0.1135	0.1484	0.07583	0.1333	0.1791	0.07678	0.1087	0.1508	0.05364	0.08556	0.1144	0.08229	0.1022	0.1726	0.0486	0.0897	0.1322	0.06892	0.1042	0.1461
-Signaling Molecules and Interaction	Human Diseases	0.1533	0.222	0.3119	0.1164	0.1744	0.2316	0.188	0.2494	0.3587	0.1431	0.2049	0.2882	0.1765	0.249	0.349	0.2537	0.3261	0.4542	0.1016	0.1711	0.1998	0.147	0.2447	0.3171	0.1111	0.18	0.2292	0.1353	0.1876	0.2627	0.1091	0.1726	0.2483
Cellular Processes	Human Diseases	1.49	1.694	2.378	1.367	1.591	2.12	1.808	2.221	3.156	1.339	1.45	2.077	1.896	2.356	3.069	1.934	2.731	3.54	1.327	1.434	1.886	1.053	1.208	1.715	1.011	1.277	1.632	0.7539	0.9982	1.265	0.8874	1.116	1.476
-Hemoglobin	Human Diseases	9.263e-06	1.145e-05	2.312e-05	2.218e-05	2.651e-05	3.964e-05	3.177e-05	3.614e-05	4.852e-05	4.305e-10	5.798e-10	2.014e-05	7.344e-06	9.34e-06	1.867e-05	4.163e-06	5.474e-06	8.838e-06	3.618e-10	4.829e-10	1.694e-05	1.823e-05	2.098e-05	2.766e-05	0.0004309	0.0006416	0.0008819	3.608e-10	4.36e-10	2.316e-06	4.362e-05	5.152e-05	6.569e-05
-Vesicular Transport	Human Diseases	0.1259	0.1747	0.2806	0.1651	0.2248	0.2695	0.1469	0.2154	0.3196	0.1291	0.1631	0.246	0.1371	0.1923	0.2824	0.1905	0.2831	0.393	0.1556	0.2122	0.3007	0.1794	0.2333	0.3323	0.1062	0.1708	0.2567	0.1335	0.202	0.275	0.1124	0.1664	0.229
