K01369	LgmN
K00681	Ggt1
K00681	Ggt6
K00681	Ggt7
K00681	Ggt5
K00680	-
B4DTI0	B4DTI0
K00685	Ate1
K09105	TfeC
K09105	Tfe3
K09105	TfeB
K09104	-
K09106	Usf2
K09106	Usf1
K09108	TfaP4
K08510	VamP1
K08513	VamP4
K08512	VamP8
K08515	VamP7
K08517	Sec22b
K08516	Ykt6
K08519	StxBp6
K08518	StxBp5
K08518	StxBp5l
K00537	-
K10512	ZbtB40
K7EM38	K7EM38
K14262	-
K14263	-
K14260	-
K14261	-
K14264	-
K00802	Sms
K01336	-
K01334	Cfd
K01335	Cfb
K01338	LonP2
K01339	-
K02687	-
K02685	PriM2
K02684	PriM1
K00825	AadAt
K00827	AgxT2
K00826	BcaT2
K00826	BcaT1
K00821	-
K00820	GfpT1
K00820	GfpT2
K01488	Ada
K01489	Cda
K01485	-
K01487	Gda
K01480	AgmAt
K01481	PadI1
K01481	PadI3
K01481	PadI2
K01481	PadI4
K01481	PadI6
K01482	DdaH1
K01482	DdaH2
K01483	-
K14486	-
K14487	-
K14484	-
K14485	-
K05309	PtgEs2
K05309	PtgEs
K11659	RbbP7
K05307	ThtPa
K05305	Fuk
K05304	NanS
K14488	-
K14489	-
K13065	-
K13067	-
K13069	-
K13068	-
K11650	SmaRcd3
K11650	SmaRcd2
K11650	SmaRcd1
Q9GZN1	ARP6
K11653	AriD1b
K11653	AriD1a
K11654	SmaRca5
K11657	Rsf1
K04361	EgfR
K13289	CtsA
K13288	REXO2
K04366	Raf1
K13280	Sec11a
K13280	Sec11c
K04364	Grb2
K00057	-
K00721	Dpm1
K09485	HspA4l
K09485	HspH1
K09486	HyoU1
K09487	Hsp90b1
K09480	-
K09481	Sec61b
K09488	TraP1
K09489	HspA4
K12880	ThoC3
K12881	ThoC4
K12882	NcbP1
K12883	NcbP2
K12884	HnrNpc
K12885	RbmXl1
K12885	RbmX
K12886	HnrNpk
K12887	HnrNpm
K12888	HnrNpu
K12889	PcbP1
b0953	-
b0957	-
K08681	-
K08683	Hsd17b10
K11759	-
K11758	-
SPAC9G1.06c	-
K11755	-
K02405	-
K11757	PbrM1
K11756	-
K11751	-
K11752	-
K13939	-
K13937	H6pD
K06766	Neo1
K06760	CntN2
K06643	Mdm2
K06134	Coq7
K05678	AbcD4
K06641	CheK2
K11579	ZwiLch
K11578	Zw10
K06640	Atr
K11571	-
K09611	NpePl1
K11574	-
K11577	KntC1
Q562R3	Q562R3
K09613	CopS5
K06644	Sfn
K04945	KcnN4
Q5T8M8	Q5T8M8
Q5T8M7	Q5T8M7
K10488	ZbtB1
K10489	ZbtB2
K10482	BtbD10
K02889	Rpl21
K10486	NacC2
K10486	NacC1
K10484	Slx4
K10485	GmcL1
K11285	TspYl2
K11284	TspY3
K11284	TspYl1
K11284	TspY1
K11283	Nap1l5
K11282	Nap1l4
K11280	Nap1l2
K07414	Cyp2d6
K07416	Cyp2f1
K13737	SepT1
K07413	Cyp2c9
K07413	Cyp2c8
K07413	Cyp2c19
K07413	Cyp2c18
K07412	Cyp2b6
K10626	Ubr2
K10627	Rad18
K10157	B3gAt2
K10151	CcnD2
K10158	B3gAt3
K01817	-
K01814	-
K01812	-
K01810	Gpi
K15053	CHMP7
YKL096W	-
YGR113W	-
K09313	Cux1
K09313	Cux2
K08300	-
K08302	-
K08303	-
K08309	-
K14675	-
K14674	-
K14677	-
K14676	PNPLA6
K01673	-
K01672	Ca5B
K01672	Ca5A
K01672	Ca8
K01672	Ca3
K01672	Ca2
K01672	Ca1
K01672	Ca14
K01672	Ca13
K01672	Ca6
K01672	Ca4
K01672	Ca9
K01672	Ca7
K01672	Ca12
K01676	-
K01674	-
K01679	Fh
K02898	Rpl26
K02898	Rpl26l1
K02899	-
K02896	Rpl24
K02896	Rsl24d1
K02897	-
K02894	Rpl23
K02895	-
K02892	-
K02893	Rpl23a
K02890	-
K02891	Rpl22l1
K02891	Rpl22
K14018	PlaA
K14011	UbxN6
K14010	TraM1
K14013	-
K14012	NsfL1c
K14015	NplOc4
K14017	-
K14016	Ufd1l
K02090	Cdk5
K02091	Cdk6
K02098	SpiRe1
K02098	SpiRe2
K11885	Ddi2
K11885	Ddi1
K03413	-
K03414	-
K03417	-
K02320	PolA1
K02321	PolA2
K02324	PolE
K02325	PolE2
K02326	PolE3
K02327	PolD1
K02328	PolD2
K13544	-
K13545	-
K12410	-
K12417	AcoT11
K12142	-
YNL300W	-
K03426	NudT12
K05737	Git1
b3098	-
K11140	AnpEp
K11141	EnpEp
K11142	Lap3
K05970	SiaE
K11147	DhrS4
K00331	-
K00330	-
K00335	-
K00334	-
K00336	-
K00338	-
K10369	SviL
K10368	CapG
K10363	DstN
K10362	Myo18a
K10362	Myo18b
YIL123W	-
K10360	Myo9b
K10360	Myo9a
K10366	Dmd
K10365	CapZb
K10364	CapZa3
K10364	CapZa2
K10364	CapZa1
K05818	-
K05813	-
K08531	Nr1D2
K05816	-
K08535	Nr1H2
K01893	NarS2
K01893	NarS
K01412	PmpCb
K01412	PmpCa
K04427	Map3k7
K04426	Map3k5
K09835	-
K09834	-
K01142	-
K09837	-
K01319	CtsG
K09831	-
K01310	CtrB2
K01312	PrsS1
K01312	PrsS3
K01312	PrsS2
K09830	-
K06127	Coq5
K04428	Map3k4
K00809	DhpS
K00804	GgpS1
K00803	AgpS
K06829	Cyr61
K00801	FdfT1
K00800	-
K10430	Map2
K07514	EhhAdh
K10436	MapRe1
K10436	MapRe3
K10436	MapRe2
K04498	Ep300
K04498	CreBbp
K04499	RuvBl1
K04368	Map2k1
K04369	Map2k2
K04493	CtnNbip1
K04494	Chd8
K04496	CtbP1
K04496	CtbP2
K04365	BraF
K05368	-
K05361	Gpx4
K05360	TxnDc12
K05365	-
K02407	-
K02406	-
K13049	Pm20d1
K13738	Cd2Ap
YGR189C	-
K13736	ArhGap10
K13044	HnrNpab
K13044	HnrNpd
K13044	HnrPdl
K03754	Eif2b2
Gcv3	-
YEL040W	-
K09468	-
K09466	-
K09467	-
K13951	Adh1c
K13951	Adh7
K13951	Adh1b
K13951	Adh1a
K13950	-
K13953	-
K13954	-
K04960	ItpR3
K04962	Ryr2
K04963	Ryr3
K11776	-
K11775	-
K11773	-
K11772	-
K11771	-
K11770	-
K11778	DhdDs
K11884	Pno1
K12606	RqcD1
K12607	CnoT10
K12604	CnoT1
K12605	CnoT2
K12602	Wdr61
K12603	CnoT6l
K12603	CnoT6
K12600	Ttc37
K12601	-
YER011W	-
K12609	-
K07435	Cyp20a1
K07432	Alg13
K11887	PaaF1
K11805	DcaF7
K11804	DcaF8
K11551	-
K11806	DcaF13
K11801	DcaF11
K11800	DcaF5
K11555	-
K11559	-
K11558	-
K11809	Pgm2l1
K11808	-
K07127	-
K10600	UboX5
K10601	SyvN1
K10604	MgrN1
K10605	BrcA1
K10607	TriM32
K10608	TriM37
K10609	Cul4a
K10609	Cul4b
K01870	IarS2
K01870	IarS
K01873	VarS2
K01873	VarS
K01872	AarS2
K01872	AarS
K01875	SarS2
K01875	SarS
K01874	MarS2
K01874	MarS
K01876	DarS
K01876	DarS2
K01879	-
K01878	-
K08494	-
K08495	GosR1
K08496	GosR2
K08497	BniP1
K08490	Stx5
K08491	Stx17
K08492	Stx18
K08493	Vti1a
K08493	Vti1b
K08498	Stx10
K08498	Stx6
K08499	-
K00476	Hif1an
K00476	AspH
K00477	PhyH
K00474	TmlHe
K00475	-
K00472	P4hA2
K00472	P4hA3
K00472	P4hA1
K00473	PloD1
YNL327W	-
K04774	-
K04771	-
K04773	-
K04772	-
K14655	-
K14654	-
K14652	-
K14651	TAF15
K14650	TAF3
K05175	GabRa1
K14381	SqsTm1
K14380	Fhl2
K14386	SLC5A6
K15923	-
K15920	-
K01695	-
K01697	Cbs
K01696	-
K01693	-
K01692	-
K03439	MetTl1
K03438	-
b1967	-
K03925	-
K03431	-
K03921	-
K03435	-
K03434	PigL
K12383	Gm2A
K12382	PsaPl1
K12382	PsaP
K12387	LapTm5
K12387	LapTm4a
K12387	LapTm4b
K12385	Npc1
K12384	ScaRb2
K02343	-
K03696	-
K03695	ClpB
K03694	-
K03691	PofUt2
K03691	PofUt1
K13566	Nit2
K12169	Rnf123
K12166	HacE1
K12165	Ufc1
K12164	Uba5
K12162	Ufm1
K12161	Urm1
K12160	SumO1
K12160	SumO3
K12160	SumO2
K12160	SumO4
K16333	CRTC2
K16330	-
Q562Z6	Q562Z6
Q562Z7	Q562Z7
Q562Z4	Q562Z4
K09699	Dbt
K07597	Dsg2
K07841	DirAs2
K11128	Gar1
K11129	Nhp2
K11122	-
K11123	-
K11121	-
K11126	TerT
K11127	Tep1
K11124	Smg6
K11125	Smg5
K00318	ProDh
K00649	GnpAt
K00648	-
K00645	McaT
K00647	-
K00641	-
K00640	-
K00315	DmgDh
K10838	Xpc
K02931	-
K05610	UchL5
K02933	-
K03817	-
K02936	Rpl7a
K05619	Tgm1
K05012	ClcN3
K03637	-
K03636	-
K03632	-
K01999	-
K12608	-
K01996	-
K03149	-
K01995	-
K05699	ActN3
K05699	ActN2
K05699	ActN1
K05699	ActN4
K05698	PtpRj
K08857	Nek6
K08857	Nek7
K08857	Nek4
K08857	Nek5
K08857	Nek2
K08857	Nek3
K08857	Nek1
K08857	Nek8
K08857	Nek9
K08857	Nek11
K05691	CtnNa1
K05691	CtnNa2
K05691	CtnNa3
K05690	CtnNd1
K05693	PtpRm
K05692	ActB
K05692	ActG1
K05695	PtpRf
K05697	PtpN6
K05696	PtpN1
K00869	Mvk
K00868	PdxK
K00861	Rfk
K00860	-
K00863	Dak
K00865	GlyCtk
K00864	Gk2
K00864	Gk
K00867	-
K00866	-
K04344	CacNa1a
K04345	PrkAcg
K04345	PrkX
K04345	PrkAca
K04345	PrkAcb
K01190	-
K04347	Gng12
K01196	Agl
K01194	TreH
K01195	GusB
K01199	-
K04348	Ppp3ca
K04348	Ppp3cb
K04348	Ppp3cc
K05016	ClcN7
K15717	FAM213B
K00306	PipOx
K13717	OtuD3
K13711	Pi4K2b
K13711	Pi4K2a
K13710	ArhGef7
K13719	Yod1
K13718	OtuD4
K04527	InsR
K04528	SncA
K11550	Spc25
B4E335	B4E335
K02641	-
K02649	Pik3r5
K02649	Pik3r3
K02649	Pik3r2
K02649	Pik3r1
K03590	-
K03591	-
K03592	-
K03593	NubPl
K03599	-
K01736	-
K01737	Pts
K01734	-
K01735	-
K01733	-
K01738	-
K01739	-
K09505	DnaJa4
K09504	DnaJa3
K09507	DnaJb1
K09506	DnaJc21
K09501	SerPinh1
K09500	Cct8
K09503	DnaJa2
K09502	DnaJa1
K09508	DnaJb2
K08115	CspG4
K08114	PtpRz1
K08117	AplP2
K08116	CspG5
K02427	FtsJ2
K02427	FtsJ1
K08110	Gpc4
K02424	-
K05349	-
K08118	Bgn
K03770	-
K03771	-
K03772	-
K03773	-
K03774	-
K03775	-
K03776	-
K03777	-
K03778	-
K09448	TeaD3
K09448	TeaD1
K09448	TeaD4
K09441	GabPa
K13979	-
K09996	-
K09997	-
K12597	ZccHc7
K12594	-
K12595	-
K12592	C1d
K12593	MphOsph6
K12590	ExoSc5
K12591	ExoSc10
K12598	SkiV2l2
K12599	SkiV2l
K11713	PggT1b
K11714	-
K11717	-
K11718	UggT2
K11718	UggT1
K10990	Rmi1
K10991	-
K10993	C17Orf70
K10994	Rad9a
K10997	-
K10999	-
K10445	KlhL7
K10442	KlhL4
K10442	KlhL5
K10442	KlhL1
K12620	Lsm1
K12621	Lsm2
K12622	Lsm3
K12623	Lsm4
K12624	Lsm5
K12625	Lsm6
K12626	Lsm7
K12627	Naa38
K07106	-
K11829	RcoR1
K11828	Dlg4
K11827	Ap2S1
K11826	Ap2M1
K11825	Ap2B1
K11824	Ap2A1
K11824	Ap2A2
K11823	SulT4a1
K11821	-
K11820	-
K10668	Rnf138
K10669	TrpT1
K10662	MarCh7
K10660	MarCh5
K10661	MarCh6
K10666	Rnf5
K01859	-
K01858	IsyNa1
K15014	SLC29A1
K01853	-
K01852	Lss
K01850	-
K01855	Pus3
K01855	Pus7
K01854	-
K08472	-
K00451	Hgd
K00452	HaaO
K00454	-
K00108	ChdH
K00109	L2hGdh
K00458	AloX12
K00107	-
K00102	LdhD
K00103	-
K00100	Akr1b10
K00101	-
K01505	-
K01507	Ppa2
K01507	Ppa1
K01506	Nit1
K01506	AdaRb2
K01501	-
K01500	ApoBec3g
K01500	ApoBec3f
K01500	ApoBec3a
K01500	ApoBec3c
K01500	ApoBec3b
K01500	ApoBec2
K01500	ApoBec1
K01500	ApoBec4
K04751	-
K14634	C12orf5
K03905	Fgg
K03904	Fgb
K03903	Fga
K03900	Vwf
K13366	-
K02365	EspL1
K02367	Ext2
K12368	-
K12365	PreX1
K12367	DocK2
K12366	ElmO1
K02369	ExtL2
K13508	-
K13509	AgpAt2
K13509	AgpAt1
K13502	Stx4
K13501	-
K13506	AgpAt6
K13506	AgpAt9
K13507	-
K13504	VamP2
K13505	VamP3
K03015	PolR2g
K03014	PolR2f
K03017	PolR2i
K03016	PolR2h
K03011	PolR2c
K03010	PolR2b
K08908	-
K03012	PolR2d
K08906	-
K08907	-
K08905	-
K08902	-
K03018	PolR3a
K08901	-
Q562X0	Q562X0
Q562X1	Q562X1
Q562X2	Q562X2
Q562X4	Q562X4
K06628	Cdc45
Q562X6	Q562X6
Q562X7	Q562X7
K06625	CdkN1a
K06624	CdkN1b
K06627	CcnA2
K06627	CcnA1
K06626	CcnE2
K06626	CcnE1
K06193	-
K06620	E2f3
K06620	E2f1
K06622	CdkN2c
K11456	Phc1
K11457	Phc2
K16334	CRTC3
K11455	Cbx8
K11452	Cbx4
B3KWQ3	B3KWQ3
K11450	Kdm1a
K11103	-
K07860	Rac2
K07863	RhoG
K11108	RCL1
K11109	Pot1
K11458	Phc3
K16339	THEM4
K00667	-
K03019	PolR3k
K00665	FasN
K00664	-
K00660	-
K00668	-
K10858	Pms2
K06445	-
K06444	-
K00591	Coq3
K00597	MtrR
K00599	LcmT1
K00599	MetTl2b
K00599	LcmT2
K00599	WbsCr22
K00599	TrmT11
K00599	MetTl6
K00599	HemK1
K00598	-
b3509	-
K10276	Kdm2a
K10276	Kdm2b
YFL037W	-
K10272	FbxL6
K10278	FbxL12
K04103	-
K00840	-
K00847	-
K00846	Khk
K00845	-
K00844	Hk2
K00844	Hk3
K00844	Hk1
K00849	GalK1
K00849	GalK2
K15730	PTGES3
K15227	-
K02993	Rps7
K02992	-
K08287	-
K02990	-
K02997	Rps9
K02996	-
K02627	-
K08282	DstYk
K08282	MylK4
K08282	MasTl
K08282	Mst4
K08282	Cdc42bpg
K08282	Cit
K08282	Stk39
K02999	PolR1a
K02998	RpsA
K08289	-
K08288	PrkCsh
K03574	NudT1
K03575	MutYh
K03572	-
B3KPP5	B3KPP5
K01710	TgdS
K01711	GmdS
K01712	UroC1
K01713	-
K01714	-
K01716	-
K01719	UroS
K09529	DnaJc9
K09528	DnaJc8
K09527	DnaJc7
K09526	DnaJc6
K09525	DnaJc5b
K09525	DnaJc5
K09525	DnaJc5g
K09523	DnaJc3
K09522	DnaJc2
K09521	DnaJc1
K14172	-
K14170	-
K14171	-
K08136	SpoCk1
K08136	SpoCk2
K08136	SpoCk3
K08134	LepRe1
K08133	Col14a1
K08132	Col12a1
K05411	Irf3
K05410	Tbk1
K13195	CirBp
K13194	AdaRb1
K03719	-
K13191	Rbm16
K13190	Rbm15b
K13190	Rbm15
K13193	Rbm27
K13192	Rbm26
K03712	-
K03711	-
K13199	SerBp1
K13198	KhdRbs1
K03714	-
K03715	-
K09422	-
K09423	-
K09421	MybL1
K09421	MybL2
K09426	-
K09424	-
K09428	Elf1
K09428	Elf2
K09428	Elf4
K09429	Ehf
K09429	Elf3
K09429	Elf5
K01698	AlaD
K12828	Sf3B1
K12829	Sf3B2
K12826	Sf3A2
K12827	Sf3A3
K12824	TceRg1
K12825	Sf3A1
K12822	Rbm25
K12823	Ddx5
K12820	Dhx15
K12821	PrpF40b
K12821	PrpF40a
K12192	ChmP2b
K13999	CkaP4
K13998	-
K13997	PdhX
K13996	-
K13990	FtcD
K13993	-
Q562S8	Q562S8
C9JUM1	C9JUM1
Q562S5	Q562S5
K12198	ChmP5
K06103	CasK
K06105	TjaP1
Q562S2	Q562S2
K00248	AcaDs
J3KT65	J3KT65
K06879	-
K10462	KlhL25
K10462	Enc1
K10465	KlhL29
K12648	MavS
K12642	Pkp2
K12640	-
K12641	LmnA
K12646	Ddx58
K11596	-
K11594	Ddx3x
K11594	Ddx3y
K11593	Eif2c4
K11593	Eif2c1
K11593	Eif2c3
K11593	Eif2c2
K11592	DicEr1
K11591	Mbd3
K11590	Mbd2
K11599	PomP
K11849	Usp25
K11849	Usp28
K11848	Usp33
K11848	Usp20
K11841	Usp10
K11840	Usp9x
K11840	Usp9y
K11840	Usp24
K11843	Usp14
K11842	Usp12
K11842	Usp46
K11844	Usp45
K11844	Usp16
K11847	Usp19
K08735	Msh2
K08734	Mlh1
K08737	Msh6
K08736	Msh3
K08731	BirC5
K08730	PtdSs2
K08733	AppL1
K08739	Mlh3
K08738	CycS
K08450	Gpr56
K10644	ChfR
K10645	Mib1
K10645	Mib2
K10646	TraF7
K10640	Rnf25
K10641	LrsAm1
K10642	DziP3
K10643	CnoT4
K00432	Gpx1
K00432	Gpx3
K00432	Gpx2
K00432	Gpx5
K00432	Gpx7
K00432	Gpx6
K00121	Adh5
K00122	-
K10649	TriM9
K10649	TriM67
K00434	-
K04739	PrkAr2a
K04739	PrkAr2b
K04739	PrkAr1a
K04739	PrkAr1b
K04730	IraK1
K04735	RelA
K04734	NfkBia
K14618	MMACHC
K14349	NceH1
K14610	SLC19A2
SPAC1F5.04c	-
K01527	-
B4DXP9	B4DXP9
K01525	-
K01522	FhiT
K01520	Dut
K01529	NudT8
K01529	EntPd7
K01529	Ddx52
K01529	Ddx51
K01529	Ddx56
K01529	Ddx47
K01529	Ddx55
K01529	Ddx54
K01529	AscC3
K01529	Ddx19a
K01528	Dnm1l
K01528	Dnm1
K01528	Dnm3
K01528	Dnm2
K03961	NduFb5
K03960	NduFb4
K03963	NduFb7
K03962	NduFb6
K03965	NduFb9
K03964	NduFb8
K03967	NduFc1
K03966	NduFb10
K03968	NduFc2
K13348	Mpv17
K13698	AbhD4
K13699	AbhD5
K13341	Pex7
K13342	Pex5
K13343	Pex14
K13344	Pex13
K13345	Pex12
K13346	Pex10
K13347	PxmP2
K13524	AbaT
K13525	Vcp
K13523	AgpAt4
K13523	AgpAt3
K03386	PrdX4
K03386	PrdX3
K03386	PrdX2
K08107	Gpc1
K05357	VkoRc1
Q8TC94	ACTL9
K12340	-
K05422	Ctf1
K12349	AsaH2
K12348	AsaH1
YKR102W	-
K08101	-
K13832	-
K03039	PsmD13
K03038	PsmD7
K03037	PsmD6
K03036	PsmD11
K03035	PsmD12
K03033	PsmD3
K03927	Ces2
K03031	PsmD8
K03030	PsmD14
K05726	BcaR1
K12123	-
K12122	-
K12120	-
K12126	-
K12125	-
K12124	-
K08757	ApoA1
K12129	-
K12128	-
K11470	PcgF6
K11471	AsxL1
K11471	AsxL3
K11471	AsxL2
K08755	FabP6
K11479	AurKb
K00601	-
K00600	ShmT2
K00600	ShmT1
K03746	-
K00605	Amt
K00604	MtfMt
K00606	-
K00609	-
K06460	Cd9
K06466	Ms4A1
K06464	ItgB2
K10873	Rad52
K10870	Rad51c
K10877	Rad54b
K10876	Rad54l2
K10875	Rad54l
K06756	NrcAm
K01745	Hal
K07806	-
K01170	TseN34
K01170	TseN2
D3DNS0	D3DNS0
K01173	EndOd1
K01173	EndOg
K01173	ExoG
K10259	-
K10258	TecR
K10257	-
K10256	-
K10255	-
K10251	-
K10250	EloVl7
K01958	Pc
K01956	-
K04125	-
K01955	-
K01952	PfaS
K04121	-
K01950	NadSyn1
K01951	GmpS
K07735	-
K07738	-
K07739	Elp3
K04380	MapT
K04381	StmN1
K04382	Ppp2ca
K04382	Ppp2cb
K13758	Pde6d
K13755	Pde1c
K13755	Pde1b
K13755	Pde1a
K09097	ArnT2
K09097	ArnT
K02608	Orc6
K02979	Rps28
K05658	AbcB1
K02975	Rps25
K02974	Rps24
K02977	Rps27a
K02976	Rps26
K02971	Rps21
K02970	-
K02973	Rps23
K02972	-
K03550	-
K03553	-
K03554	-
K14570	REXO1
K03556	-
K01778	-
K01772	FecH
K01770	-
K01775	-
K09549	PfdN2
K09548	PfdN1
K09541	CryAa
K09540	Sec63
K09542	CryAb
K09545	HspB6
K05389	-
K09546	HspB7
K08158	-
K14152	-
K14153	-
K14154	-
K14156	ChkA
K14156	ChkB
K14409	SMG7
K14406	CSTF1
K14407	CSTF2T
K14407	CSTF2
K14404	CPSF4
K14405	FIP1L1
K14402	CPSF2
K14403	CPSF3
K14400	PCF11
K14401	CPSF1
Q53FS0	Q53FS0
K09408	FoxO3
K09409	FoxP2
K09409	FoxP4
K09404	FoxK2
K09404	FoxK1
K09406	FoxM1
K09403	FoxJ2
K09403	FoxJ3
K12801	CarD8
K07760	-
YBR301W	-
K03732	-
K06818	PodXl2
K12667	Rpn2
K12662	PrpF4
K12663	Ech1
K06811	Cdh17
K06816	Glg1
K06817	PodXl
K14286	AgxT2l1
K14286	AgxT2l2
K11863	AtxN3l
K11863	AtxN3
K11861	VcpIp1
K11860	OtuD7a
K11860	OtuD7b
K11867	StaMbpl1
K11866	StaMbp
K11864	BrcC3
K11868	-
K14288	XpoT
Q96DE1	Q96DE1
K08712	-
K08850	-
K10402	Kif23
K10402	Kif20a
K10403	Kif22
K10400	Kif15
K10401	Kif18a
K10401	Kif19
K10406	KifC2
K10406	KifC3
K10407	Klc1
K10407	Klc2
K10407	Klc3
K10407	Klc4
K10405	KifC1
K10408	DnaH2
K10408	DnaH3
K10408	DnaH1
K11315	TadA3
K11314	TadA2a
K11317	TadA1
K11316	SupT7l
K11310	Gtf3c4
K11313	SupT3h
SPBC244.01c	-
K11319	Ing3
K00414	UqcRc1
K00143	-
K00416	UqcRh
K00417	UqcRb
K00147	-
K00412	CytB
K00145	-
K00149	AldH9a1
K00418	UqcRq
K00419	UqcR10
K09396	FoxC2
K09396	FoxC1
K09397	FoxD4
K09397	FoxD2
K09397	FoxD3
K09397	FoxD1
K09397	FoxD4l4
K09397	FoxD4l6
K09397	FoxD4l1
K09397	FoxD4l3
K09390	E2f6
K09391	E2f7
K09391	E2f8
Q13707	Q13707
YJR151C	-
K04713	-
K04712	DegS1
K04712	DegS2
K04711	AceR3
K04710	CERS6
K04710	CERS5
K04710	CERS2
K04717	SgpP2
K04716	SgpP1
K04715	CerK
K04718	SphK2
K04718	SphK1
K05044	Slc6a11
K05048	Slc6a15
K02017	-
K03949	NduFa5
K03948	NduFa4
K03948	NduFa4l2
K03943	NduFv2
K03942	NduFv1
K03941	NduFs8
K03940	NduFs7
K03947	NduFa3
K03946	NduFa2
K03945	NduFa1
K03944	NduFv3
YOL069W	-
K15414	C1QBP
K15413	SP100
Q562P0	Q562P0
b0897	-
K12320	GucY2c
K12327	CalD1
K12329	Ppp1r12b
K11678	-
K11679	-
K11676	-
K11677	-
K11674	McrS1
K11675	-
K11672	ActR5
K11673	ActR8
K11671	NfrKb
K13811	PapSs1
K13811	PapSs2
K13813	Stx12
Q9H9F9	ARP5
K06662	Rad17
K06665	-
K06664	Pex2
K06667	-
K06666	-
K06669	Smc3
K06668	-
K12493	ArfGap2
K12493	ArfGap3
K12492	ArfGap1
K12491	AgaP1
K12491	AgaP2
K12490	AraP3
K12490	AraP2
K12490	AraP1
K12495	IqsEc1
K12495	IqsEc3
K12495	IqsEc2
K12494	Psd3
K12494	Psd2
K12494	Psd
K12494	Psd4
K11418	HdaC11
K11419	Suv39h1
K11419	Suv39h2
K11412	SirT2
K11411	SirT1
K11416	SirT6
K11417	SirT7
K11415	SirT5
K00629	GpaM
K00629	GpaT2
K00628	GlyAt
K00621	GnpNat1
K00620	-
K00627	DlaT
K00626	AcaT1
K00626	AcaT2
K00624	CraT
Q53HF6	Q53HF6
K06485	ItgA6
K06484	ItgA5
K06487	ItgAv
K06481	ItgA2
K06480	ItgA1
K06483	ItgA4
K06482	ItgA3
K02909	-
K02558	-
K07828	NraS
K07829	RraS
K05625	Tgm2
K07826	Gng2
K07827	KraS
K07532	ArhGef12
K08214	Slc22a18
K02907	-
K00089	Akr1c1
K00089	Akr1c2
K00089	Akr1c3
K00088	ImpDh1
K00088	ImpDh2
K00083	-
K03602	-
HinT1	HinT1
K05995	-
K01972	-
K01973	-
K01974	RtcD1
K07758	PdxP
K07759	ParG
K07752	Cpd
K07753	PecR
K07750	Sc4Mol
K07751	-
K07756	Ip6K3
K07756	Ip6K2
K07756	Ip6K1
K07755	As3Mt
YJL174W	-
K10878	Spo11
K00311	EtfDh
K01288	-
K10839	Rad23b
K10839	Rad23a
K01283	Ace
K01280	Tpp2
K00314	SarDh
K01284	-
K01285	PrcP
K02957	Rps15a
K02956	-
K05675	AbcD1
K02954	-
K05673	AbcC4
K02952	-
K02951	Rps12
K02950	-
K02959	-
K02958	Rps15
K00884	NagK
K00882	-
K00889	Pip5k1c
K00889	Pip5k1b
K00889	Pip5k1a
K00888	Pi4Kb
K00888	Pi4Ka
K04506	SiaH1
K01027	OxcT1
K01027	OxcT2
K01756	AdsL
K01025	SulT1c3
K01025	SulT1b1
K01025	SulT1c4
K01025	SulT1c2
K04502	FosL1
K04503	CcnD1
K04500	SmaD2
K04500	SmaD3
K04501	SmaD4
K01758	Cth
K01759	Glo1
K04508	Tbl1x
K04508	Tbl1xr1
K04508	Tbl1y
K01012	-
K09563	PpiC
K09562	HspBp1
K09561	StuB1
K09560	St13
K09567	PpiH
K09566	PpiG
K09565	PpiF
K09564	PpiE
K09569	FkbP2
K09568	FkbP1b
K09568	FkbP1a
K02485	-
K08176	-
K05455	Nrg1
K02486	-
K08179	Slc16a1
K08178	-
K14423	-
K14424	-
K14137	PtaR1
K12862	PlrG1
K12863	Cwc15
K12860	Cdc5l
K12861	BcaS2
K12866	Wbp11
K12867	Xab2
K12864	CtnNbl1
K12865	PqbP1
K12868	Syf2
K12869	CrnKl1
K03530	-
K03531	-
K03537	Pop5
K03538	Pop4
K03539	Rpp30
K02220	-
K02223	CloCk
K03289	-
K03283	HspA2
K03283	HspA6
K03283	HspA8
K03283	HspA1b
K03283	HspA1a
K03283	HspA1l
K12199	Vta1
K12687	-
K08889	Fer
K08887	Abl2
K08886	Tnk2
K08885	Tnk1
K11886	-
K11881	-
K11880	-
K08881	TriM24
K11882	-
Ivy	-
K11085	-
K11087	SnrPd1
K11086	SnrPb
K11089	TroVe2
K11088	SnrPd3
K08779	Cpa1
K08771	Aqp7
K08770	Ubc
K08773	RalBp1
K08775	BrcA2
K08776	NpePps
K06834	AdaM9
K09827	-
K06836	AdaM15
K06837	AdaM23
K06830	LgaLs1
K09823	-
K10424	DctN2
K10425	DctN3
K10426	DctN4
K10427	DctN5
K10420	DynLt1
K10420	DynLt3
K06839	SliT2
K09828	DhcR24
K09829	-
G8FSY7	G8FSY7
K11339	MorF4l1
K11338	RuvBl2
K08412	Gpr39
K00164	OgdH
K00164	OgdHl
K00166	BckDha
K00167	BckDhb
K00161	PdhA2
K00161	PdhA1
K00162	PdhB
K04336	-
K10688	Ube2w
K10689	-
K10683	BarD1
K10684	Sae1
K10685	Uba2
K10686	Uba3
K10687	Ube2f
K14301	Nup107
K14300	Nup133
K14303	Nup160
K14302	Nup37
K14305	Nup43
K14304	Nup85
K14307	NupL1
K14306	Nup62
K14309	Nup93
K14308	Nup54
K04083	-
K04082	HscB
K04087	-
K04088	-
K00643	AlaS1
K00643	AlaS2
K01568	-
K05023	CliC3
K05021	CliC1
K05026	CliC6
K05027	ClcA1
