KO number	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
K06119	NaN	NaN	NaN	NaN	NaN	NaN	66.142	NaN	NaN
K03715	NaN	NaN	NaN	NaN	NaN	NaN	0.569	NaN	NaN
K09480	NaN	NaN	NaN	NaN	NaN	NaN	0.496	NaN	NaN
K00057	NaN	270	NaN	NaN	NaN	NaN	NaN	NaN	145.142
K06123	NaN	NaN	911	NaN	3649	20121	NaN	NaN	NaN
K00980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.439	NaN
K06128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.748	NaN
K01049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.473	NaN
K06124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00551	NaN	NaN	NaN	NaN	10299	1114	NaN	NaN	NaN
K00998	NaN	690	NaN	NaN	1115	NaN	NaN	NaN	NaN
K13511	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.504	NaN
K13514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08743	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01062	NaN	NaN	NaN	NaN	1003	NaN	NaN	NaN	NaN
K04711	NaN	NaN	NaN	NaN	NaN	NaN	9.603	NaN	NaN
K04712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	88.904	NaN
K12352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01634	NaN	NaN	3366	NaN	NaN	NaN	1.911	113.831	NaN
K00720	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.952	NaN
K00458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07413	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00490	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01830	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00081	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07409	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01723	NaN	NaN	NaN	NaN	NaN	NaN	50.538	NaN	NaN
K10525	NaN	NaN	NaN	NaN	NaN	NaN	443.611	NaN	NaN
K05894	NaN	NaN	NaN	NaN	NaN	NaN	161.299	NaN	NaN
K10526	NaN	NaN	NaN	NaN	NaN	NaN	9.765	NaN	NaN
K10527	NaN	NaN	NaN	NaN	NaN	NaN	106.48	NaN	NaN
K10528	NaN	NaN	NaN	NaN	NaN	NaN	0.241	NaN	NaN
K10529	NaN	NaN	NaN	NaN	NaN	NaN	404.326	NaN	NaN
K10203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10256	NaN	NaN	NaN	NaN	NaN	NaN	1.757	NaN	NaN
K10257	NaN	NaN	NaN	NaN	NaN	NaN	1.207	NaN	NaN
K10224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10804	NaN	149	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10805	NaN	174	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12500	NaN	423	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.456	NaN
K00526	NaN	453	NaN	NaN	NaN	NaN	8.049	NaN	18.891
K01939	6363.21	4747	NaN	48142	74961	21351	119.788	337.185	259.609
K01933	207.05	493	NaN	NaN	NaN	NaN	300.907	NaN	NaN
K01488	NaN	319	NaN	NaN	5106	3252	0.163	94.637	NaN
K01487	NaN	0.0017	NaN	NaN	18687	11144	NaN	64.348	NaN
K01483	NaN	0.0017	NaN	NaN	830	17459	NaN	NaN	NaN
K03000	NaN	NaN	11984	NaN	8380	3600	3.332	14.159	NaN
K01477	NaN	NaN	NaN	NaN	5102	5720	NaN	NaN	NaN
K03783	NaN	NaN	943	732	27792	21781	NaN	40.069	NaN
K03787	NaN	0.0017	NaN	NaN	NaN	NaN	51.921	NaN	NaN
sce_YER070W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11808	NaN	NaN	2935	2719	59244	13093	32.164	NaN	NaN
K07127	NaN	0.0017	NaN	NaN	3507	NaN	NaN	NaN	NaN
K01519	NaN	NaN	NaN	NaN	NaN	NaN	57.017	164.356	NaN
K01514	NaN	30	NaN	NaN	3280	5604	NaN	NaN	NaN
K01515	NaN	141	NaN	NaN	8777	15281	NaN	NaN	78.676
K01510	NaN	NaN	NaN	439	NaN	NaN	10.975	NaN	NaN
K00860	NaN	0.0017	1220	NaN	145010	30207	9.832	NaN	362.222
K03004	NaN	NaN	NaN	NaN	6026	3861	NaN	40.169	NaN
K03005	NaN	NaN	NaN	NaN	5420	2531	20.455	24.932	NaN
K00106	NaN	NaN	NaN	NaN	NaN	NaN	8.522	17.243	NaN
K00856	NaN	NaN	56854	138845	94799	36464	1030.607	236.055	NaN
K01509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.924	NaN
K13988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.785	NaN
K01139	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	25.388	NaN
K00939	3832.25	2436	367759	196555	108656	33637	531.466	1156.748	2575.232
K01081	NaN	NaN	NaN	NaN	NaN	NaN	0.601	103.322	NaN
sce_YGR180C	NaN	NaN	35814	28862	NaN	NaN	NaN	NaN	NaN
K03011	NaN	NaN	NaN	NaN	9098	3797	155.365	57.927	NaN
K03013	NaN	NaN	NaN	NaN	10430	4899	105.536	161.763	NaN
K01239	NaN	NaN	NaN	NaN	15666	5605	NaN	NaN	NaN
K00942	NaN	116	105608	55881	23817	7329	1.008	90.133	215.417
K00940	19029.95	4329	3667	22866	1302	31722	989.618	15.374	635.061
K01522	NaN	NaN	NaN	NaN	NaN	NaN	119.705	NaN	NaN
K00601	NaN	NaN	NaN	NaN	16101	2552	3.039	NaN	NaN
K00602	107.62	354	2175	204550	91542	33844	95.569	267.457	95.176
K01952	NaN	750	13095	11549	38222	7694	46.917	103.493	1025.228
K01951	3935.07	1021	38054	16779	64448	25969	65.361	NaN	73.326
K14977	NaN	106	NaN	NaN	NaN	NaN	23.268	NaN	NaN
K01945	NaN	342	NaN	NaN	NaN	NaN	38.017	NaN	160.912
spo_SPAC25B8.12c	NaN	NaN	NaN	NaN	224273	55361	NaN	NaN	NaN
sce_YJL026W	NaN	NaN	876	NaN	NaN	NaN	NaN	NaN	NaN
K00962	NaN	2517	NaN	NaN	NaN	NaN	22.272	7.866	1148.801
K01768	NaN	NaN	NaN	1649	NaN	1537	NaN	20.606	474.94
K12323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.929	NaN
K00088	5210.17	2043	39442	41740	68001	16353	81.067	170.153	1135.252
K01756	3289.78	1001	NaN	40544	60417	19108	42.005	114.385	257.218
K12318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.711	NaN
K12319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.765	NaN
K00760	NaN	506	NaN	NaN	NaN	NaN	1.959	NaN	NaN
K00365	NaN	NaN	NaN	NaN	8552	47269	46.582	28.98	NaN
K13987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K11788	NaN	NaN	34381	76523	37418	12481	NaN	NaN	NaN
K01587	NaN	NaN	NaN	NaN	NaN	NaN	NaN	442.701	NaN
K01589	601.22	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01588	2947.32	853	NaN	NaN	NaN	NaN	NaN	NaN	828.609
K01923	3058.39	2152	11324	16488	33067	14777	27.073	NaN	339.648
K00759	3054.57	510	10585	NaN	22886	21857	214.715	18.975	309.421
K11751	NaN	451	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08722	NaN	30	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03784	NaN	1287	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01511	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02428	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00769	NaN	854	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K03816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01518	NaN	NaN	NaN	NaN	6670	2298	NaN	29.762	NaN
K00364	257.09	204	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00951	NaN	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K07816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K12320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01769	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.575	NaN
K01120	NaN	NaN	NaN	2152	4491	2112	NaN	NaN	NaN
K13762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.898	NaN
K13763	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.863	NaN
K13298	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.083	NaN
K01490	NaN	NaN	NaN	NaN	5496	1855	26.775	NaN	NaN
K00893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01241	NaN	132	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01119	NaN	213	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01516	NaN	128	NaN	NaN	NaN	NaN	18.269	NaN	NaN
K06928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01525	NaN	69	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13811	NaN	NaN	NaN	NaN	NaN	NaN	194.894	26.408	NaN
K00956	3178.27	530	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00957	5705.04	684	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00958	NaN	NaN	NaN	102085	140361	28115	31.625	NaN	339.444
K13484	NaN	NaN	NaN	NaN	NaN	NaN	33.977	NaN	NaN
K01466	NaN	0.0017	1465	NaN	NaN	NaN	4.263	NaN	NaN
K01427	NaN	NaN	NaN	NaN	12767	12909	2.578	NaN	NaN
K01428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	262.413
K01430	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	168.839
K00926	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09903	581.31	344	NaN	NaN	NaN	NaN	2.974	NaN	568.944
K00207	NaN	NaN	NaN	NaN	NaN	NaN	78.639	126.959	NaN
K09023	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09020	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K09021	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01431	NaN	NaN	NaN	NaN	NaN	NaN	30.715	119.568	NaN
K00757	NaN	5124	NaN	NaN	NaN	NaN	NaN	81.828	NaN
K01937	NaN	309	3253	NaN	34433	8012	12.046	NaN	292.088
K01240	NaN	NaN	NaN	NaN	NaN	NaN	32.374	NaN	NaN
K01489	NaN	1331	NaN	NaN	NaN	8159	64.501	88.466	NaN
K01464	NaN	0.0017	NaN	NaN	NaN	NaN	30.302	58.188	NaN
K17722	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K17723	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01493	NaN	NaN	NaN	NaN	479	5542	NaN	NaN	NaN
spo_SPBC530.07c	NaN	NaN	NaN	NaN	196583	27569	NaN	NaN	NaN
K16066	NaN	NaN	NaN	NaN	38310	39094	NaN	NaN	NaN
K13421	NaN	NaN	NaN	NaN	NaN	NaN	131.597	155.992	NaN
K01520	NaN	404	NaN	NaN	29004	20820	56.773	1497.26	NaN
K00876	NaN	0.0017	NaN	NaN	11121	1137	52.235	52.59	NaN
K00857	NaN	0.0017	NaN	NaN	NaN	NaN	1.226	NaN	NaN
K16330	NaN	NaN	NaN	NaN	4127	9250	NaN	20.226	NaN
K16329	NaN	0.0017	NaN	NaN	NaN	NaN	33.65	NaN	NaN
K16328	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00943	NaN	40	NaN	NaN	NaN	1718	11.219	38.467	23.548
K00609	532.85	5257	NaN	NaN	NaN	NaN	86.807	NaN	76.863
K01955	1601.52	637	674	27660	59302	47799	51.844	NaN	589.667
K00384	3011.39	1080	59825	79138	100481	45303	279.324	928.491	865.728
K00761	NaN	2882	NaN	NaN	30830	47706	28.776	46.647	163.649
K13800	NaN	NaN	NaN	NaN	11901	10241	170.969	NaN	NaN
K11541	NaN	NaN	2409	16377	31124	7383	NaN	NaN	NaN
K01956	2911.19	706	NaN	10162	85389	39587	63.716	NaN	1160.943
K00610	NaN	6762	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01465	2192.48	822	NaN	NaN	16807	7727	45.063	NaN	21.645
K00226	NaN	86	NaN	NaN	28276	6506	NaN	NaN	NaN
K00254	NaN	NaN	NaN	NaN	NaN	NaN	48.036	59.974	NaN
K00762	NaN	0.0017	NaN	2076	19846	17940	NaN	NaN	295.355
K01591	NaN	123	71600	114259	16626	7059	NaN	NaN	28.682
K00945	NaN	295	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K13809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01485	1349.73	470	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00758	NaN	174	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01718	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.633	NaN
K01652	3487.21	1644	5658	25198	55869	14038	36.152	NaN	593.317
K01657	NaN	66	17139	18893	16865	7110	29.361	NaN	236.685
K00502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.685	NaN
K15893	NaN	NaN	NaN	NaN	NaN	NaN	160.628	NaN	NaN
K00215	871.74	430	NaN	NaN	NaN	NaN	22.995	NaN	342.375
K01740	NaN	NaN	NaN	NaN	204352	15717	NaN	NaN	NaN
K01586	253.27	85	NaN	NaN	NaN	NaN	75.6	NaN	18.899
K06001	NaN	NaN	NaN	NaN	NaN	NaN	36.436	NaN	NaN
K08968	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K08964	NaN	NaN	NaN	NaN	1544	NaN	NaN	47.946	NaN
K08967	NaN	NaN	NaN	NaN	22091	7032	263.055	100.098	NaN
K08963	NaN	NaN	NaN	NaN	25283	3398	61.335	229.563	151.059
K02613	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00772	NaN	NaN	NaN	NaN	20545	4225	NaN	223.338	NaN
K01915	12717.43	2238	1039	130376	161356	63384	1900.175	1161.34	3471.335
K05933	NaN	NaN	NaN	NaN	NaN	NaN	1922.663	NaN	NaN
K05607	NaN	NaN	NaN	NaN	NaN	NaN	3.088	175.287	NaN
K05605	NaN	NaN	NaN	NaN	2958	3556	135.657	241.766	NaN
K13647	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.493	NaN
K01649	3281.05	3656	NaN	NaN	NaN	NaN	79.133	NaN	222.441
K01580	NaN	4204	NaN	NaN	NaN	NaN	611.346	118.619	625.171
K01424	NaN	293	NaN	98641	8719	40319	NaN	NaN	327.238
K11423	NaN	NaN	NaN	NaN	605	1223	2.235	3.294	NaN
K11422	NaN	NaN	981	NaN	176	NaN	0.385	1.398	NaN
K11420	NaN	NaN	NaN	NaN	NaN	NaN	9.518	4.794	NaN
K00140	NaN	NaN	NaN	NaN	NaN	NaN	39.315	1025.817	NaN
sce_YIL051C	NaN	NaN	87790	49268	NaN	NaN	NaN	NaN	NaN
K05824	NaN	NaN	NaN	NaN	45219	11329	NaN	NaN	NaN
sce_YAL044C	NaN	NaN	NaN	161663	NaN	NaN	NaN	NaN	NaN
K00797	1796.68	231	62823	93492	95351	30885	642.139	120.544	NaN
K01011	NaN	1004	NaN	NaN	32502	24334	206.883	701.569	NaN
K00831	8305.57	3068	6559	40974	73827	27936	547.603	60.625	NaN
K14455	NaN	NaN	NaN	NaN	26503	20721	NaN	NaN	NaN
K01658	NaN	NaN	NaN	NaN	NaN	NaN	45.03	NaN	NaN
K01653	NaN	1241	3058	24724	36455	14165	22.424	NaN	53.993
K15789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.259	NaN
K01800	NaN	NaN	NaN	NaN	NaN	NaN	110.828	48.784	NaN
K14264	NaN	NaN	NaN	NaN	13554	16514	NaN	NaN	NaN
K15849	NaN	NaN	NaN	NaN	NaN	NaN	27.325	NaN	NaN
K00827	NaN	NaN	NaN	NaN	NaN	NaN	45.765	7.578	NaN
K00826	NaN	558	11310	21187	66604	25076	73.999	51.587	422.03
K00820	1408.22	803	NaN	340	11366	3435	1.565	155.461	391.483
K01480	1241.43	830	NaN	NaN	10496	22458	NaN	NaN	29.16
K00680	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K10712	NaN	NaN	NaN	NaN	NaN	NaN	47.353	NaN	NaN
K01814	NaN	0.0017	NaN	NaN	22277	12441	19.503	NaN	183.069
K00789	11978.78	1913	88116	423160	365576	57865	4831.101	199.439	712.094
K01251	NaN	NaN	121484	179389	278679	51914	1972.567	573.112	2478.278
K00259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	357.304
K00253	NaN	NaN	NaN	NaN	NaN	NaN	37.027	154.56	NaN
K01079	NaN	77	NaN	NaN	7128	3705	6.458	81.494	NaN
K00814	NaN	NaN	NaN	919	27312	3899	590.859	395.468	NaN
K00816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.161	NaN
K00817	1248.03	489	NaN	NaN	28190	17001	17.764	NaN	225.41
K00819	NaN	NaN	NaN	NaN	116267	28059	17.041	144.089	NaN
K14677	NaN	NaN	NaN	NaN	NaN	NaN	97.833	221.216	NaN
K01476	NaN	NaN	NaN	NaN	86453	10412	81.491	54.011	NaN
K01470	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	86.685
K12524	8864.15	932	NaN	NaN	NaN	NaN	67.394	NaN	NaN
K11142	NaN	NaN	NaN	NaN	15968	15100	NaN	8.491	NaN
K11818	NaN	NaN	NaN	NaN	NaN	NaN	34.364	NaN	NaN
K00020	NaN	NaN	NaN	NaN	NaN	NaN	0.43	1039.635	16.561
K11433	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.622	NaN
K00802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.266	NaN
K00800	1120.92	290	NaN	NaN	NaN	NaN	85.952	NaN	252.384
K01687	NaN	18	14904	32860	42994	24869	153.213	NaN	715.834
K01850	NaN	NaN	NaN	NaN	11605	11450	29.327	NaN	NaN
K02610	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02611	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K02612	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01662	NaN	80	NaN	NaN	NaN	NaN	3.715	NaN	143.739
K00274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.971
K00272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.735	NaN
K00472	NaN	NaN	NaN	NaN	NaN	NaN	244.461	174.649	NaN
K00471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.509	NaN
K00878	NaN	1002	NaN	NaN	NaN	NaN	5.477	NaN	NaN
K00872	314.52	111	17241	NaN	25598	7908	56.372	NaN	NaN
K00877	NaN	NaN	1445	NaN	43239	19142	NaN	NaN	NaN
K01695	2217.99	1236	10293	24205	77683	22459	140.995	NaN	284.158
K01697	NaN	NaN	36571	35323	NaN	NaN	NaN	244.233	NaN
K01696	4460.49	922	NaN	NaN	NaN	NaN	60.595	NaN	160.95
K01693	NaN	NaN	NaN	5081	6973	13356	3.181	NaN	NaN
K05359	NaN	NaN	NaN	NaN	NaN	NaN	20.753	NaN	NaN
K13566	NaN	NaN	NaN	NaN	NaN	NaN	57.527	61.699	NaN
K11703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.561	NaN
K09699	NaN	NaN	NaN	NaN	NaN	NaN	5.453	66.672	NaN
K00314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.706	NaN
K00003	NaN	NaN	22622	117208	98617	33344	NaN	NaN	88.936
K08248	NaN	NaN	NaN	NaN	NaN	NaN	0.116	NaN	NaN
K00262	7143.48	1425	2126	402849	133217	33111	2.507	NaN	58.647
K00261	NaN	NaN	NaN	NaN	NaN	NaN	660.805	763.075	NaN
K00264	NaN	NaN	1812	9373	26630	9630	39.61	173.615	NaN
K01736	290.8	297	13987	44897	39317	12268	128.066	NaN	54.019
K01735	601.54	340	NaN	NaN	NaN	NaN	67.635	NaN	343.767
K01733	12922.78	2347	57956	65713	74451	18201	67.914	NaN	440.157
K01738	24399.67	15674	50514	459398	69303	17546	1223.368	NaN	1155.579
K01739	160.84	363	NaN	401	24069	21095	34.693	NaN	NaN
K05349	75.51	101	NaN	NaN	486	2057	106.797	NaN	NaN
K16054	NaN	NaN	NaN	NaN	NaN	NaN	61.745	NaN	NaN
K08660	NaN	NaN	25328	20102	NaN	NaN	NaN	611.288	NaN
K10536	NaN	NaN	NaN	NaN	NaN	NaN	26.288	NaN	NaN
K11820	NaN	NaN	NaN	NaN	NaN	NaN	71.656	NaN	NaN
K00588	NaN	NaN	NaN	NaN	NaN	NaN	399.625	NaN	NaN
K00074	NaN	0.0017	NaN	NaN	NaN	NaN	7.571	NaN	NaN
K00294	NaN	NaN	NaN	1206	104068	39160	103.592	596.114	NaN
K00293	NaN	NaN	2370	186809	103037	57004	NaN	NaN	NaN
K00290	NaN	NaN	20469	71049	49394	41946	NaN	NaN	443.432
K00451	NaN	NaN	NaN	NaN	NaN	NaN	14.609	12.426	NaN
K00108	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	19.053	NaN
K01188	NaN	NaN	NaN	NaN	14645	17168	7537.303	NaN	NaN
K01438	202.25	279	NaN	NaN	NaN	NaN	57.831	NaN	NaN
K00928	6849.76	345	NaN	26347	20626	369	14.99	NaN	101.589
K00276	NaN	0.0017	NaN	NaN	2263	61380	33.025	NaN	NaN
K00273	NaN	NaN	NaN	NaN	4399	12215	NaN	NaN	NaN
K00599	NaN	NaN	741	959	10220	15904	0.248	22.735	NaN
K00286	402.91	902	2509	11128	20508	7680	124.616	81.956	329.688
K00281	849.88	184	NaN	NaN	37621	15960	130.211	42.705	NaN
K15227	NaN	NaN	NaN	NaN	NaN	NaN	7.07	NaN	NaN
K15919	NaN	NaN	NaN	NaN	NaN	NaN	42.978	NaN	NaN
K15918	NaN	NaN	NaN	NaN	5041	6558	26.595	NaN	NaN
K00934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3360.848	NaN
K00931	714.43	271	1415	NaN	10521	2410	NaN	NaN	NaN
K00930	NaN	444	NaN	NaN	NaN	NaN	28.811	NaN	151.808
K01714	1195.81	613	NaN	NaN	NaN	NaN	97.232	NaN	NaN
K01755	2083.34	170	NaN	90333	28341	28069	40.422	78.569	464.117
K01592	NaN	NaN	NaN	NaN	NaN	NaN	0.684	NaN	NaN
K09880	NaN	NaN	NaN	NaN	6506	5976	NaN	109.568	NaN
K00618	NaN	NaN	NaN	NaN	2293	993	NaN	NaN	NaN
K00058	23461.62	2751	NaN	71839	115364	18950	729.53	597.153	1870.76
K00052	NaN	2886	NaN	68377	97502	44476	447.629	NaN	285.063
K00053	21100.49	6256	212106	451130	318706	62794	456.956	NaN	2331.361
K00430	NaN	NaN	NaN	NaN	NaN	NaN	4994.532	442.202	NaN
K02614	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K00547	NaN	58	NaN	NaN	NaN	NaN	77.306	5.281	NaN
K00549	41263.67	4563	74766	758259	303464	71307	2507.41	NaN	NaN
K02618	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K01704	7290.97	5439	NaN	NaN	NaN	NaN	272.853	NaN	56.796
K01703	4524.61	3271	NaN	NaN	NaN	NaN	296.018	NaN	159.365
K13524	NaN	NaN	NaN	NaN	680	3391	NaN	363.383	NaN
K03146	NaN	NaN	NaN	NaN	703233	97097	NaN	NaN	NaN
K00600	6180.43	4348	54212	276751	196004	69356	947.041	596.565	341.915
K00605	169.65	67	NaN	9951	49740	14117	262.548	137.848	NaN
K12657	NaN	NaN	NaN	NaN	NaN	NaN	34.145	217.111	NaN
K00049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	188.082	NaN
K00133	14970.8	4331	15829	59736	66279	15833	205.568	NaN	556.879
K01953	232.87	300	119533	40980	68536	21538	53.546	1.94	NaN
K00552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	91.971	NaN
K00558	NaN	0.0017	NaN	NaN	NaN	NaN	24.298	NaN	NaN
K01557	NaN	NaN	NaN	NaN	NaN	NaN	193.309	NaN	NaN
K01555	NaN	NaN	NaN	NaN	NaN	NaN	15.362	9.922	NaN
K01778	NaN	185	NaN	NaN	NaN	NaN	46.13	NaN	368.742
K01609	NaN	NaN	NaN	NaN	NaN	NaN	26.981	NaN	NaN
K02609	NaN	0.0017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
K15371	NaN	NaN	NaN	NaN	3785	3039	NaN	NaN	NaN
K00639	NaN	20	NaN	NaN	NaN	NaN	NaN	5.047	NaN
K11868	NaN	NaN	NaN	NaN	NaN	NaN	0.245	NaN	NaN
K00145	NaN	129	NaN	NaN	NaN	NaN	37.771	NaN	788.717
K01940	8869.39	1222	NaN	78224	71487	49550	142.769	NaN	2216.137
K00899	NaN	NaN	NaN	NaN	NaN	NaN	102.593	NaN	NaN
spo_SPCC1223.02	NaN	NaN	NaN	NaN	347641	57312	NaN	NaN	NaN
K00891	NaN	555	NaN	NaN	NaN	NaN	1.312	NaN	NaN
