Numerator	Denominator	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener	eco Lu	eco Arike 2012	sce Lu rich	sce Lu minimal	spo Marguerat proliferating	spo Marguerat quiescent	ath Castellana	dme Brunner 2007	syn Wegener
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Vesicular Transport	Genetic Information Processing	0	0	0	0.001583	0.001617	0.001641	0.01001	0.01007	0.01018	0.01427	0.01435	0.01439	0.02175	0.0219	0.02209	0.06551	0.06695	0.06829	0.02607	0.02664	0.02707	0.06892	0.0695	0.06982	0	0	0
-Cytoskeleton	Genetic Information Processing	0	0	0.004898	0	0.005484	0.01102	0.00656	0.00657	0.006755	0.006663	0.006697	0.006756	0.02461	0.02479	0.02491	0.04944	0.04983	0.05015	0.02086	0.02115	0.02139	0.05793	0.05965	0.05995	0	0	0.01321
-Cell Motility	Genetic Information Processing	0	0.003135	0.007625	0	0.02973	0.1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006201	0.005277	0.01438
-Cell Growth and Death	Genetic Information Processing	0	0.008308	0.01303	0	0.008044	0.01288	0.01845	0.01872	0.02032	0.01156	0.01163	0.01328	0.002176	0.002674	0.005516	0.006389	0.006803	0.008587	0.003105	0.003507	0.003689	0.0249	0.02691	0.02982	0	0.009518	0.01637
-Cell Communication	Genetic Information Processing	0	0	0	0	0	0	3.439e-05	3.445e-05	3.461e-05	6.217e-05	6.245e-05	6.255e-05	0	0	0	0	0	0	0	0	0	0.04472	0.04505	0.04533	0	0	0
Metabolism	Genetic Information Processing	1.254	1.322	1.347	1.899	2.005	2.037	1.655	1.661	1.672	2.402	2.416	2.419	1.237	1.243	1.26	1.707	1.729	1.752	0.8752	0.8944	0.902	0.6217	0.6336	0.641	1.352	1.522	1.532
-Membrane Transport	Genetic Information Processing	0.007353	0.02201	0.03061	0.1368	0.2101	0.2419	0	0.001467	0.001542	0	0.0008997	0.0009011	0	0.003421	0.003518	0	0.00346	0.005088	0.0006696	0.001014	0.001683	0.0003265	0.000426	0.0007283	0.01973	0.1089	0.1169
-Central Carbon Metabolism	Genetic Information Processing	0.351	0.3842	0.4309	0.6399	0.7414	0.8019	1.055	1.19	1.282	1.216	1.36	1.486	0.4105	0.455	0.5128	0.5834	0.6231	0.6548	0.311	0.3197	0.3417	0.2395	0.2417	0.2451	0.3324	0.3572	0.3963
-Energy Metabolism	Genetic Information Processing	0.0149	0.03396	0.08035	0.0459	0.09165	0.1749	0.02297	0.02637	0.1567	0.06148	0.07207	0.2477	0.05419	0.07237	0.1135	0.1752	0.2083	0.2266	0.166	0.1732	0.1852	0.1326	0.1338	0.1361	0.1726	0.2664	0.3345
-Biosynthesis	Genetic Information Processing	0.4632	0.6086	0.6856	0.4626	0.5065	0.6124	0.149	0.1717	0.2506	0.4413	0.5747	0.6368	0.4347	0.4974	0.5452	0.5783	0.5959	0.6519	0.2444	0.2772	0.3066	0.1787	0.1915	0.2007	0.4388	0.4865	0.5181
-Other Enzymes	Genetic Information Processing	0.1706	0.2466	0.3916	0.3128	0.3787	0.4474	0.05285	0.1853	0.2763	0.11	0.3115	0.4213	0.1289	0.1901	0.2295	0.1845	0.3001	0.3176	0.06817	0.09802	0.151	0.04858	0.06298	0.07852	0.1885	0.257	0.2918
Organismal Systems	Genetic Information Processing	0	0	0	0	0	0.03964	0	0	0	0	0	0.0001328	0	0.0005043	0.004069	0	0.0018	0.009166	0.01399	0.01472	0.01994	0.04323	0.04404	0.04513	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0.0001328	0	0.0001603	0.001621	0	0.0004651	0.0018	0	4.741e-06	9.034e-05	0.0004121	0.0004508	0.0006892	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001526	0	0	0	0	0	3.37e-06	0.0008242	0.001013	0.001754	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002092	0.002301	0	0.001038	0.006919	0	0	0.002633	0.03453	0.03532	0.03575	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0.001256	0	0	0.0006601	0.003474	0.00359	0.003629	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006669	0.0006719	0.000676	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002869	0.00289	0.002908	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.776e-06	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002345	0.0002362	0.0002376	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0	0.03964	0	0	0	0	0	0	0	0	0	0	0	0	0.01397	0.0146	0.01927	0	0	0	0	0	0
Human Diseases	Genetic Information Processing	0	0	0	0	0.004528	0.0161	8.226e-05	0.0004603	0.001662	0.0003913	0.0052	0.007079	0.01817	0.02272	0.02599	0.02569	0.03876	0.05039	0.005216	0.0184	0.02769	0.007846	0.009099	0.01004	0	0	0.003116
-Cancers	Genetic Information Processing	0	0	0	0	0	0.01145	0	8.216e-05	8.26e-05	0	0	0.00164	0	0.0001358	0.001219	0	0.001353	0.005886	0.0002856	0.0002945	0.00164	0.002999	0.003197	0.005524	0	0	0.003116
-Immune System Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0.0001443	0.0003984	0	0.004615	0.00655	0	0.001411	0.003486	0	0.004852	0.01105	0	0.01246	0.02416	0	0.0006219	0.0007086	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0	5.61e-05	0.0003937	0.0005849	0.00027	0.002091	0.004242	0.0004919	0.004035	0.01047	0.0004777	0.001881	0.004162	0.0006468	0.001688	0.004135	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Genetic Information Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0	0	0	0	0.004659	0	0.0003155	0.001662	0	0	0	0.01594	0.01839	0.02287	0.01805	0.02247	0.03881	3.102e-05	0.001244	0.002009	0.0002153	0.001699	0.002841	0	0	0
Not Mapped	Genetic Information Processing	0.055	0.05645	0.05733	0.6327	0.6462	0.6559	0.1309	0.1311	0.1317	0.156	0.1567	0.1569	0.7097	0.7149	0.7184	1.69	1.703	1.714	2.114	2.146	2.168	1.152	1.16	1.167	2.226	2.335	2.354
-Not Mapped	Genetic Information Processing	0.055	0.05645	0.05733	0.6327	0.6462	0.6559	0.1309	0.1311	0.1317	0.156	0.1567	0.1569	0.7097	0.7149	0.7184	1.69	1.703	1.714	2.114	2.146	2.168	1.152	1.16	1.167	2.226	2.335	2.354
TOTAL	-Transcription	43.44	69.32	155.8	90.49	117.1	290.4	238.9	242.1	247.3	760.4	770.6	779.7	108.8	110.6	116	89.38	93.35	99.22	84.31	86.62	88.75	63.38	68.38	74.52	212.9	665.2	Inf
MAPPED	-Transcription	42.62	68.01	152.9	79.71	103.1	255.8	229	232.1	237.1	731.3	741.1	749.8	86.66	88.14	92.4	59.8	62.46	66.39	44.03	45.23	46.35	41.01	44.24	48.22	141.6	442.5	Inf
Genetic Information Processing	-Transcription	14.87	23.11	51.95	16.87	21.91	52.91	75.69	76.5	78.28	185.1	188.5	191	30.89	31.41	32.86	17.08	18.26	19.17	18.42	19.52	19.68	19.42	20.79	22.53	32.02	94.45	Inf
-Transcription	-Transcription	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NaN
-Translation	-Transcription	11.64	18.46	41.49	12.33	15.85	39.32	57.26	58.03	59.27	153.8	155.8	157.7	20.48	20.76	21.69	9.321	9.837	10.3	12.64	13	13.38	10.27	11.1	12.12	20.98	64.3	Inf
-Folding, Sorting and Degradation	-Transcription	2.044	3.294	7.116	2.655	3.879	8.446	15.97	16.12	16.48	28.45	28.99	29.36	8.424	8.766	9.128	5.951	6.375	6.682	3.722	4.026	4.083	6.974	7.444	7.943	9.584	27.21	Inf
-DNA Maintenance	-Transcription	0.1825	0.3587	2.257	0.8913	1.185	4.251	1.151	1.182	1.51	1.782	2.947	3.022	0.8349	0.9539	1.076	0.8076	0.9932	1.126	1.033	1.255	1.505	1.144	1.27	1.471	0.4531	1.933	Inf
-RNA Family	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
Environmental Information Processing	-Transcription	0.2317	0.3697	0.831	1.07	2.053	3.306	2.786	2.833	2.885	7.397	7.507	7.594	1.085	1.162	1.216	1.391	1.427	1.528	0.3166	0.3306	0.3473	2.586	2.802	3.055	1.452	4.199	Inf
-Signal Transduction	-Transcription	0.2317	0.3697	0.831	1.07	2.053	3.306	2.786	2.824	2.885	7.397	7.507	7.594	1.084	1.158	1.201	1.391	1.411	1.497	0.3121	0.3222	0.3349	2.438	2.643	2.878	1.452	4.199	Inf
-Signaling Molecules and Interaction	-Transcription	0	0	0.03892	0	0	0.07628	0	0	0.02076	0	0	0	0	0.001049	0.01684	0	0	0.04006	0.004068	0.0105	0.01722	0.1477	0.161	0.1772	0	0	NaN
Cellular Processes	-Transcription	0.04791	0.3599	0.8497	0.419	1.168	5.933	2.653	2.721	2.834	6.091	6.173	6.565	1.525	1.55	1.713	2.147	2.246	2.359	0.9612	0.9909	1.014	3.816	4.183	4.523	0.4429	1.967	Inf
-Hemoglobin	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
-Vesicular Transport	-Transcription	0	0	0	0.02699	0.03492	0.08663	0.7579	0.7706	0.7848	2.67	2.706	2.738	0.6763	0.6879	0.7211	1.16	1.208	1.271	0.4985	0.5122	0.5291	1.339	1.445	1.573	0	0	NaN
-Cytoskeleton	-Transcription	0	0	0.07283	0	0.186	0.5124	0.4967	0.5057	0.5167	1.247	1.263	1.278	0.7666	0.7797	0.8173	0.8652	0.9037	0.9605	0.397	0.4086	0.4184	1.125	1.235	1.351	0	0.423	NaN
-Cell Motility	-Transcription	0	0.0703	0.3736	0	0.8455	5.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01985	0.7229	Inf
-Cell Growth and Death	-Transcription	0	0.2626	0.4272	0	0.2498	0.4441	1.396	1.44	1.559	2.163	2.192	2.537	0.06897	0.08259	0.183	0.1141	0.1217	0.1641	0.0597	0.06647	0.07221	0.4837	0.569	0.6328	0	1.244	Inf
-Cell Communication	-Transcription	0	0	0	0	0	0	0.002604	0.00264	0.002697	0.01163	0.01179	0.01193	0	0	0	0	0	0	0	0	0	0.8686	0.9372	1.021	0	0	NaN
Metabolism	-Transcription	18.65	30.62	68.6	32.58	43.77	107.3	125.5	127.6	129.8	449.1	455.4	460.4	38.72	39.31	41.06	30.11	31.5	33.22	16.94	17.29	17.67	12.16	13.19	14.47	43.29	146.4	Inf
-Membrane Transport	-Transcription	0.1093	0.6596	1.143	2.362	5.34	11.12	0	0.1124	0.118	0	0.1676	0.1698	0	0.1065	0.1142	0	0.06275	0.0869	0.01297	0.01995	0.03187	0.006751	0.008791	0.0154	0.6317	11.04	Inf
-Central Carbon Metabolism	-Transcription	5.377	10.02	20.47	13.53	19.38	37.99	80.5	92.71	97.81	225	256.7	278.4	13.01	14.74	16.11	10.41	11.14	11.95	5.904	6.187	6.669	4.656	5.044	5.522	10.66	37.66	Inf
-Energy Metabolism	-Transcription	0.3415	1.131	2.939	1.246	2.454	8.275	1.757	2.036	12.06	11.59	13.73	46.65	1.694	2.335	3.584	3.089	3.871	4.242	3.118	3.347	3.644	2.599	2.804	3.009	11.1	25.16	Inf
-Biosynthesis	-Transcription	6.912	14.73	33.97	7.846	12.19	29.68	11.28	13.25	19.17	83.18	107.6	120.1	13.65	15.85	17.05	9.988	11.01	11.96	4.733	5.422	5.951	3.727	3.953	4.247	14.05	50.19	Inf
-Other Enzymes	-Transcription	4.612	8.023	14.43	5.891	8.165	23.27	4.056	14.38	21.63	21.02	59.45	79.41	4.276	6.173	7.423	3.575	5.334	5.862	1.342	1.913	2.956	0.9436	1.304	1.637	6.858	22.73	Inf
Organismal Systems	-Transcription	0	0	0	0	0	2.097	0	0	0	0	0	0.02505	0	0.01581	0.1259	0	0.03487	0.1616	0.271	0.2897	0.3969	0.8397	0.9231	1.015	0	0	NaN
-Immune System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0.02505	0	0.005266	0.05375	0	0.008632	0.03487	0	9.117e-05	0.001768	0.00851	0.009747	0.01432	0	0	NaN
-Endocrine System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004838	0	0	0	0	0	6.583e-05	0.01722	0.02105	0.03628	0	0	NaN
-Circulatory System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006559	0.07196	0	0.01896	0.122	0	0	0.05018	0.6708	0.7348	0.8056	0	0	NaN
-Digestive System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004754	0	0	0.02364	0	0	0.01315	0.06749	0.07475	0.08139	0	0	NaN
-Excretory System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01295	0.01398	0.01523	0	0	NaN
-Nervous System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05572	0.06012	0.06552	0	0	NaN
-Sensory System	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	NaN
-Development	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004554	0.004914	0.005355	0	0	NaN
-Environmental Adaptation	-Transcription	0	0	0	0	0	2.097	0	0	0	0	0	0	0	0	0	0	0	0	0.2706	0.2763	0.3799	0	0	0	0	0	NaN
Human Diseases	-Transcription	0	0	0	0	0.09922	0.5445	0.006277	0.03604	0.1272	0.07322	0.9936	1.327	0.5699	0.7269	0.8127	0.4692	0.7512	0.8886	0.1011	0.3622	0.5242	0.1542	0.1883	0.2262	0	0.1494	NaN
-Cancers	-Transcription	0	0	0	0	0	0.5445	0	0.006277	0.00641	0	0	0.313	0	0.004259	0.03764	0	0.02471	0.1128	0.005423	0.005722	0.0321	0.05824	0.06609	0.1245	0	0.1494	NaN
-Immune System Diseases	-Transcription	0	0	0	0	0	0	0	0.01103	0.03055	0	0.8601	1.234	0	0.04632	0.1095	0	0.0886	0.1964	0	0.2395	0.4502	0	0.01208	0.01462	0	0	NaN
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0.01072	0.0742	0.109	0.008466	0.06627	0.1394	0.0086	0.07389	0.2007	0.009348	0.03682	0.07837	0.01369	0.03782	0.08879	0	0	NaN
-Cardiovascular Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
-Metabolic Diseases	-Transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
-Infectious Diseases	-Transcription	0	0	0	0	0	0.2461	0	0.02388	0.1272	0	0	0	0.5053	0.5775	0.7152	0.3397	0.4078	0.6843	0.000628	0.02435	0.03875	0.004182	0.03592	0.06388	0	0	NaN
Not Mapped	-Transcription	0.8177	1.305	2.933	10.79	13.95	34.62	9.911	10.05	10.26	29.19	29.58	29.93	22.1	22.48	23.57	29.57	30.89	32.83	40.28	41.38	42.4	22.37	24.14	26.3	71.28	222.7	Inf
-Not Mapped	-Transcription	0.8177	1.305	2.933	10.79	13.95	34.62	9.911	10.05	10.26	29.19	29.58	29.93	22.1	22.48	23.57	29.57	30.89	32.83	40.28	41.38	42.4	22.37	24.14	26.3	71.28	222.7	Inf
TOTAL	-Translation	3.732	3.742	3.755	7.304	7.34	7.385	4.15	4.172	4.173	4.915	4.945	4.946	5.301	5.314	5.352	9.476	9.542	9.653	6.623	6.644	6.671	6.12	6.143	6.21	10.04	10.17	10.28
MAPPED	-Translation	3.661	3.671	3.685	6.433	6.465	6.505	3.978	3.999	4	4.727	4.755	4.756	4.223	4.234	4.264	6.34	6.385	6.459	3.459	3.47	3.484	3.96	3.974	4.018	6.679	6.768	6.836
Genetic Information Processing	-Translation	1.213	1.241	1.265	1.313	1.345	1.376	1.313	1.315	1.322	1.204	1.21	1.212	1.496	1.514	1.519	1.833	1.855	1.864	1.457	1.473	1.503	1.853	1.865	1.892	1.452	1.469	1.503
-Transcription	-Translation	0.02402	0.02579	0.05706	0.02515	0.02792	0.06897	0.01678	0.01718	0.01731	0.00634	0.006418	0.0065	0.04573	0.04812	0.0487	0.09618	0.1011	0.1064	0.07361	0.0765	0.07795	0.08015	0.0899	0.09089	0	0	0.03171
-Translation	-Translation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.1612	0.1694	0.1756	0.1949	0.2148	0.2288	0.2768	0.2775	0.2796	0.1839	0.1858	0.1869	0.4072	0.4217	0.4253	0.6384	0.6583	0.6628	0.2945	0.3036	0.3108	0.6555	0.6651	0.6793	0.3923	0.4225	0.4568
-DNA Maintenance	-Translation	0.01568	0.01936	0.05441	0.07009	0.07481	0.1081	0.01949	0.02047	0.02595	0.01159	0.01885	0.01917	0.04035	0.04571	0.04921	0.08412	0.09794	0.1083	0.0805	0.09468	0.116	0.1002	0.1153	0.1216	0.0216	0.03007	0.05897
-RNA Family	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Translation	0.0199	0.02003	0.02096	0.08314	0.0841	0.08675	0.0484	0.04867	0.04902	0.04788	0.04816	0.04825	0.05297	0.05561	0.05791	0.1402	0.147	0.1509	0.0244	0.02546	0.02625	0.2496	0.2518	0.2532	0.04278	0.05754	0.06531
-Signal Transduction	-Translation	0.0199	0.01996	0.02003	0.08314	0.08407	0.08675	0.0484	0.04866	0.04867	0.04788	0.04816	0.04825	0.05292	0.05536	0.05791	0.1386	0.1446	0.1509	0.02368	0.02464	0.02576	0.2352	0.2374	0.2389	0.04278	0.05754	0.06531
-Signaling Molecules and Interaction	-Translation	0	0	0.001004	0	0	0.00213	0	0	0.0003592	0	0	0	0	5.123e-05	0.0007767	0	0	0.00395	0.0003171	0.0008133	0.001307	0.01432	0.01446	0.01462	0	0	0
Cellular Processes	-Translation	0.002596	0.01588	0.0236	0.01583	0.07369	0.1657	0.04634	0.04666	0.04884	0.03937	0.03967	0.04164	0.07384	0.07471	0.07883	0.2267	0.2303	0.2309	0.07511	0.07605	0.07662	0.3717	0.3744	0.3811	0.01011	0.02725	0.03592
-Hemoglobin	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Translation	0	0	0	0.002179	0.002189	0.002203	0.01317	0.01324	0.01344	0.01726	0.01737	0.01742	0.03296	0.0331	0.03331	0.1217	0.1243	0.1255	0.03903	0.03927	0.03987	0.1291	0.13	0.1311	0	0	0
-Cytoskeleton	-Translation	0	0	0.006256	0	0.007372	0.01509	0.008629	0.008677	0.008877	0.008058	0.008108	0.008174	0.03736	0.03746	0.03772	0.09173	0.09237	0.09344	0.03119	0.03132	0.03145	0.1086	0.1112	0.1121	0	0	0.02016
-Cell Motility	-Translation	0	0.003887	0.009634	0	0.03994	0.1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009462	0.007775	0.02161
-Cell Growth and Death	-Translation	0	0.01026	0.01607	0	0.01112	0.01745	0.02439	0.0246	0.02688	0.01398	0.01407	0.01609	0.003305	0.004032	0.008366	0.01191	0.01259	0.016	0.004567	0.005156	0.005556	0.04712	0.05072	0.05602	0	0.01431	0.02384
-Cell Communication	-Translation	0	0	0	0	0	0	4.524e-05	4.548e-05	4.55e-05	7.519e-05	7.565e-05	7.567e-05	0	0	0	0	0	0	0	0	0	0.08388	0.08419	0.08511	0	0	0
Metabolism	-Translation	1.602	1.649	1.66	2.613	2.707	2.742	2.182	2.192	2.199	2.905	2.923	2.927	1.877	1.89	1.903	3.179	3.202	3.242	1.318	1.322	1.333	1.168	1.184	1.194	2.064	2.221	2.243
-Membrane Transport	-Translation	0.00939	0.02746	0.03835	0.1796	0.2827	0.3273	0	0.001937	0.002027	0	0.001089	0.00109	0	0.005158	0.005327	0	0.006391	0.009323	0.001	0.001493	0.002475	0.0006081	0.0007943	0.001385	0.03011	0.1586	0.1717
-Central Carbon Metabolism	-Translation	0.4442	0.4661	0.5395	0.8806	0.993	1.098	1.387	1.564	1.693	1.464	1.647	1.8	0.6236	0.6894	0.7752	1.082	1.153	1.212	0.4634	0.47	0.5136	0.4437	0.4535	0.4608	0.4977	0.5206	0.5756
-Energy Metabolism	-Translation	0.0185	0.04209	0.1026	0.0617	0.1242	0.239	0.03019	0.03466	0.2067	0.0744	0.08726	0.2997	0.08252	0.1098	0.1698	0.3288	0.3882	0.4182	0.2467	0.2572	0.2727	0.2483	0.2517	0.2536	0.2594	0.3912	0.5009
-Biosynthesis	-Translation	0.5751	0.7504	0.8589	0.6219	0.6798	0.8239	0.197	0.2268	0.3293	0.5339	0.6954	0.7706	0.657	0.7501	0.8302	1.071	1.106	1.223	0.3615	0.4052	0.4568	0.333	0.357	0.3732	0.6696	0.7135	0.7759
-Other Enzymes	-Translation	0.2069	0.3056	0.4862	0.4107	0.5151	0.6156	0.06991	0.2435	0.365	0.1333	0.3769	0.5097	0.1955	0.2866	0.3468	0.3438	0.5556	0.5877	0.1004	0.1473	0.2234	0.09191	0.1181	0.1463	0.2822	0.3743	0.43
Organismal Systems	-Translation	0	0	0	0	0	0.05333	0	0	0	0	0	0.0001608	0	0.0007641	0.006087	0	0.003354	0.0172	0.02081	0.02168	0.02966	0.08136	0.08297	0.08407	0	0	0
-Immune System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0.0001608	0	0.0002428	0.002458	0	0.0008609	0.003354	0	6.974e-06	0.0001361	0.000775	0.0008397	0.001302	0	0	0
-Endocrine System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002318	0	0	0	0	0	4.943e-06	0.00156	0.001897	0.003268	0	0	0
-Circulatory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003172	0.003505	0	0.001927	0.01299	0	0	0.003966	0.06478	0.06619	0.06696	0	0	0
-Digestive System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002278	0	0	0.002331	0	0	0.0009829	0.006517	0.006687	0.006835	0	0	0
-Excretory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001251	0.001256	0.001269	0	0	0
-Nervous System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005381	0.005401	0.00546	0	0	0
-Sensory System	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09e-05	0	0	0
-Development	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004398	0.0004414	0.0004463	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0	0.05333	0	0	0	0	0	0	0	0	0	0	0	0	0.0208	0.02148	0.02872	0	0	0	0	0	0
Human Diseases	-Translation	0	0	0	0	0.00619	0.02163	0.000108	0.0006081	0.002185	0.0004733	0.006302	0.008564	0.02754	0.03398	0.03958	0.0477	0.07224	0.09457	0.00779	0.0271	0.04035	0.01454	0.01706	0.01885	0	0	0.004554
-Cancers	-Translation	0	0	0	0	0	0.01537	0	0.0001086	0.0001086	0	0	0.001986	0	0.0002058	0.001838	0	0.002512	0.01095	0.0004253	0.000432	0.002426	0.005654	0.005956	0.01027	0	0	0.004554
-Immune System Diseases	-Translation	0	0	0	0	0	0	0	0.0001908	0.0005264	0	0.00559	0.007923	0	0.00214	0.005269	0	0.009007	0.02047	0	0.01832	0.0352	0	0.001167	0.001321	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0	0	0	0	0	6.798e-05	0.0004763	0.0007086	0.0004091	0.003176	0.006426	0.0009131	0.007468	0.01948	0.0007065	0.002833	0.006109	0.001198	0.003144	0.007766	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0	0	0	0.006259	0	0.0004171	0.002185	0	0	0	0.02421	0.02779	0.03483	0.03349	0.04151	0.07284	4.623e-05	0.001874	0.002966	0.0004073	0.003229	0.005294	0	0	0
Not Mapped	-Translation	0.07024	0.07043	0.07069	0.8706	0.8749	0.8803	0.1722	0.1731	0.1731	0.1887	0.1898	0.1899	1.077	1.08	1.088	3.135	3.157	3.194	3.164	3.174	3.187	2.16	2.168	2.192	3.362	3.406	3.441
-Not Mapped	-Translation	0.07024	0.07043	0.07069	0.8706	0.8749	0.8803	0.1722	0.1731	0.1731	0.1887	0.1898	0.1899	1.077	1.08	1.088	3.135	3.157	3.194	3.164	3.174	3.187	2.16	2.168	2.192	3.362	3.406	3.441
TOTAL	-Folding, Sorting and Degradation	21.04	21.9	23.12	30.18	34.08	36.36	14.92	15.01	15.06	26.45	26.58	26.8	12.47	12.6	12.86	14.38	14.56	14.93	21.15	21.81	22.4	9.014	9.202	9.302	21.8	24.33	25.6
MAPPED	-Folding, Sorting and Degradation	20.65	21.49	22.68	26.58	30.02	32.03	14.3	14.39	14.44	25.44	25.56	25.77	9.936	10.04	10.24	9.623	9.74	9.989	11.04	11.39	11.7	5.832	5.954	6.018	14.5	16.18	17.03
Genetic Information Processing	-Folding, Sorting and Degradation	7.016	7.274	7.647	5.649	6.255	6.608	4.725	4.738	4.751	6.47	6.507	6.56	3.568	3.585	3.651	2.793	2.827	2.87	4.747	4.836	4.972	2.76	2.786	2.827	3.219	3.471	3.642
-Transcription	-Folding, Sorting and Degradation	0.1383	0.1593	0.3457	0.1126	0.1433	0.33	0.06059	0.06165	0.06252	0.03398	0.03437	0.03505	0.1084	0.1138	0.1182	0.1459	0.1563	0.1605	0.2442	0.2478	0.2566	0.1184	0.134	0.137	0	0	0.07929
-Translation	-Folding, Sorting and Degradation	5.603	5.851	6.178	4.085	4.652	4.923	3.575	3.602	3.612	5.348	5.376	5.422	2.343	2.368	2.421	1.508	1.518	1.552	3.173	3.289	3.375	1.452	1.502	1.517	2.15	2.363	2.5
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
